settled_at,process_before_settling,process_after_settling,mu,beta,observer,goal_correct,goal_error_reduction,goal_movement,process_accuracy,process_error_reduction,window_accuracy,whole_accuracy,recovered_mu,final_entropy
1,,,2,1.0,21,1,1.2380978810639345,1.2380978810604841,0.3333333333333333,0.08113220788599684,0.38095238095238093,0.3333333333333333,1.8073463710202906,1.5391380635667119e-15
1,,,2,1.0,22,1,1.4544648996604608,1.454464899643636,0.4583333333333333,0.2173649737415122,0.42857142857142855,0.4583333333333333,1.6818638297354809,1.2928357336675566e-11
1,,,2,1.0,23,1,1.287285063695736,1.287285063692113,0.3333333333333333,0.2960569878230914,0.2857142857142857,0.3333333333333333,2.359635518160761,1.9055492836505805e-16
1,,,2,1.0,24,1,1.6665412641584139,1.6665412641530717,0.08333333333333333,0.33956273369135825,0.07142857142857142,0.08333333333333333,2.4626440730848693,4.895576685149215e-14
3,0.18090120133945797,0.3640472148084146,2,1.0,25,1,1.3612393323861902,1.361239332378984,0.4166666666666667,0.34115396312479507,0.40476190476190477,0.4166666666666667,2.2920582879825697,3.411897307611314e-12
1,,,2,1.0,26,1,1.3640988470698192,1.3640988470650406,0.041666666666666664,-0.007818007936046145,0.023809523809523808,0.041666666666666664,2.122881461470004,8.943506687278746e-13
1,,,2,1.0,27,1,1.5424483091782515,1.5424483091735237,0.4166666666666667,0.10180954256468033,0.4047619047619047,0.4166666666666667,2.123196353143814,5.27698063762482e-14
1,,,2,1.0,28,1,1.2807011225039258,1.28070112249876,0.25,0.07499264826631324,0.23809523809523808,0.25,2.246391621253008,1.623959159066123e-12
1,,,2,1.0,29,1,1.2834496962972077,1.2834496962935886,0.0,-0.05274066327393445,0.0,0.0,2.386600199632778,1.0570689530363958e-14
1,,,2,1.0,30,1,1.4289694691953594,1.4289694691911285,0.625,0.1581469010821439,0.6428571428571429,0.625,1.8860352787864294,5.807824775155457e-14
3,-0.1033491220888596,0.2780202473338962,2,1.0,31,1,1.4256865759039619,1.4256865758996915,0.625,0.23034907615605182,0.6428571428571429,0.625,1.6087834687594946,1.1262977458935229e-13
1,,,2,1.0,32,1,1.2928246161402748,1.2928246161366317,0.08333333333333333,0.45651717831697325,0.07142857142857142,0.08333333333333333,2.5083406688027474,2.4678926623068305e-18
1,,,2,1.0,33,1,1.4062007990613792,1.4062007990572487,0.375,-0.023857040497755166,0.35714285714285715,0.375,2.0510023646560325,5.145448494609555e-14
2,0.15578277095480453,0.1440879499935348,2,1.0,34,1,1.3922088733462339,1.3922088733421962,0.7083333333333334,0.1450625184069736,0.6904761904761905,0.7083333333333334,2.461029074346152,1.4289440232399958e-14
1,,,2,1.0,35,1,1.2803242113529487,1.2803242113493052,0.041666666666666664,-0.04087929611754859,0.047619047619047616,0.041666666666666664,2.7478379682345295,4.719146236704918e-14
1,,,2,1.0,36,1,1.397590956267499,1.397590956263437,0.20833333333333334,-0.021557897062725484,0.19047619047619047,0.20833333333333334,2.3121708898420423,1.699945589096838e-14
2,-0.0016650483294105012,0.4067277260265725,2,1.0,37,1,1.3350184745482223,1.3350184745444165,0.6666666666666666,0.3726949948302405,0.7380952380952381,0.6666666666666666,2.4883127587105807,6.304763207335022e-15
2,0.11575863485658355,0.05877396874666441,2,1.0,38,1,1.577735422745449,1.577735422740605,0.20833333333333334,0.06352269092249108,0.21428571428571427,0.20833333333333334,2.581183069055793,8.735704375844416e-17
1,,,2,1.0,39,1,1.4071421100354558,1.4071421097114607,0.6666666666666666,0.31949266829843226,0.7380952380952381,0.6666666666666666,2.2475066901827594,3.317341630762998e-10
7,-0.0031277746600226752,-0.07788701408734933,2,0.25,0,1,1.1350391780307978,0.7615855708650747,0.125,-0.05608223592104555,0.11904761904761904,0.125,2.281277032320632,0.5318552449830078
-1,,,2,0.25,1,0,0.135788631024772,0.023926880255812806,0.4583333333333333,-0.0024789059953571613,0.4761904761904762,0.4583333333333333,1.9980114646001383,1.2984888853055754
-1,,,2,0.25,2,1,1.039605271055227,0.6068844689415924,0.375,0.013586652029459634,0.3095238095238096,0.375,2.16151132197646,0.6761013883774566
-1,,,2,0.25,3,0,0.016852430155910536,0.02515436712784517,0.041666666666666664,-0.013240510365142066,0.047619047619047616,0.041666666666666664,1.9984128626429711,1.3321310402983828
10,-0.33918966388292215,0.27716496536776236,2,0.25,4,1,1.136384148475965,1.071887310586547,0.25,0.020350536513310535,0.2619047619047619,0.25,2.309070530068531,0.0814293683197463
5,-0.05352463838964261,-0.08466900210818618,2,0.25,5,1,1.1070893559679869,1.092619889844509,0.16666666666666666,-0.07818059300015623,0.16666666666666666,0.16666666666666666,2.003955661000712,0.017405789300377787
11,0.14378568780949408,0.2717296488616803,2,0.25,6,1,1.6290957419030538,1.5979692398760488,0.6666666666666666,0.2130886667127614,0.6428571428571429,0.6666666666666666,1.932334512351636,0.03418267474121499
9,0.16054338755298314,0.38087533622886616,2,0.25,7,1,1.464229417413747,1.3995709662598854,0.875,0.29825085547540997,0.9047619047619048,0.875,2.138825720213018,0.0747054792089319
1,,,2,0.25,8,1,0.9332858361434019,0.3374349439296884,0.5,0.07225864686487471,0.5,0.5,2.0150331791462834,1.0474651208567811
11,0.008035316386041824,0.049648524136607586,2,0.25,9,1,1.4597623923019214,1.4506797052893747,0.25,0.03057580391759851,0.23809523809523814,0.25,1.555103958220554,0.01010887657968769
4,0.06372768119055139,-0.17077937453017422,2,0.25,10,1,1.507653042373089,1.5061412541157884,0.20833333333333334,-0.1316948652433867,0.21428571428571427,0.20833333333333334,2.5306548916734766,0.0016423261754929433
4,0.11230975049894187,0.4930470824876987,2,0.25,11,1,1.633780487772559,1.6337804385358716,0.4166666666666667,0.4295908604895725,0.4523809523809523,0.4166666666666667,2.489488476248996,5.0699224082724614e-08
6,0.19387368973987495,0.3180962357765096,2,0.25,12,1,1.5558296736312838,1.553485648924483,0.7916666666666666,0.28704059926735104,0.8333333333333333,0.7916666666666666,2.4251864601372044,0.0025108348091205973
4,-0.03415716928055268,-0.17006127850582664,2,0.25,13,1,1.2839099644561194,1.2828083712472629,0.125,-0.14741059363494768,0.11904761904761904,0.125,2.2765258131512383,0.0012169281157699207
17,-0.018848687656425778,0.09542369115914728,2,0.25,14,1,1.0787095899643298,0.7890358782827704,0.20833333333333334,0.014480756164782838,0.23809523809523808,0.20833333333333334,1.7550115414948457,0.41566254849389966
-1,,,2,0.25,15,1,0.38059680312683963,0.03934419671960762,0.125,0.00831435168077288,0.09523809523809523,0.125,2.0399835408516793,1.3204064405972917
1,,,2,0.25,16,1,1.3094806317554082,1.3012466365547275,0.125,-0.11249637069782303,0.11904761904761904,0.125,2.4046862487972405,0.009444963133302196
4,0.1798793279714137,0.40448668100012986,2,0.25,17,1,1.2729376750402712,1.2729302702541672,0.6666666666666666,0.36705212216201044,0.6904761904761905,0.6666666666666666,2.4612010002313496,7.95840822550983e-06
7,0.08601523830900715,0.0826203326402366,2,0.25,18,1,1.390911991425303,1.3907974951642006,0.4583333333333333,0.08361051346029447,0.47619047619047616,0.4583333333333333,1.5559248965035521,0.00012264648341201294
7,0.21048693435636023,0.2758337264910182,2,0.25,19,1,1.1864151742972926,1.0842839974558396,0.375,0.256774245451743,0.3333333333333333,0.375,2.2990905171439113,0.1305875162437051
15,0.012319828643647002,-0.03392857139116967,2,0.25,20,1,1.570403017997098,1.5246975200322923,0.125,-0.00502332136940975,0.09523809523809523,0.125,2.0290700159637503,0.049903180097248936
-1,,,2,0.25,21,0,-1.5452412865793856,0.8777634884607616,0.625,0.037373935398516966,0.6666666666666667,0.625,1.9836188047986765,0.350521594603681
-1,,,2,0.25,22,0,0.0164806176193677,0.020173970138790465,0.375,0.01884771143012287,0.3333333333333333,0.375,1.998180599406653,1.3375992078537
4,0.17013301043180795,-0.003190572723092977,2,0.25,23,0,0.28179427666339296,0.0675476016268014,0.2916666666666667,0.025696691136057215,0.2619047619047619,0.2916666666666667,2.0129606256041237,1.2554542937650301
4,0.02168553281579455,0.13304745449048472,2,0.25,24,0,-3.5338149051082337,1.28630301941427,0.4166666666666667,0.1144871342113698,0.42857142857142855,0.4166666666666667,2.3352147108249843,0.22902624202671443
23,,,2,0.25,25,0,-2.0142783761587433,1.2338760823267423,0.20833333333333334,0.004266689978952076,0.21428571428571425,0.20833333333333334,1.6946447788084849,0.3301779223946455
16,-0.01964322524391826,-0.00871790998359212,2,0.25,26,1,1.5481610322666723,1.1270300033220682,0.2916666666666667,-0.016001453490475992,0.3095238095238095,0.2916666666666667,1.9728873007805867,0.502256739848763
2,0.11390080341504727,-0.2151243950651225,2,0.25,27,1,1.5352902920246572,1.5324407975175438,0.041666666666666664,-0.1877056285251082,0.023809523809523808,0.041666666666666664,2.0873767234511336,0.003088776232387241
14,0.03538053381478479,0.16543932320600274,2,0.25,28,0,0.410889739496501,0.32611482070175957,0.5,0.08957169606112592,0.4523809523809524,0.5,2.0655031796428984,1.1444408491043299
1,,,2,0.25,29,1,1.3231151039800597,1.3227345740750753,0.4166666666666667,0.1907704602377709,0.40476190476190477,0.4166666666666667,2.5327542303182184,0.00041715190372909415
1,,,2,0.25,30,1,1.3945753678149462,1.060880093693352,0.25,0.05310454981965673,0.2857142857142857,0.25,1.7997308700520827,0.4221330437812168
18,0.07221227862379376,0.4650739640142111,2,0.25,31,1,0.9854403711459507,0.981262759823085,0.4166666666666667,0.17042769997139828,0.4523809523809524,0.4166666666666667,2.287698730926524,0.005000403545825499
7,0.07623036478677259,0.1131700017367232,2,0.25,32,1,1.434463843352535,1.4142247214337504,0.4166666666666667,0.10239594095965443,0.4761904761904762,0.4166666666666667,1.6830559582026678,0.0229426921675707
-1,,,2,0.25,33,1,0.7963268360291297,0.4147862146318085,0.5416666666666666,0.08270839506886318,0.5238095238095238,0.5416666666666666,2.09317644181681,0.7171318281330438
10,-0.01089395598407683,0.1412501488121729,2,0.25,34,1,1.0017319895683767,0.5891273269392143,0.2916666666666667,0.07785677181373529,0.3095238095238095,0.2916666666666667,2.1572628209517846,0.6514875125646274
3,-0.21261962131847945,0.17131610830805988,2,0.25,35,1,1.0689557531858398,0.796467067607661,0.5833333333333334,0.1233241421047424,0.6428571428571429,0.5833333333333334,2.341276633846909,0.4031205664286808
3,-0.10397376129030445,0.2245419788200651,2,0.25,36,1,0.5883324694514466,0.3412930568304586,0.7083333333333334,0.183477511306269,0.7857142857142857,0.7083333333333334,2.206916895929121,0.9529895218425501
17,0.06331518773065925,0.16570851205261694,2,0.25,37,1,1.0557546527482116,1.0538556865205364,0.5833333333333334,0.0931799073245636,0.5476190476190477,0.5833333333333334,2.430534389766107,0.002206635665448778
2,0.012089502641098093,0.23625728963967418,2,0.25,38,1,1.4352855968153322,1.296792258970426,0.8333333333333334,0.21757664072312632,0.8095238095238094,0.8333333333333334,2.1777343849780353,0.16581548060316129
-1,,,2,0.25,39,1,0.6294677959979393,0.08944511671218083,0.2916666666666667,-0.00912018874246412,0.3095238095238095,0.2916666666666667,2.01254284937269,1.3337961477801719
-1,,,2,0.1,0,0,-0.4705409757226904,0.054419468410971644,0.375,-0.021252718795155667,0.35714285714285715,0.375,2.0091374327813716,1.3085641192727926
-1,,,2,0.1,1,1,0.6431081268690573,0.19049322026398388,0.75,0.09674334026061437,0.8095238095238095,0.75,2.032212869035373,1.224871659971542
-1,,,2,0.1,2,0,-0.13369420828341672,0.16031585016536223,0.25,-0.021249569305804794,0.2857142857142857,0.25,1.9766399735071403,1.2341461923754076
-1,,,2,0.1,3,1,0.20236388786247383,0.01290256337630758,0.2916666666666667,0.027830480942103497,0.2857142857142857,0.2916666666666667,1.994286730428,1.3629503602168067
4,-0.09779435083999122,-0.061940182415315403,2,0.1,4,0,-0.13329694709202267,0.1923400297082395,0.25,-0.06791587715276148,0.2857142857142857,0.25,2.040654493681435,1.2595464005923858
13,0.08265647019472344,-0.0671232123598795,2,0.1,5,1,1.5090565583014515,1.3981470655086063,0.4583333333333333,0.014007449023863527,0.47619047619047616,0.4583333333333333,1.887747982000863,0.12920032050750235
20,0.06083361994729786,0.30295121776320344,2,0.1,6,1,1.577154413496928,1.2312195632661829,0.6666666666666666,0.1011865529166156,0.6666666666666667,0.6666666666666666,2.1512405559238066,0.41236405160792494
-1,,,2,0.1,7,0,0.5438672484714404,0.2110181210984159,0.7083333333333334,0.08796767212628653,0.761904761904762,0.7083333333333334,2.018390186605835,1.2222873705104216
-1,,,2,0.1,8,1,0.19519780613512272,0.09777577626552951,0.5416666666666666,0.035953652729288965,0.619047619047619,0.5416666666666666,2.0333823556670145,1.3014376248917157
6,0.030936353369839464,-0.11661755856856271,2,0.1,9,0,0.18752753341419126,0.5859938478926671,0.20833333333333334,-0.07972908058396211,0.21428571428571427,0.20833333333333334,1.8876935699796409,0.7003392293771465
1,,,2,0.1,10,1,0.47969757415031444,0.09655123586297747,0.5833333333333334,0.04780073594630685,0.5238095238095238,0.5833333333333334,1.9825045838177298,1.1588831718081902
11,0.0733494346153396,0.1383359249095839,2,0.1,11,1,1.6816095632331414,1.6784941612911133,0.5416666666666666,0.10855045019138876,0.5476190476190477,0.5416666666666666,2.383558304545568,0.003308263980350737
19,0.04611472642805925,0.30616876763322076,2,0.1,12,1,1.600646955186729,1.375637036159978,0.125,0.1002926516791347,0.14285714285714285,0.125,2.2254063735200615,0.26141293267638266
1,,,2,0.1,13,1,0.2559345937544004,0.038843163440998085,0.6666666666666666,0.014604942397208553,0.6428571428571429,0.6666666666666666,2.003918348180643,1.3815172152719166
1,,,2,0.1,14,0,-0.5630054475260482,0.07960338091800542,0.7083333333333334,0.20996818334694223,0.7380952380952381,0.7083333333333334,2.018312604295386,1.3319083954327664
-1,,,2,0.1,15,1,0.6092965318892546,0.14672354214056169,0.20833333333333334,0.008217331312603049,0.21428571428571427,0.20833333333333334,2.0208027495100143,1.170674610395431
-1,,,2,0.1,16,0,-0.3898356036572803,0.045126609697858366,0.625,0.07574768966321344,0.6428571428571429,0.625,2.00538542458591,1.3226696751886449
10,-0.0683787731990797,-0.057111520916823144,2,0.1,17,1,1.343496565042631,1.1438841489103877,0.125,-0.06180620936776382,0.14285714285714285,0.125,2.3576973568909425,0.24797618652340936
-1,,,2,0.1,18,0,-0.47050710279070085,0.12624652556638627,0.20833333333333334,0.03193581632654818,0.23809523809523808,0.20833333333333334,1.9848532635136305,1.297939253118403
-1,,,2,0.1,19,0,-0.23828089450750567,0.1181992130696265,0.3333333333333333,0.023923932998120456,0.35714285714285715,0.3333333333333333,1.9738599219619661,1.3277092893886544
6,0.00032550357153482423,-0.05377820893674867,2,0.1,20,0,-0.1685270302651387,0.17067234596409425,0.125,-0.04025228080967791,0.14285714285714285,0.125,2.008073854155476,1.2324202122770904
9,-0.06281739587685631,-0.025400904937981084,2,0.1,21,0,0.1698293423454198,0.08075624885898655,0.20833333333333334,-0.03943208904005946,0.21428571428571427,0.20833333333333334,2.011584634725544,1.280883979801219
11,0.046780522303981886,-0.00982974911133061,2,0.1,22,0,0.4791287042598906,0.08561244932397977,0.20833333333333334,0.016116625287354358,0.19047619047619047,0.20833333333333334,2.002841740176098,1.2751025317587512
-1,,,2,0.1,23,0,0.5025284079774626,0.09087679675132948,0.6666666666666666,0.06349222288917744,0.619047619047619,0.6666666666666666,2.011593069999952,1.2647547679235567
-1,,,2,0.1,24,0,0.3606694941916575,0.03726815095535664,0.4166666666666667,0.020551405735046435,0.4047619047619047,0.4166666666666667,1.9980584201882792,1.352301317667144
3,-0.04448746534881698,-0.1389641640195456,2,0.1,25,0,0.3010399593283497,0.03219233143851621,0.0,-0.1271545766857045,0.0,0.0,2.0112062538665234,1.302322060437296
-1,,,2,0.1,26,1,0.46925175736181884,0.12280343324785908,0.16666666666666666,0.018091576418773236,0.19047619047619047,0.16666666666666666,2.012818969143175,1.0421406880043635
4,-0.12649599749223417,0.017868598377679845,2,0.1,27,1,0.46005774715431014,0.10009362056037942,0.16666666666666666,-0.00619216760063912,0.19047619047619047,0.16666666666666666,1.9857065443633515,1.3051565136489527
-1,,,2,0.1,28,1,0.579394531884596,0.15440163664766898,0.625,0.017149247727868966,0.6428571428571429,0.625,2.0502871020169855,1.138625741125757
1,,,2,0.1,29,1,0.2401191576736974,0.024195580782302967,0.3333333333333333,-0.06225698539942237,0.3095238095238095,0.3333333333333333,2.011741266912956,1.3233513614303976
-1,,,2,0.1,30,1,0.5427792826857956,0.10029242934392302,0.5833333333333334,0.06824759160569815,0.5952380952380955,0.5833333333333334,1.9895905377972982,1.3039637514185167
-1,,,2,0.1,31,1,0.6409045711316262,0.09734651873488524,0.2916666666666667,0.021059198748450303,0.2380952380952381,0.2916666666666667,1.9899587075065128,1.3421391824499207
1,,,2,0.1,32,0,-0.2519850986081744,0.04080720040969172,0.2916666666666667,-0.007588925243502409,0.2619047619047619,0.2916666666666667,1.9897746552339108,1.30466878398254
7,-0.07529434346267672,0.04532669777409892,2,0.1,33,1,1.3114269992001777,0.9860112009858182,0.2916666666666667,0.01014556074670625,0.2857142857142857,0.2916666666666667,2.1115059368962945,0.4254942634955853
3,0.04183268053497757,-0.07065246547920556,2,0.1,34,1,1.069588882836877,0.7376816995822237,0.125,-0.056591822227432864,0.14285714285714285,0.125,2.127045791805086,0.4900027107244379
-1,,,2,0.1,35,0,-0.1432785007347206,0.08689102134936197,0.5416666666666666,0.06716807644208123,0.5476190476190476,0.5416666666666666,2.0086052480059107,1.286738311284709
-1,,,2,0.1,36,1,0.12032886872820225,0.013013905797733143,0.2916666666666667,0.018739865626188124,0.3333333333333333,0.2916666666666667,2.0016734489278796,1.3574472113870852
4,-0.022378530569670207,-0.1601227457845762,2,0.1,37,0,0.22751342447037448,0.1112188696843798,0.0,-0.1371653765820917,0.0,0.0,2.02880024082796,1.3134210147694827
22,,,2,0.1,38,1,1.4207907502537735,1.030414101166408,0.4166666666666667,0.013897066995119278,0.42857142857142866,0.4166666666666667,1.7866411090536947,0.48224379689030306
19,0.06541068784158544,-0.44633954095883754,2,0.1,39,1,1.2755410991006484,1.2687413467328477,0.16666666666666666,-0.04120394315850273,0.14285714285714285,0.16666666666666666,2.4800586190617566,0.007803712864925952
8,-0.00852733608254752,-0.4112128910076607,3,1.0,0,1,1.2835254780014975,1.283525477698115,0.16666666666666666,-0.27698437269928977,0.16666666666666669,0.16666666666666666,2.4923958706270266,3.1252787891088636e-10
1,,,3,1.0,1,1,1.5483790119147662,1.5483790119100607,0.125,0.0049357860298133716,0.14285714285714285,0.125,2.166369563317052,1.4412535218768118e-15
1,,,3,1.0,2,1,1.5240114773160178,1.5240114773099294,0.5416666666666666,0.2684196205186926,0.5238095238095238,0.5416666666666666,2.3375269185656498,1.5356996734042584e-12
3,0.06111500162107841,0.05945212453198301,3,1.0,3,1,1.376169595742011,1.376169594968978,0.20833333333333334,0.05965998416812002,0.21428571428571433,0.20833333333333334,2.16772807485908,8.004300908285358e-10
2,0.14929102256455895,0.15339554598763594,3,1.0,4,1,1.4224225046506107,1.4224225043377807,0.625,0.15305350236904625,0.6666666666666666,0.625,2.7344654719378596,3.197602800755933e-10
1,,,3,1.0,5,1,1.1034069155465256,1.1034069155004753,0.4583333333333333,0.14744531788833815,0.4761904761904762,0.4583333333333333,2.367051553531732,4.519892782327615e-11
1,,,3,1.0,6,1,1.4286481323535527,1.42864813234934,0.375,0.03368394202382663,0.35714285714285715,0.375,2.1098670858096007,4.065308663923832e-14
3,0.21436067493932898,0.24854955486741814,3,1.0,7,1,1.228535689630843,1.2285356896274002,0.4583333333333333,0.24427594487640714,0.47619047619047616,0.4583333333333333,1.9511000849891116,2.7523525277129507e-14
2,0.10133384322732275,0.18249842893920776,3,1.0,8,1,1.6114001613346693,1.6114001613292857,0.08333333333333333,0.17573471346321745,0.047619047619047616,0.08333333333333333,1.9587054319275903,3.8137716234111343e-13
2,0.26747484439573643,0.21075502857550532,3,1.0,9,1,1.0594862578903297,1.0594862578874258,0.7083333333333334,0.21548167989385814,0.7619047619047618,0.7083333333333334,2.215061767326559,1.995569054806609e-14
2,-0.09714212345622997,0.5702557014843898,3,1.0,10,1,1.3316811837343172,1.3316811837304856,0.7916666666666666,0.5146392160726714,0.8333333333333333,0.7916666666666666,2.71647081131045,4.626727367163655e-14
2,0.0160780033790473,0.1357154680079189,3,1.0,11,1,1.3207642397854826,1.320764239781727,0.25,0.1257456792888465,0.23809523809523808,0.25,1.5850832395751673,9.836823823142806e-15
1,,,3,1.0,12,1,1.5713964802156963,1.571396480210771,0.5833333333333334,0.287976854101633,0.5238095238095238,0.5833333333333334,1.9108866179966768,1.1423412927568216e-13
2,0.14584632279797938,-0.2800044305027358,3,1.0,13,1,1.5837181587399656,1.5837181587350904,0.25,-0.24451686772767633,0.2619047619047619,0.25,1.9581730275514226,2.23356707544866e-15
1,,,3,1.0,14,1,1.6049649981273015,1.6049649981223044,0.16666666666666666,0.03115839540495946,0.19047619047619047,0.16666666666666666,2.4931494876034646,1.9800499678960666e-14
2,0.0001898541617684213,0.1340488022456341,3,1.0,15,1,1.4855701759823943,1.485570175977971,0.125,0.12289388990531203,0.07142857142857142,0.125,2.4993132325159495,6.140223196622578e-15
2,0.3103912357683758,0.26758492131638856,3,1.0,16,1,1.382412439464361,1.3824124394603712,0.4583333333333333,0.2711521141873874,0.40476190476190477,0.4583333333333333,2.5704984012817937,5.834375373397078e-15
1,,,3,1.0,17,1,1.0802568469415632,1.0802568469386047,0.5416666666666666,0.1192411280991974,0.5476190476190476,0.5416666666666666,2.338836490731386,1.3549400235055105e-14
1,,,3,1.0,18,1,1.23855552818305,1.2385555281795988,0.16666666666666666,-0.5840924249486878,0.19047619047619047,0.16666666666666666,2.432631196401565,7.454790414323091e-16
1,,,3,1.0,19,1,0.9276238356652857,0.9276238356624229,0.5833333333333334,0.16983095517299196,0.6428571428571429,0.5833333333333334,2.3788496445008667,3.5150141985075053e-13
5,0.15022011765577115,0.04211116835340767,3,1.0,20,1,1.3341706309738706,1.3341706309682542,0.4583333333333333,0.06463386612473343,0.4761904761904762,0.4583333333333333,2.4908721600198462,1.88251264938418e-12
1,,,3,1.0,21,1,1.508835273006605,1.5088352730020826,0.5,0.12002425360629365,0.4761904761904762,0.5,2.2030185782300067,1.0025714705492675e-15
6,0.05528379123915306,-0.32292654273331944,3,1.0,22,1,1.6232620746885478,1.6232620639730166,0.041666666666666664,-0.22837395924020143,0.047619047619047616,0.041666666666666664,2.2216591501401632,1.1016951793217145e-08
2,0.09812927412626316,0.07444981994665612,3,1.0,23,1,1.3055725410050418,1.3055725410013497,0.2916666666666667,0.07642310779495665,0.26190476190476186,0.2916666666666667,2.061322149204874,2.4282999497163478e-15
5,-0.022777138556344,-0.09569320776561296,3,1.0,24,1,1.1793423320152732,1.1793423320120149,0.041666666666666664,-0.08050236001368205,0.023809523809523808,0.041666666666666664,2.2447334164696886,6.796548142324626e-15
1,,,3,1.0,25,1,0.8805538878598808,0.8805538878574684,0.625,0.07569248281777874,0.6666666666666667,0.625,2.2773197916095116,2.4710364394562956e-16
1,,,3,1.0,26,1,1.2199616101970678,1.2199616101921487,0.3333333333333333,0.10637882670688947,0.38095238095238093,0.3333333333333333,1.9532299408794862,1.5922338304510055e-12
1,,,3,1.0,27,1,1.206282090105656,1.2062820899972286,0.3333333333333333,0.05154106710678308,0.380952380952381,0.3333333333333333,2.311981920932607,1.0992302085486524e-10
1,,,3,1.0,28,1,1.2679888266772825,1.2679886076713538,0.2916666666666667,0.02129212576422157,0.2857142857142857,0.2916666666666667,1.9302739725013418,2.3203926028484248e-07
1,,,3,1.0,29,1,1.320810530954175,1.3208105272297397,0.16666666666666666,0.3478565043164019,0.16666666666666666,0.16666666666666666,2.4963006196572377,3.88827679975206e-09
2,0.05179563329131409,0.4680510326226871,3,1.0,30,1,1.6673436236759356,1.6673436236706374,0.5833333333333334,0.43336308267840606,0.619047619047619,0.5833333333333334,2.5518823616235062,3.581050990192256e-17
2,0.04628257230824939,0.3281214356435387,3,1.0,31,1,1.5501501184413435,1.5501501184359383,0.5416666666666666,0.3046348636989311,0.5952380952380951,0.5416666666666666,2.6008929164762233,7.098037047802538e-13
5,0.17916153320421802,0.8049137673908329,3,1.0,32,1,1.31312691823616,1.313126918232038,1.0,0.6745487186019548,1.0,1.0,2.7907673522295084,4.1752786348493317e-13
2,0.30215796005730033,0.5101029076889793,3,1.0,33,1,1.388551102585791,1.3885511025795527,0.875,0.49277416205300606,0.9047619047619048,0.875,2.5269090528001876,2.3001056983708144e-12
1,,,3,1.0,34,1,1.0520550954001195,1.0520550953968701,0.8333333333333334,0.6173118882510849,0.8571428571428571,0.8333333333333334,2.654783335454222,4.030603606648461e-13
3,0.1961934613117653,0.32865575015119064,3,1.0,35,1,1.227883472458831,1.227883472455407,0.8333333333333334,0.3120979640462629,0.8333333333333333,0.8333333333333334,2.499362570079113,1.057216432308267e-14
2,0.0908742539362577,-0.019711136924040584,3,1.0,36,1,1.6277235969676238,1.6277235969625308,0.25,-0.01049568768568232,0.2619047619047619,0.25,2.339262745602064,4.513781286051927e-16
1,,,3,1.0,37,1,1.0606534278054855,1.0606534278023898,0.625,0.15092044120672554,0.6428571428571429,0.625,2.3964085869255074,2.1662225017560463e-13
3,-0.05241554435111273,0.3526515522395164,3,1.0,38,1,1.1984003603982267,1.198400360394187,0.75,0.3020181651656877,0.8095238095238095,0.75,2.4942970072473507,7.53446802438989e-13
1,,,3,1.0,39,1,1.4660335143173648,1.466033514312902,0.375,0.12766713100301752,0.40476190476190477,0.375,1.4049345847502157,1.3397824637141535e-13
-1,,,3,0.25,0,1,0.45227743327797365,0.16327878066187804,0.20833333333333334,0.040850677283138515,0.16666666666666666,0.20833333333333334,2.0054449420371343,1.0466566987589594
16,0.02075949259229848,0.3867417002354856,3,0.25,1,0,-2.0963893194065317,1.233809157195156,0.4583333333333333,0.14275356180669418,0.49999999999999994,0.4583333333333333,2.118681550670452,0.37806772154498935
11,-0.007683368324620687,-0.010690995512838919,3,0.25,2,1,1.6091720573119381,1.5386835853538596,0.125,-0.009312499718238998,0.09523809523809523,0.125,2.3698610118077696,0.07754211424006653
3,0.11843438625684843,0.241594894656592,3,0.25,3,0,-1.4615694290468506,0.5711832019584104,0.75,0.226199831106624,0.8095238095238095,0.75,2.1700932624866596,0.9248787423758728
14,-0.006911628043715368,0.09345365031075903,3,0.25,4,1,1.472303702303855,1.453417104611464,0.25,0.03490723793731565,0.2380952380952381,0.25,1.9118885543813886,0.02142514617007704
-1,,,3,0.25,5,1,0.5584029309548122,0.1014397494857141,0.5416666666666666,0.05938083114267556,0.5476190476190477,0.5416666666666666,1.9867097028860428,1.2800273535920175
22,,,3,0.25,6,1,1.412447277268601,1.3317044563015317,0.08333333333333333,-0.058413045652637496,0.09523809523809523,0.08333333333333333,2.2049447830062534,0.0943179712047151
9,-0.02564983458117842,0.14789534801950976,3,0.25,7,1,1.5810051789635235,1.56380940972703,0.4583333333333333,0.08281590454425158,0.49999999999999994,0.4583333333333333,2.1393580700055455,0.018889795989125407
-1,,,3,0.25,8,0,0.2864909308907604,0.04469733178851831,0.375,0.0012770029808089056,0.33333333333333337,0.375,1.9991417289084907,1.3265392268914016
12,-0.01759127950015804,0.20940174247712529,3,0.25,9,1,1.1570172224620512,1.1471803341810247,0.4166666666666667,0.0959052314884834,0.38095238095238093,0.4166666666666667,1.9863751187335303,0.011584407766502191
-1,,,3,0.25,10,1,0.5226751488883915,0.14195359967235394,0.4583333333333333,0.051634940402425,0.4285714285714285,0.4583333333333333,2.0410393297085774,1.048277477368326
19,0.07435327758985166,0.39785752773825067,3,0.25,11,1,1.5947366411828265,1.5918470386218975,0.25,0.14174999637076802,0.21428571428571425,0.25,2.461210499830071,0.003130155478595706
