true_mu,accuracy,goal_entropy,recovered_mu,movement,movement_sd,error_reduction,error_reduction_sd,n
1,0.93125,0.873266680590431,2.0056851642537077,0.49032053336270554,0.25985822632707406,0.9233041895853644,0.3457595392821466,320
2,0.884375,0.853294603849851,2.0425770744785776,0.5103643939954773,0.2810707881320996,0.8855318827548434,0.40242490960378163,320
3,0.884375,0.8455140427364156,2.042206707787367,0.5235321477787719,0.28311641189993514,0.8849286296508632,0.44386471725304644,320
