reader_depth,maker_depth,observer,raw_reading,capped_reading,ceiling,gap,process_recovery,goal_correct
3,3,14,1.9082773662065535,1.9082773662065535,1.0,0,0.11749230838791958,1
3,3,15,2.359939508180659,2.359939508180659,1.0,0,0.02653103114804667,1
3,3,16,2.534245385310506,2.534245385310506,1.0,0,0.5221058364749992,1
3,3,17,2.1567078958293084,2.1567078958293084,1.0,0,0.16590015250449142,1
3,3,18,2.494946343034103,2.494946343034103,1.0,0,0.2511221439666691,1
3,3,19,2.44238962255605,2.44238962255605,1.0,0,0.054787276253797756,1
3,3,20,2.4976293240487584,2.4976293240487584,1.0,0,0.04221775083505874,1
3,3,21,2.0257657767831287,2.0257657767831287,1.0,0,-0.026297255161413347,1
3,3,22,2.4994232792615745,2.4994232792615745,1.0,0,-0.0487402499310563,1
3,3,23,1.9337254065093168,1.9337254065093168,1.0,0,0.22013300730082364,1
