leak,detection,strategy,maker,quality,was_lying,times_caught,payoff
0.1,0.5,defect,5,1,True,7,-0.30211992895891976
0.1,0.5,defect,6,3,False,0,1.434633557846147
0.1,0.5,defect,7,1,True,8,-1.0777701543724294
0.1,0.5,defect,8,3,False,0,1.3285054844417423
0.1,0.5,defect,9,1,True,9,-1.300321929055625
0.1,0.5,defect,10,3,False,0,1.4105142880083517
0.1,0.5,defect,11,1,True,7,-0.4866565322743015
0.1,0.5,defect,12,3,False,0,1.4888662067555407
0.1,0.5,defect,13,1,True,8,-0.9799826490897726
0.1,0.5,defect,14,3,False,0,1.3691375086263229
0.1,0.5,defect,15,1,True,6,-0.3063230498577257
0.1,0.5,defect,16,3,False,0,1.421416364960321
0.1,0.5,defect,17,1,True,5,-0.5087429098364117
0.1,0.5,defect,18,3,False,0,1.3718140505205196
0.1,0.5,defect,19,1,True,8,-0.9181888940477743
0.1,0.5,defect,20,3,False,0,1.4722674825459048
0.1,0.5,defect,21,1,True,6,-0.8911631033654303
0.1,0.5,defect,22,3,False,0,1.44602722002128
0.1,0.5,defect,23,1,True,7,-0.8249866245176308
0.1,0.75,honest,0,3,False,0,1.3507409255345866
0.1,0.75,honest,1,1,False,0,0.02469402704450663
0.1,0.75,honest,2,3,False,0,1.3679227883191356
0.1,0.75,honest,3,1,False,0,0.017466345136990618
0.1,0.75,honest,4,3,False,0,1.4013325020796692
0.1,0.75,honest,5,1,False,0,0.03046090448551593
0.1,0.75,honest,6,3,False,0,1.434633557846147
0.1,0.75,honest,7,1,False,0,0.01582537381075077
0.1,0.75,honest,8,3,False,0,1.3285054844417423
0.1,0.75,honest,9,1,False,0,0.004255508341270922
0.1,0.75,honest,10,3,False,0,1.4105142880083517
0.1,0.75,honest,11,1,False,0,0.027664624265826675
0.1,0.75,honest,12,3,False,0,1.4888662067555407
