n_train,arm,observer,detector_fired,detector_score,engaged_fraction,engaged_without_detector,goal_correct
128,human_fast,5,0,-0.11587147105815172,0.0,0.0,1
128,human_fast,6,1,0.3833018610185534,0.0,0.0,1
128,human_fast,7,0,-0.20539537980793887,0.0,0.0,1
128,human_fast,8,0,-0.4038400033204397,0.3333333333333333,0.3333333333333333,1
128,human_fast,9,0,-0.22165876786441632,0.08333333333333333,0.08333333333333333,1
128,human_fast,10,0,-0.03707521170340818,0.16666666666666666,0.16666666666666666,1
128,human_fast,11,1,0.08812883661608639,0.012499999999999999,0.08333333333333333,1
128,human_fast,12,1,0.23854001213733467,0.0,0.0,1
128,human_fast,13,0,-0.693006859222014,0.0,0.0,1
128,human_fast,14,0,-0.06689023182071703,0.0,0.0,1
128,human_fast,15,1,0.37369504817338955,0.0,0.0,0
128,human_fast,16,0,-0.10201040370665908,0.16666666666666666,0.16666666666666666,1
128,human_fast,17,0,-0.20539537980793887,0.0,0.0,1
128,human_fast,18,0,-0.3776256275474019,0.25,0.25,1
128,human_fast,19,0,-0.34055041584399365,0.3333333333333333,0.3333333333333333,0
128,human_fast,20,1,0.02458871674653625,0.0,0.0,1
128,human_fast,21,1,0.7769186566535806,0.0,0.0,0
128,human_fast,22,0,-0.21730140734196532,0.0,0.0,1
128,human_fast,23,1,0.727319035068477,0.0,0.0,1
128,human_fast,24,0,-0.693006859222014,0.0,0.0,1
128,human_fast,25,0,-0.25677893975035837,0.0,0.0,0
128,human_fast,26,0,-0.4546628678685309,0.0,0.0,1
128,human_fast,27,0,-0.6811008316879875,0.0,0.0,0
128,human_fast,28,1,0.0520014161588603,0.0,0.0,0
128,human_fast,29,0,-0.27807525960661694,0.0,0.0,1
128,human_fast,30,1,0.8326595771184512,0.049999999999999996,0.3333333333333333,1
128,human_fast,31,0,-0.12553398334923585,0.16666666666666666,0.16666666666666666,1
128,human_fast,32,1,0.09773564946125024,0.012499999999999999,0.08333333333333333,0
128,human_fast,33,0,-0.27304232780683585,0.08333333333333333,0.08333333333333333,0
128,human_fast,34,0,-0.5346376788340436,0.0,0.0,0
128,human_fast,35,1,0.05635877668131132,0.012499999999999999,0.08333333333333333,0
128,human_fast,36,0,-0.522731651300017,0.3333333333333333,0.3333333333333333,0
128,human_fast,37,0,-0.23716543974271395,0.0,0.0,1
128,human_fast,38,0,-0.07879625935474355,0.16666666666666666,0.16666666666666666,1
128,human_fast,39,1,0.37369504817338955,0.0,0.0,1
512,machine,0,1,0.3926798074331437,0.0,0.0,0
512,machine,1,0,-0.3279547189022935,0.0,0.0,0
512,machine,2,0,-0.3093437609132293,0.0,0.0,0
512,machine,3,0,-0.3236144073701199,0.0,0.0,1
512,machine,4,1,1.6766145225781741,0.0,0.0,1
512,machine,5,1,0.7747980494441231,0.012499999999999999,0.08333333333333333,0
512,machine,6,1,1.2950796405071092,0.0,0.0,0
512,machine,7,0,-0.0557949059428946,0.0,0.0,0
512,machine,8,1,1.2938893088822032,0.0,0.0,0
512,machine,9,1,0.5106690584030721,0.0,0.0,0
512,machine,10,0,-0.22182052418639264,0.0,0.0,0
512,machine,11,1,0.9669353400135116,0.0,0.0,0
512,machine,12,1,0.5834354425961377,0.0,0.0,0
512,machine,13,0,-0.7250775354405038,0.0,0.0,0
512,machine,14,1,0.6050139579500916,0.0,0.0,0
512,machine,15,0,-0.265582142549811,0.0,0.0,1
512,machine,16,0,-0.20412511941516698,0.0,0.0,0
512,machine,17,0,-0.28271245783964066,0.0,0.0,0
512,machine,18,0,-0.09593892055221491,0.0,0.0,1
512,machine,19,0,-0.1573959436868589,0.0,0.0,1
512,machine,20,1,0.7310364310807048,0.0,0.0,0
512,machine,21,1,2.2914234357305574,0.0,0.0,0
512,machine,22,1,0.8601843251160962,0.0,0.0,0
512,machine,23,1,0.566305127306308,0.0,0.0,1
512,machine,24,1,0.6130277858249863,0.0,0.0,0
512,machine,25,1,0.7711804456900251,0.0,0.0,0
512,machine,26,1,0.5106690584030721,0.0,0.0,1
512,machine,27,0,-0.30591900259889426,0.0,0.0,0
512,machine,28,1,0.7576677341542934,0.0,0.0,0
512,machine,29,1,0.5922239541924355,0.0,0.0,0
512,machine,30,1,1.4586206126565997,0.0,0.0,0
512,machine,31,1,0.8401381831614954,0.024999999999999998,0.16666666666666666,1
512,machine,32,1,1.321710943580698,0.0,0.0,0
512,machine,33,1,1.6937448378680038,0.0,0.0,0
512,machine,34,0,-0.1968172505181037,0.0,0.0,0
512,machine,35,1,0.8763990871880875,0.012499999999999999,0.08333333333333333,0
512,machine,36,1,0.4654267973404192,0.0,0.0,0
512,machine,37,1,0.8362550725787671,0.0,0.0,0
512,machine,38,0,-0.24057886888152202,0.0,0.0,0
512,machine,39,0,-0.038664590653064934,0.0,0.0,0
512,human_careful,0,0,-0.3184537311185345,0.25,0.25,1
512,human_careful,1,0,-0.13133600206108698,0.0,0.0,1
512,human_careful,2,0,-0.08269171584511348,0.5,0.5,1
512,human_careful,3,0,-0.43671765161226883,0.0,0.0,1
512,human_careful,4,0,-0.13133600206108698,0.0,0.0,1
512,human_careful,5,0,-0.2670627852490455,0.0,0.0,1
512,human_careful,6,1,0.48135149358129103,0.024999999999999998,0.16666666666666666,1
512,human_careful,7,0,-0.18791035734317582,0.0,0.0,1
512,human_careful,8,0,-0.1151212399890958,0.5,0.5,1
512,human_careful,9,1,0.11332868530700324,0.075,0.5,1
512,human_careful,10,1,0.11332868530700324,0.0375,0.25,1
512,human_careful,11,0,-0.08269171584511348,0.08333333333333333,0.08333333333333333,1
512,human_careful,12,0,-0.44277907219053914,0.5,0.5,1
512,human_careful,13,0,-0.43671765161226883,0.0,0.0,1
512,human_careful,14,0,-0.4604744769617648,0.0,0.0,1
512,human_careful,15,1,0.03774032798284743,0.0,0.0,1
512,human_careful,16,1,0.03774032798284743,0.0,0.0,1
512,human_careful,17,0,-0.013468471545012997,0.0,0.0,1
512,human_careful,18,0,-0.29312899884123816,0.0,0.0,1
512,human_careful,19,0,-0.14026562839702925,0.0,0.0,1
512,human_careful,20,0,-0.08269171584511348,0.0,0.0,1
512,human_careful,21,1,0.5500903652343169,0.0,0.0,1
512,human_careful,22,0,-0.14026562839702925,0.0,0.0,1
512,human_careful,23,1,0.7310364310807048,0.024999999999999998,0.16666666666666666,1
512,human_careful,24,0,-0.07497722537977551,0.0,0.0,1
512,human_careful,25,0,-0.013468471545012997,0.16666666666666666,0.16666666666666666,1
512,human_careful,26,0,-0.7487817915570565,0.0,0.0,1
512,human_careful,27,0,-0.018618448698464036,0.0,0.0,1
512,human_careful,28,0,-0.07497722537977551,0.08333333333333333,0.08333333333333333,1
512,human_careful,29,0,-0.3204140399121404,0.5,0.5,1
512,human_careful,30,1,0.6487755763135099,0.049999999999999996,0.3333333333333333,1
512,human_careful,31,0,-0.13133600206108698,0.08333333333333333,0.08333333333333333,1
512,human_careful,32,1,0.24533420306985412,0.024999999999999998,0.16666666666666666,1
512,human_careful,33,0,-0.35787503794977926,0.08333333333333333,0.08333333333333333,1
512,human_careful,34,0,-0.39729634478102405,0.0,0.0,1
512,human_careful,35,0,-0.14026562839702925,0.5,0.5,1
512,human_careful,36,0,-0.14026562839702925,0.08333333333333333,0.08333333333333333,1
512,human_careful,37,0,-0.18791035734317582,0.3333333333333333,0.3333333333333333,1
512,human_careful,38,0,-0.39729634478102405,0.0,0.0,1
512,human_careful,39,0,-0.08269171584511348,0.5,0.5,1
512,human_fast,0,0,-0.17452625897668858,0.08333333333333333,0.08333333333333333,1
512,human_fast,1,1,0.006577670409587899,0.012499999999999999,0.08333333333333333,1
512,human_fast,2,0,-0.08269171584511348,0.0,0.0,0
512,human_fast,3,0,-0.3236144073701199,0.0,0.0,1
512,human_fast,4,0,-0.17452625897668858,0.0,0.0,1
512,human_fast,5,0,-0.2169151231728231,0.0,0.0,1
512,human_fast,6,1,0.36334284832557256,0.0,0.0,1
512,human_fast,7,0,-0.08242620901648327,0.0,0.0,1
512,human_fast,8,0,-0.3407447226599496,0.3333333333333333,0.3333333333333333,1
512,human_fast,9,0,-0.1573959436868589,0.08333333333333333,0.08333333333333333,1
512,human_fast,10,1,0.03177378951763984,0.024999999999999998,0.16666666666666666,1
512,human_fast,11,0,-0.12041233188219132,0.08333333333333333,0.08333333333333333,1
512,human_fast,12,0,-0.2974164160831565,0.0,0.0,1
512,human_fast,13,0,-0.3673760257335383,0.0,0.0,1
512,human_fast,14,0,-0.3990174538271208,0.0,0.0,1
512,human_fast,15,0,-0.002403686626472871,0.0,0.0,0
512,human_fast,16,0,-0.1477663427338555,0.16666666666666666,0.16666666666666666,1
512,human_fast,17,0,-0.08242620901648327,0.0,0.0,1
512,human_fast,18,0,-0.13878498569779474,0.25,0.25,1
512,human_fast,19,0,-0.14026562839702925,0.3333333333333333,0.3333333333333333,0
512,human_fast,20,0,-0.20070036110083192,0.0,0.0,1
512,human_fast,21,1,0.4877177888818343,0.0,0.0,0
512,human_fast,22,0,-0.22201336962615562,0.0,0.0,1
512,human_fast,23,1,0.9015952062961393,0.0,0.0,1
512,human_fast,24,0,-0.3673760257335383,0.0,0.0,1
512,human_fast,25,0,-0.22635368115832918,0.0,0.0,0
512,human_fast,26,0,-0.686409215204574,0.0,0.0,1
512,human_fast,27,0,-0.2277888651238659,0.0,0.0,0
512,human_fast,28,0,-0.09593892055221491,0.0,0.0,0
512,human_fast,29,0,-0.4384226851678588,0.0,0.0,1
512,human_fast,30,1,0.5670278350843835,0.049999999999999996,0.3333333333333333,1
512,human_fast,31,0,-0.19370857841356948,0.16666666666666666,0.16666666666666666,1
512,human_fast,32,1,0.24533420306985412,0.012499999999999999,0.08333333333333333,0
512,human_fast,33,0,-0.3013234158287048,0.08333333333333333,0.08333333333333333,0
512,human_fast,34,0,-0.3801660294911944,0.0,0.0,0
512,human_fast,35,0,-0.16055634649151163,0.08333333333333333,0.08333333333333333,0
512,human_fast,36,0,-0.3236144073701199,0.3333333333333333,0.3333333333333333,0
512,human_fast,37,0,-0.12257022362580357,0.0,0.0,1
512,human_fast,38,0,-0.13536022738345968,0.16666666666666666,0.16666666666666666,1
512,human_fast,39,0,-0.002403686626472871,0.0,0.0,1
