true_beta,n,mass_on_beta_zero,mass_on_beta_one,modal_beta_is_zero,modal_beta_is_one,recovered_beta,recovered_beta_sd,beta_posterior_entropy,accuracy,psi_analogue,psi_analogue_sd,final_entropy,final_entropy_sd,engaged_fraction,between_observer
0.0,4000,0.3602723974333852,0.03981282143181011,0.68175,0.00075,0.28466216108821074,0.10361429215023767,1.319182474566003,0.234,0.48787568426498096,0.5964100361040798,1.1618793026302672,0.25789608600247654,0.0,1.3783954716509554
0.25,4000,0.30324903090960875,0.05469791117539802,0.51825,0.00825,0.3364545253797623,0.14341645838768133,1.3423962069819375,0.6455,0.8248456757703816,0.8778402957647538,1.0189141123664822,0.37082427730925643,0.0,1.03169042318052
0.5,4000,0.16492210963455572,0.13426096156369438,0.1955,0.07425,0.4967744408638047,0.19664341811137215,1.3333213853510988,0.9145,1.7535128423910091,1.1135276249468882,0.6258055822020961,0.46557624322082974,0.0,0.37601187481431253
0.75,4000,0.0481575622439542,0.32981442062168614,0.0285,0.33175,0.705037178009863,0.17904335579927178,1.145266553097882,0.9935,2.7219596866396083,0.8393356333954722,0.2193301083485838,0.3246596502549423,0.0,0.03786214009270841
1.0,4000,0.002390062616385886,0.6949277168860216,0.00025,0.89775,0.9033105509572167,0.08086802505432873,0.7007427949901242,1.0,3.2015262073871624,0.45948899099216983,0.015949733203649067,0.061276949086447395,0.0,0.0
