process_uptake,goal_uptake,value_uptake,final_gate,mean_gate,process_ungated,goal_ungated,stance,depth,observer,engaged
-0.08887636584351741,0.2852642369655788,3.350574268432828,0.7362485383259568,0.6617151491278467,-0.12203900636146447,1.5780931934485372,adversarial,1,27,0.5
0.034927818568843985,0.25954885545645756,3.175928056030951,0.7346099078163975,0.6584787641055604,0.05624912796229187,1.4809848321635581,adversarial,1,28,0.5
-0.07340095812287217,0.272921841626001,2.050971563802901,0.736246761970465,0.6532791963591186,-0.11287691302526759,1.656628026564583,adversarial,1,29,0.5
0.03132605745640929,0.2567692188545947,2.3965619384697545,0.734836811720381,0.5795438102653464,0.060618356297487574,1.426253414185399,adversarial,1,30,0.5
-0.02813059563148811,0.22811674849063684,2.9123706311958033,0.7344613030892181,0.658999036089544,-0.05931718408801445,1.110926580010899,adversarial,1,31,0.5
0.004150591383634007,0.30744279329173124,3.0561126167964208,0.7362529808690621,0.6421764020665447,0.013301500641895503,1.595213147211755,adversarial,1,32,0.5
0.08483602000501428,0.22765636294091512,2.5291461888075673,0.7362657194922542,0.6637003559092856,0.10514906902316334,1.2171887422658316,adversarial,1,33,0.5
0.07271651184115094,0.30318937095407583,3.5874866365646345,0.7362614279529626,0.6690873696413695,0.1083341213453195,1.6677221506519158,adversarial,1,34,0.5
-0.10817786982110086,0.2889122363738057,3.3027254487279993,0.7362537438206317,0.663578968509754,-0.14168138186059576,1.625807362016037,adversarial,1,35,0.5
-0.0005029477391445044,0.27106484549986387,2.8768691745235278,0.703707150379745,0.594229406697437,0.004872229679042883,1.3031526480119626,adversarial,1,36,0.5
-0.06605903963696558,0.24990600017186385,2.9027438309054414,0.7342522741890088,0.6506551913361528,-0.08907277976796357,1.4716320015529132,adversarial,1,37,0.5
-0.09057371024616723,0.3041801331647118,3.305090260466373,0.7346090431949452,0.612950353043169,-0.09239082156924128,1.2526491920690135,adversarial,1,38,0.5
-0.08043853583757532,0.26632335249616823,2.735750493790259,0.7256070753612587,0.6464092378411943,-0.11437668605253304,1.454008095985114,adversarial,1,39,0.5
0.1021521796420212,0.24616369694949625,2.890793390534478,0.7363228799301766,0.6643686815344433,0.14452097286109278,1.3547401177531149,adversarial,2,0,0.5625
0.25141139106186994,0.284167357466919,3.5540354845129523,0.736332144755788,0.6593216969059201,0.3531485892766406,1.488708451694718,adversarial,2,1,0.75
0.052315135858883116,0.2800736113898096,3.5093899255752,0.7363312921130244,0.6620844571573772,0.07750927065680391,1.554359298076932,adversarial,2,2,0.5625
0.1292051756168834,0.2934092582647897,3.787847174345643,0.7237519257819285,0.6106105186746391,0.17114581779345817,1.5576840454009895,adversarial,2,3,0.5
0.044309597285465865,0.3457855387958374,3.1462640685325614,0.4912707711653932,0.3502055642982582,0.09396505424738089,1.3223321967523287,adversarial,2,4,0.5
0.03378409129396575,0.27409045035520035,2.689463706005373,0.7362570589390656,0.6527766148974115,0.059439679151886304,1.671898403543257,adversarial,2,5,0.5
0.036608114694874065,0.2580820348604176,2.8774049563009045,0.7363302288956711,0.6683218198161145,0.05447842585702878,1.3513841366885417,adversarial,2,6,0.625
-0.05303324218686395,0.22238822664024308,2.739191277507333,0.7363285754245069,0.684212643422913,-0.08503874755107743,0.9704409545250321,adversarial,2,7,0.5625
0.24358591043874378,0.2760488593579149,2.9049276899639973,0.7363032308138405,0.6612444838765117,0.34736412558607443,1.5376246123228539,adversarial,2,8,0.5625
-0.04269131041362911,0.2499755572836309,2.4805404044682664,0.7363322045301128,0.6747474445174683,-0.05573275732223726,1.2423927715026557,adversarial,2,9,0.6875
0.11357823095021545,0.2982858223650625,4.123249221019872,0.7263035790139091,0.507840074299369,0.16436371891051804,1.6578115518327141,adversarial,2,10,0.5
-0.30111727292017654,0.28898761350423935,3.2737842335651752,0.7363207897782332,0.6654091795183861,-0.4157787882802626,1.6139853639713138,adversarial,2,11,0.625
0.037232355861795116,0.26603390530911447,3.00988012569751,0.7351182168182885,0.5826086817192071,0.042579518847363884,1.5747993487193184,adversarial,2,12,0.5
0.2990041576768957,0.27919998880054353,3.5122265933704315,0.7363289807448218,0.6698449479677666,0.43265205074287505,1.492017925396028,adversarial,2,13,0.6875
0.10489038686074525,0.2982707835488968,3.565529334191961,0.736323761967657,0.6643263624319378,0.14695936666918397,1.6765129003197554,adversarial,2,14,0.6875
0.11909120876687561,0.25283439187035356,2.739802927800883,0.7359852041497426,0.6283394791315643,0.17790281719620493,1.4993886579333,adversarial,2,15,0.5
-0.008829028871704699,0.2746121231257713,3.485507635783935,0.7361215641903776,0.6694083748244657,0.0028850640711854947,1.4517445345589157,adversarial,2,16,0.5
-0.07678692433762282,0.2873413486405393,2.773982864240905,0.7363160012003066,0.6567205769331125,-0.11372178305228942,1.6637547120195417,adversarial,2,17,0.5625
0.061470649109507156,0.2215951493232364,2.404603709331621,0.736259109799462,0.6747025809792826,0.0831456943856197,1.0215828808080145,adversarial,2,18,0.5
0.10049879327385632,0.3297747930349929,3.3515049771078846,0.689420711677946,0.5488625752434472,0.15852247894731608,1.5314554580791244,adversarial,2,19,0.5
