omega,index
0.0,0.09198097681452423
0.1,0.23171501633870667
0.2,0.10685640280022941
0.3,0.080787331361063
0.4,0.03258114036940891
0.5,0.029036123710660514
0.6,0.011767308914280772
0.7,0.017225372745693267
0.85,0.003712481530764072
1.0,0.00037692292583987126
