block,corner,observer,aesthetic,social,information_gain,engagement_additive,engagement_multiplicative,error_reduction,goal_correct,regime,mu,salience,engagement,process_error_reduction
decoupling,,16,,,0.4444444444444444,,,1.6078787374913066,1,honest,2.0,0.5,0.6194444444444445,0.2003215036312329
decoupling,,17,,,0.2777777777777778,,,1.3691423521973607,1,honest,2.0,0.5,0.4527777777777778,-0.03511226396605971
decoupling,,18,,,0.16666666666666666,,,1.1270128324365463,1,honest,2.0,0.5,0.3416666666666667,0.09865194327842097
decoupling,,19,,,0.0,,,1.5128293582141217,1,honest,2.0,0.5,0.175,0.05892223542150399
decoupling,,20,,,0.0,,,1.56190561928732,1,honest,2.0,0.5,0.175,0.14448536252719202
decoupling,,21,,,0.0,,,1.5178168953283362,1,honest,2.0,0.5,0.175,0.09510466356836211
decoupling,,22,,,0.0,,,0.995052254177579,1,honest,2.0,0.5,0.175,0.11348491975854302
decoupling,,23,,,0.0,,,1.5775206791388685,1,honest,2.0,0.5,0.175,0.07126937930836297
decoupling,,24,,,0.5,,,1.5554427382541918,1,honest,2.0,0.5,0.675,-0.3956698244488126
decoupling,,25,,,0.2777777777777778,,,1.005124455117076,1,honest,2.0,0.5,0.4527777777777778,0.34285128452886493
decoupling,,26,,,0.0,,,1.2181995123180538,1,honest,2.0,0.5,0.175,-0.07262134210763627
decoupling,,27,,,0.0,,,1.5428300339446874,1,honest,2.0,0.5,0.175,0.04532634699683946
decoupling,,28,,,0.0,,,1.1746763498825827,1,honest,2.0,0.5,0.175,0.18671074640147967
decoupling,,29,,,0.1111111111111111,,,1.1355218660224689,1,honest,2.0,0.5,0.2861111111111111,0.1944832634083502
decoupling,,30,,,0.0,,,1.367777856494466,1,honest,2.0,0.5,0.175,-0.014205171623822732
decoupling,,31,,,0.0,,,1.373436540324305,1,honest,2.0,0.5,0.175,0.06895661015419696
decoupling,,32,,,0.0,,,1.5029307782687158,1,honest,2.0,0.5,0.175,-0.03391630138163215
decoupling,,33,,,0.2777777777777778,,,1.5166711189165942,1,honest,2.0,0.5,0.4527777777777778,0.10908871625051852
decoupling,,34,,,0.0,,,1.188952350518932,1,honest,2.0,0.5,0.175,0.12879746014460758
decoupling,,35,,,0.0,,,1.6852097308787695,1,honest,2.0,0.5,0.175,0.07755341674054606
decoupling,,36,,,0.0,,,1.5338250543036385,1,honest,2.0,0.5,0.175,-0.06357849314543129
decoupling,,37,,,0.0,,,1.317449476573866,1,honest,2.0,0.5,0.175,0.0969287056251158
decoupling,,38,,,0.0,,,1.413542958379287,1,honest,2.0,0.5,0.175,0.009592271439891054
decoupling,,39,,,0.3888888888888889,,,1.4207122862056332,1,honest,2.0,0.5,0.5638888888888889,0.33844751629633185
decoupling,,40,,,0.1111111111111111,,,1.3192366235360005,1,honest,2.0,0.5,0.2861111111111111,-0.0743548171960553
decoupling,,41,,,0.0,,,1.4772960975018816,1,honest,2.0,0.5,0.175,0.02222135795374003
decoupling,,42,,,0.0,,,1.6149965639383408,1,honest,2.0,0.5,0.175,0.01612383246693394
decoupling,,43,,,0.0,,,1.61070738556616,1,honest,2.0,0.5,0.175,0.08778332574652925
decoupling,,44,,,0.5,,,1.1411957505138262,1,honest,2.0,0.5,0.675,0.3517864895105256
decoupling,,45,,,0.0,,,1.3008368463024573,1,honest,2.0,0.5,0.175,-0.033828774498505076
decoupling,,46,,,0.16666666666666666,,,1.3815359506092162,1,honest,2.0,0.5,0.3416666666666667,0.09903373731165632
decoupling,,47,,,0.0,,,1.6699207754106837,1,honest,2.0,0.5,0.175,0.03547501758103566
decoupling,,48,,,0.0,,,1.1940777570681278,1,honest,2.0,0.5,0.175,0.0010128954641819288
decoupling,,49,,,0.16666666666666666,,,1.6742425863255734,1,honest,2.0,0.5,0.3416666666666667,0.23509175738986343
decoupling,,0,,,0.16666666666666666,,,1.587878403022482,1,honest,3.0,1.0,0.5166666666666666,-0.0668356436088644
decoupling,,1,,,0.5555555555555556,,,1.5622965472239438,1,honest,3.0,1.0,0.9055555555555556,-0.24138541612972664
decoupling,,2,,,0.0,,,0.9310174556871814,1,honest,3.0,1.0,0.35,0.03784674246943043
decoupling,,3,,,0.1111111111111111,,,0.8918435972427258,1,honest,3.0,1.0,0.4611111111111111,0.1531210663635798
decoupling,,4,,,0.0,,,1.1285642317485938,1,honest,3.0,1.0,0.35,0.028108168267350297
decoupling,,5,,,0.1111111111111111,,,1.6094770051431173,1,honest,3.0,1.0,0.4611111111111111,0.028681841031115596
decoupling,,6,,,0.0,,,1.3555816255162867,1,honest,3.0,1.0,0.35,0.03153245019564599
decoupling,,7,,,0.0,,,1.3225541331962944,1,honest,3.0,1.0,0.35,0.1267834534117016
decoupling,,8,,,0.0,,,0.8974129945173673,1,honest,3.0,1.0,0.35,0.01738638066811138
decoupling,,9,,,0.0,,,1.0589125992179902,1,honest,3.0,1.0,0.35,0.014113289494922965
decoupling,,10,,,0.16666666666666666,,,1.1936659724003382,1,honest,3.0,1.0,0.5166666666666666,0.01906351484054336
decoupling,,11,,,0.0,,,1.523609986399276,1,honest,3.0,1.0,0.35,0.15289336494085992
decoupling,,12,,,0.0,,,1.046624427493547,1,honest,3.0,1.0,0.35,0.016070923874913934
decoupling,,13,,,0.16666666666666666,,,1.6547852164047048,1,honest,3.0,1.0,0.5166666666666666,0.18925076022616727
decoupling,,14,,,0.0,,,1.3445780494810058,1,honest,3.0,1.0,0.35,0.031416659387856205
decoupling,,15,,,0.5,,,1.5147047902786994,1,honest,3.0,1.0,0.85,0.39834251326357273
decoupling,,16,,,0.4444444444444444,,,1.4565764945959436,1,honest,3.0,1.0,0.7944444444444444,-0.13522982008918327
decoupling,,17,,,0.0,,,1.6791519642539785,1,honest,3.0,1.0,0.35,-0.009041962834648531
decoupling,,18,,,0.0,,,1.4291095933196303,1,honest,3.0,1.0,0.35,0.09836258011595467
decoupling,,19,,,0.4444444444444444,,,1.3983976043215118,1,honest,3.0,1.0,0.7944444444444444,-0.12915504283739399
decoupling,,20,,,0.4444444444444444,,,1.6211960608724145,1,honest,3.0,1.0,0.7944444444444444,0.5171242682179977
decoupling,,21,,,0.0,,,1.2548502283208942,1,honest,3.0,1.0,0.35,0.02165510744119503
decoupling,,22,,,0.0,,,1.430461189853156,1,honest,3.0,1.0,0.35,-0.0029576830739412863
decoupling,,23,,,0.1111111111111111,,,1.1633403868075594,1,honest,3.0,1.0,0.4611111111111111,0.2131256842503344
decoupling,,24,,,0.0,,,1.6795173472497595,1,honest,3.0,1.0,0.35,0.038778414904393266
decoupling,,25,,,0.2222222222222222,,,1.6589282047121177,1,honest,3.0,1.0,0.5722222222222222,0.19293868589319274
decoupling,,26,,,0.0,,,1.5360235856589703,1,honest,3.0,1.0,0.35,0.014715745311772999
decoupling,,27,,,0.0,,,1.2560607771375905,1,honest,3.0,1.0,0.35,0.07924363363779197
decoupling,,28,,,0.0,,,1.2961557844103961,1,honest,3.0,1.0,0.35,-0.032876283788307425
decoupling,,29,,,0.0,,,1.4797620931560136,1,honest,3.0,1.0,0.35,-0.0045462795199677775
decoupling,,30,,,0.0,,,1.677422212608894,1,honest,3.0,1.0,0.35,-0.03765063844796357
decoupling,,31,,,0.16666666666666666,,,1.490518259544544,1,honest,3.0,1.0,0.5166666666666666,0.23436392765459058
decoupling,,32,,,0.4444444444444444,,,1.231041749020986,1,honest,3.0,1.0,0.7944444444444444,-0.6782528607242677
decoupling,,33,,,0.2777777777777778,,,1.6231291728117931,1,honest,3.0,1.0,0.6277777777777778,0.10426341557512075
decoupling,,34,,,0.2222222222222222,,,1.4469160140177346,1,honest,3.0,1.0,0.5722222222222222,0.20877486722964034
decoupling,,35,,,0.0,,,1.177183267386308,1,honest,3.0,1.0,0.35,0.040335094596675614
decoupling,,36,,,0.0,,,1.4922715305892398,1,honest,3.0,1.0,0.35,-0.08058515184925863
decoupling,,37,,,0.1111111111111111,,,1.3985994290004542,1,honest,3.0,1.0,0.4611111111111111,0.19386496122923624
decoupling,,38,,,0.0,,,1.5495172741141157,1,honest,3.0,1.0,0.35,0.0070990117090112825
decoupling,,39,,,0.0,,,1.273691105956448,1,honest,3.0,1.0,0.35,0.16581394407721528
decoupling,,40,,,0.0,,,1.3190927707098548,1,honest,3.0,1.0,0.35,0.007075038720205651
decoupling,,41,,,0.5555555555555556,,,1.351186419365422,1,honest,3.0,1.0,0.9055555555555556,0.37081957907829177
decoupling,,42,,,0.0,,,1.6431099922532768,1,honest,3.0,1.0,0.35,0.04804764321353239
decoupling,,43,,,0.3888888888888889,,,1.668703863181819,1,honest,3.0,1.0,0.7388888888888889,-0.13024745740004495
decoupling,,44,,,0.0,,,1.3721199502656034,1,honest,3.0,1.0,0.35,0.036711247705425
decoupling,,45,,,0.0,,,1.0619505554587836,1,honest,3.0,1.0,0.35,0.004445113789400379
decoupling,,46,,,0.0,,,1.420087324443552,1,honest,3.0,1.0,0.35,0.05588845198632475
decoupling,,47,,,0.1111111111111111,,,1.264900721452173,1,honest,3.0,1.0,0.4611111111111111,0.006638989759710112
decoupling,,48,,,0.0,,,1.6111750855838978,1,honest,3.0,1.0,0.35,-0.1418582633899108
decoupling,,49,,,0.2777777777777778,,,1.2930916211491101,1,honest,3.0,1.0,0.6277777777777778,0.10818818960324528
decoupling,,0,,,0.0,,,1.2125405303849288,1,decoupled,1.0,1.0,0.35,0.02090490716298188
decoupling,,1,,,0.0,,,0.4833494356450734,1,decoupled,1.0,1.0,0.35,-0.17549433848075635
decoupling,,2,,,0.1111111111111111,,,-0.6771387672658622,0,decoupled,1.0,1.0,0.4611111111111111,0.04450674756211992
decoupling,,3,,,0.05555555555555555,,,0.4173543427566655,0,decoupled,1.0,1.0,0.40555555555555556,0.04040644826828643
decoupling,,4,,,0.0,,,-2.0254051253391423,0,decoupled,1.0,1.0,0.35,0.002853809854324929
decoupling,,5,,,0.0,,,0.21979856478810667,0,decoupled,1.0,1.0,0.35,-0.010108352306134272
decoupling,,6,,,0.05555555555555555,,,1.0736399154992564,1,decoupled,1.0,1.0,0.40555555555555556,0.01482560762362839
decoupling,,7,,,0.05555555555555555,,,-4.002359339473712,0,decoupled,1.0,1.0,0.40555555555555556,0.01744254114154531
decoupling,,8,,,0.0,,,0.9276942986821859,1,decoupled,1.0,1.0,0.35,0.020800088183869025
decoupling,,9,,,0.0,,,-0.5968578578572492,0,decoupled,1.0,1.0,0.35,0.02777589800374236
decoupling,,10,,,0.0,,,0.9190552145768277,1,decoupled,1.0,1.0,0.35,-0.00269519648675276
decoupling,,11,,,0.0,,,-0.7191960033741205,0,decoupled,1.0,1.0,0.35,0.04527795933038581
decoupling,,12,,,0.05555555555555555,,,1.2621896218312658,1,decoupled,1.0,1.0,0.40555555555555556,0.026822488642936904
decoupling,,13,,,0.0,,,-2.237895703472639,0,decoupled,1.0,1.0,0.35,0.020772191187740985
decoupling,,14,,,0.0,,,-0.019846593426422254,0,decoupled,1.0,1.0,0.35,-0.021588023168140014
decoupling,,15,,,0.0,,,0.2675480244225208,0,decoupled,1.0,1.0,0.35,-0.023494922870217927
decoupling,,16,,,0.0,,,-0.7384756117189692,0,decoupled,1.0,1.0,0.35,0.02897073887319568
decoupling,,17,,,0.0,,,0.07381405766012983,0,decoupled,1.0,1.0,0.35,-0.07243265886558081
decoupling,,18,,,0.0,,,-0.5823892252396883,0,decoupled,1.0,1.0,0.35,0.04529018853948141
decoupling,,19,,,0.0,,,-2.67638318038349,0,decoupled,1.0,1.0,0.35,-0.04215015340060302
decoupling,,20,,,0.0,,,-1.1294890437428198,0,decoupled,1.0,1.0,0.35,0.010815884695515754
decoupling,,21,,,0.0,,,0.1616795993463216,0,decoupled,1.0,1.0,0.35,0.014925883145228358
decoupling,,22,,,0.0,,,1.2653585378594492,1,decoupled,1.0,1.0,0.35,0.02115451444794103
decoupling,,23,,,0.0,,,0.252223977979818,1,decoupled,1.0,1.0,0.35,-0.013070890231187349
decoupling,,24,,,0.0,,,0.14016029996512858,0,decoupled,1.0,1.0,0.35,-0.0032390099461756527
decoupling,,25,,,0.0,,,0.17710215743668378,0,decoupled,1.0,1.0,0.35,-0.01095570568926374
decoupling,,26,,,0.0,,,0.7834007811322898,1,decoupled,1.0,1.0,0.35,-0.07814119895037086
decoupling,,27,,,0.0,,,0.1249845235504734,0,decoupled,1.0,1.0,0.35,-0.014136541423881432
decoupling,,28,,,0.0,,,-0.5678681566409476,0,decoupled,1.0,1.0,0.35,0.0006391715940441411
decoupling,,29,,,0.0,,,1.349743444213801,1,decoupled,1.0,1.0,0.35,-0.10485298941564425
decoupling,,30,,,0.0,,,-0.5161629638698633,0,decoupled,1.0,1.0,0.35,0.0007581273674621691
decoupling,,31,,,0.0,,,-0.5513388268124471,0,decoupled,1.0,1.0,0.35,-0.0031191075739318563
decoupling,,32,,,0.05555555555555555,,,-0.6187352383158518,0,decoupled,1.0,1.0,0.40555555555555556,-0.06776304207348094
decoupling,,33,,,0.0,,,-0.6757464001378628,0,decoupled,1.0,1.0,0.35,-0.0022802528869858563
decoupling,,34,,,0.0,,,0.13638189614868867,0,decoupled,1.0,1.0,0.35,0.005403665335258934
decoupling,,35,,,0.0,,,-0.506493442072915,0,decoupled,1.0,1.0,0.35,-0.0019240265118087851
decoupling,,36,,,0.2777777777777778,,,-0.6810714868030736,0,decoupled,1.0,1.0,0.6277777777777778,0.0358617311592313
decoupling,,37,,,0.0,,,-0.8347960571976603,0,decoupled,1.0,1.0,0.35,-0.01716312226669281
decoupling,,38,,,0.0,,,0.2152713519373175,0,decoupled,1.0,1.0,0.35,-0.03787734041736579
decoupling,,39,,,0.0,,,-0.802058176219957,0,decoupled,1.0,1.0,0.35,0.048233198556066004
decoupling,,40,,,0.0,,,1.4801422821674444,1,decoupled,1.0,1.0,0.35,-0.006780614019500142
decoupling,,41,,,0.0,,,-1.628030123294971,0,decoupled,1.0,1.0,0.35,0.08045765950443595
decoupling,,42,,,0.1111111111111111,,,1.5022810562480582,1,decoupled,1.0,1.0,0.4611111111111111,0.05073781794007459
decoupling,,43,,,0.0,,,-0.2539769474453015,0,decoupled,1.0,1.0,0.35,0.005163833724449951
decoupling,,44,,,0.0,,,-0.19503641620050538,0,decoupled,1.0,1.0,0.35,-0.01568583065852236
decoupling,,45,,,0.0,,,-1.5564548792493047,0,decoupled,1.0,1.0,0.35,-0.007244335014691128
decoupling,,46,,,0.2222222222222222,,,0.03991234020575973,0,decoupled,1.0,1.0,0.5722222222222222,0.019409941812250864
decoupling,,47,,,0.0,,,-0.2572540164343948,0,decoupled,1.0,1.0,0.35,-0.029824898722933035
decoupling,,48,,,0.0,,,0.9353805838759511,1,decoupled,1.0,1.0,0.35,0.0149790276909747
decoupling,,49,,,0.0,,,-4.403590687045753,0,decoupled,1.0,1.0,0.35,-0.0007644638959094507
decoupling,,0,,,0.0,,,1.2519630163701057,1,decoupled,2.0,1.0,0.35,-0.04665565143291173
decoupling,,1,,,0.0,,,1.584407028975875,1,decoupled,2.0,1.0,0.35,0.08480913932454337
decoupling,,2,,,0.05555555555555555,,,1.6590488178831306,1,decoupled,2.0,1.0,0.40555555555555556,0.12926798855948296
decoupling,,3,,,0.0,,,1.5972653639823575,1,decoupled,2.0,1.0,0.35,0.11162637054105318
decoupling,,4,,,0.2777777777777778,,,1.3110135417202304,1,decoupled,2.0,1.0,0.6277777777777778,0.1707841847767977
decoupling,,5,,,0.0,,,1.6228552999742998,1,decoupled,2.0,1.0,0.35,0.007462518917922711
decoupling,,6,,,0.0,,,1.5479472894820023,1,decoupled,2.0,1.0,0.35,0.02320228884128439
decoupling,,7,,,0.0,,,1.1899930571623571,1,decoupled,2.0,1.0,0.35,0.03815026834837254
decoupling,,8,,,0.0,,,1.3068806567542923,1,decoupled,2.0,1.0,0.35,-0.015087127831344027
decoupling,,9,,,0.0,,,1.305971911176783,1,decoupled,2.0,1.0,0.35,0.03433592792043605
decoupling,,10,,,0.0,,,1.1885903773876842,1,decoupled,2.0,1.0,0.35,-0.07663917757589922
decoupling,,11,,,0.1111111111111111,,,1.626933015190001,1,decoupled,2.0,1.0,0.4611111111111111,0.011137473575908663
decoupling,,12,,,0.0,,,1.584020092467532,1,decoupled,2.0,1.0,0.35,-0.11451452894189673
decoupling,,13,,,0.0,,,1.1053106881856851,1,decoupled,2.0,1.0,0.35,0.06843326188907439
decoupling,,14,,,0.0,,,1.3268388913141325,1,decoupled,2.0,1.0,0.35,0.06693133662198902
decoupling,,15,,,0.05555555555555555,,,1.6552386757862436,1,decoupled,2.0,1.0,0.40555555555555556,-0.0874742555553012
decoupling,,16,,,0.4444444444444444,,,1.6078787374913066,1,decoupled,2.0,1.0,0.7944444444444444,0.2003215036312329
decoupling,,17,,,0.2777777777777778,,,1.3691423521973607,1,decoupled,2.0,1.0,0.6277777777777778,-0.03511226396605971
decoupling,,18,,,0.16666666666666666,,,1.1270128324365463,1,decoupled,2.0,1.0,0.5166666666666666,0.09865194327842097
decoupling,,19,,,0.0,,,1.5128293582141217,1,decoupled,2.0,1.0,0.35,0.05892223542150399
decoupling,,20,,,0.0,,,1.56190561928732,1,decoupled,2.0,1.0,0.35,0.14448536252719202
decoupling,,21,,,0.0,,,1.5178168953283362,1,decoupled,2.0,1.0,0.35,0.09510466356836211
decoupling,,22,,,0.0,,,0.995052254177579,1,decoupled,2.0,1.0,0.35,0.11348491975854302
decoupling,,23,,,0.0,,,1.5775206791388685,1,decoupled,2.0,1.0,0.35,0.07126937930836297
decoupling,,24,,,0.5,,,1.5554427382541918,1,decoupled,2.0,1.0,0.85,-0.3956698244488126
decoupling,,25,,,0.2777777777777778,,,1.005124455117076,1,decoupled,2.0,1.0,0.6277777777777778,0.34285128452886493
decoupling,,26,,,0.0,,,1.2181995123180538,1,decoupled,2.0,1.0,0.35,-0.07262134210763627
decoupling,,27,,,0.0,,,1.5428300339446874,1,decoupled,2.0,1.0,0.35,0.04532634699683946
decoupling,,28,,,0.0,,,1.1746763498825827,1,decoupled,2.0,1.0,0.35,0.18671074640147967
decoupling,,29,,,0.1111111111111111,,,1.1355218660224689,1,decoupled,2.0,1.0,0.4611111111111111,0.1944832634083502
decoupling,,30,,,0.0,,,1.367777856494466,1,decoupled,2.0,1.0,0.35,-0.014205171623822732
decoupling,,31,,,0.0,,,1.373436540324305,1,decoupled,2.0,1.0,0.35,0.06895661015419696
decoupling,,32,,,0.0,,,1.5029307782687158,1,decoupled,2.0,1.0,0.35,-0.03391630138163215
decoupling,,33,,,0.2777777777777778,,,1.5166711189165942,1,decoupled,2.0,1.0,0.6277777777777778,0.10908871625051852
decoupling,,34,,,0.0,,,1.188952350518932,1,decoupled,2.0,1.0,0.35,0.12879746014460758
decoupling,,35,,,0.0,,,1.6852097308787695,1,decoupled,2.0,1.0,0.35,0.07755341674054606
decoupling,,36,,,0.0,,,1.5338250543036385,1,decoupled,2.0,1.0,0.35,-0.06357849314543129
decoupling,,37,,,0.0,,,1.317449476573866,1,decoupled,2.0,1.0,0.35,0.0969287056251158
decoupling,,38,,,0.0,,,1.413542958379287,1,decoupled,2.0,1.0,0.35,0.009592271439891054
decoupling,,39,,,0.3888888888888889,,,1.4207122862056332,1,decoupled,2.0,1.0,0.7388888888888889,0.33844751629633185
decoupling,,40,,,0.1111111111111111,,,1.3192366235360005,1,decoupled,2.0,1.0,0.4611111111111111,-0.0743548171960553
decoupling,,41,,,0.0,,,1.4772960975018816,1,decoupled,2.0,1.0,0.35,0.02222135795374003
decoupling,,42,,,0.0,,,1.6149965639383408,1,decoupled,2.0,1.0,0.35,0.01612383246693394
decoupling,,43,,,0.0,,,1.61070738556616,1,decoupled,2.0,1.0,0.35,0.08778332574652925
decoupling,,44,,,0.5,,,1.1411957505138262,1,decoupled,2.0,1.0,0.85,0.3517864895105256
decoupling,,45,,,0.0,,,1.3008368463024573,1,decoupled,2.0,1.0,0.35,-0.033828774498505076
decoupling,,46,,,0.16666666666666666,,,1.3815359506092162,1,decoupled,2.0,1.0,0.5166666666666666,0.09903373731165632
decoupling,,47,,,0.0,,,1.6699207754106837,1,decoupled,2.0,1.0,0.35,0.03547501758103566
decoupling,,48,,,0.0,,,1.1940777570681278,1,decoupled,2.0,1.0,0.35,0.0010128954641819288
decoupling,,49,,,0.16666666666666666,,,1.6742425863255734,1,decoupled,2.0,1.0,0.5166666666666666,0.23509175738986343
decoupling,,0,,,0.16666666666666666,,,1.587878403022482,1,decoupled,3.0,1.0,0.5166666666666666,-0.0668356436088644
decoupling,,1,,,0.5555555555555556,,,1.5622965472239438,1,decoupled,3.0,1.0,0.9055555555555556,-0.24138541612972664
decoupling,,2,,,0.0,,,0.9310174556871814,1,decoupled,3.0,1.0,0.35,0.03784674246943043
decoupling,,3,,,0.1111111111111111,,,0.8918435972427258,1,decoupled,3.0,1.0,0.4611111111111111,0.1531210663635798
decoupling,,4,,,0.0,,,1.1285642317485938,1,decoupled,3.0,1.0,0.35,0.028108168267350297
decoupling,,5,,,0.1111111111111111,,,1.6094770051431173,1,decoupled,3.0,1.0,0.4611111111111111,0.028681841031115596
decoupling,,6,,,0.0,,,1.3555816255162867,1,decoupled,3.0,1.0,0.35,0.03153245019564599
decoupling,,7,,,0.0,,,1.3225541331962944,1,decoupled,3.0,1.0,0.35,0.1267834534117016
decoupling,,8,,,0.0,,,0.8974129945173673,1,decoupled,3.0,1.0,0.35,0.01738638066811138
decoupling,,9,,,0.0,,,1.0589125992179902,1,decoupled,3.0,1.0,0.35,0.014113289494922965
decoupling,,10,,,0.16666666666666666,,,1.1936659724003382,1,decoupled,3.0,1.0,0.5166666666666666,0.01906351484054336
decoupling,,11,,,0.0,,,1.523609986399276,1,decoupled,3.0,1.0,0.35,0.15289336494085992
decoupling,,12,,,0.0,,,1.046624427493547,1,decoupled,3.0,1.0,0.35,0.016070923874913934
decoupling,,13,,,0.16666666666666666,,,1.6547852164047048,1,decoupled,3.0,1.0,0.5166666666666666,0.18925076022616727
decoupling,,14,,,0.0,,,1.3445780494810058,1,decoupled,3.0,1.0,0.35,0.031416659387856205
decoupling,,15,,,0.5,,,1.5147047902786994,1,decoupled,3.0,1.0,0.85,0.39834251326357273
decoupling,,16,,,0.4444444444444444,,,1.4565764945959436,1,decoupled,3.0,1.0,0.7944444444444444,-0.13522982008918327
decoupling,,17,,,0.0,,,1.6791519642539785,1,decoupled,3.0,1.0,0.35,-0.009041962834648531
decoupling,,18,,,0.0,,,1.4291095933196303,1,decoupled,3.0,1.0,0.35,0.09836258011595467
decoupling,,19,,,0.4444444444444444,,,1.3983976043215118,1,decoupled,3.0,1.0,0.7944444444444444,-0.12915504283739399
decoupling,,20,,,0.4444444444444444,,,1.6211960608724145,1,decoupled,3.0,1.0,0.7944444444444444,0.5171242682179977
decoupling,,21,,,0.0,,,1.2548502283208942,1,decoupled,3.0,1.0,0.35,0.02165510744119503
decoupling,,22,,,0.0,,,1.430461189853156,1,decoupled,3.0,1.0,0.35,-0.0029576830739412863
decoupling,,23,,,0.1111111111111111,,,1.1633403868075594,1,decoupled,3.0,1.0,0.4611111111111111,0.2131256842503344
decoupling,,24,,,0.0,,,1.6795173472497595,1,decoupled,3.0,1.0,0.35,0.038778414904393266
decoupling,,25,,,0.2222222222222222,,,1.6589282047121177,1,decoupled,3.0,1.0,0.5722222222222222,0.19293868589319274
decoupling,,26,,,0.0,,,1.5360235856589703,1,decoupled,3.0,1.0,0.35,0.014715745311772999
decoupling,,27,,,0.0,,,1.2560607771375905,1,decoupled,3.0,1.0,0.35,0.07924363363779197
decoupling,,28,,,0.0,,,1.2961557844103961,1,decoupled,3.0,1.0,0.35,-0.032876283788307425
decoupling,,29,,,0.0,,,1.4797620931560136,1,decoupled,3.0,1.0,0.35,-0.0045462795199677775
decoupling,,30,,,0.0,,,1.677422212608894,1,decoupled,3.0,1.0,0.35,-0.03765063844796357
decoupling,,31,,,0.16666666666666666,,,1.490518259544544,1,decoupled,3.0,1.0,0.5166666666666666,0.23436392765459058
decoupling,,32,,,0.4444444444444444,,,1.231041749020986,1,decoupled,3.0,1.0,0.7944444444444444,-0.6782528607242677
decoupling,,33,,,0.2777777777777778,,,1.6231291728117931,1,decoupled,3.0,1.0,0.6277777777777778,0.10426341557512075
decoupling,,34,,,0.2222222222222222,,,1.4469160140177346,1,decoupled,3.0,1.0,0.5722222222222222,0.20877486722964034
decoupling,,35,,,0.0,,,1.177183267386308,1,decoupled,3.0,1.0,0.35,0.040335094596675614
decoupling,,36,,,0.0,,,1.4922715305892398,1,decoupled,3.0,1.0,0.35,-0.08058515184925863
decoupling,,37,,,0.1111111111111111,,,1.3985994290004542,1,decoupled,3.0,1.0,0.4611111111111111,0.19386496122923624
decoupling,,38,,,0.0,,,1.5495172741141157,1,decoupled,3.0,1.0,0.35,0.0070990117090112825
decoupling,,39,,,0.0,,,1.273691105956448,1,decoupled,3.0,1.0,0.35,0.16581394407721528
decoupling,,40,,,0.0,,,1.3190927707098548,1,decoupled,3.0,1.0,0.35,0.007075038720205651
decoupling,,41,,,0.5555555555555556,,,1.351186419365422,1,decoupled,3.0,1.0,0.9055555555555556,0.37081957907829177
decoupling,,42,,,0.0,,,1.6431099922532768,1,decoupled,3.0,1.0,0.35,0.04804764321353239
decoupling,,43,,,0.3888888888888889,,,1.668703863181819,1,decoupled,3.0,1.0,0.7388888888888889,-0.13024745740004495
decoupling,,44,,,0.0,,,1.3721199502656034,1,decoupled,3.0,1.0,0.35,0.036711247705425
decoupling,,45,,,0.0,,,1.0619505554587836,1,decoupled,3.0,1.0,0.35,0.004445113789400379
decoupling,,46,,,0.0,,,1.420087324443552,1,decoupled,3.0,1.0,0.35,0.05588845198632475
decoupling,,47,,,0.1111111111111111,,,1.264900721452173,1,decoupled,3.0,1.0,0.4611111111111111,0.006638989759710112
decoupling,,48,,,0.0,,,1.6111750855838978,1,decoupled,3.0,1.0,0.35,-0.1418582633899108
decoupling,,49,,,0.2777777777777778,,,1.2930916211491101,1,decoupled,3.0,1.0,0.6277777777777778,0.10818818960324528
