label,kappa,coupling,values_layer,observer,integration,theta_EC,value_divergence,psi,goal_correct,final_entropy,error_reduction
honest,0.2,1.0,False,5,0.08711369545361773,0.3075581825295915,0.034447728161989384,0.0006696245434128704,1,1.3670477040749838,-0.18670045922933975
honest,0.2,1.0,True,5,0.0010545271329754481,0.8705844963591638,0.7382306204489548,8.105926929837788e-06,1,1.3670477040749838,-0.18670045922933975
honest,0.2,0.0,False,6,0.05845579701203403,0.3644084212721288,0.014408421272128831,0.00018794393897956905,1,1.3627244222585158,0.16115236252835685
honest,0.2,0.0,True,6,0.002473385405788008,0.7669634929375402,0.41696349293754015,7.952295914854772e-06,1,1.3627244222585158,0.16115236252835685
honest,0.2,1.0,False,6,0.10009252353823977,0.29152673701770304,0.014408421272128831,0.00032181210586025057,1,1.3627244222585158,0.16115236252835685
honest,0.2,1.0,True,6,0.008387836722441337,0.6135707943500321,0.41696349293754015,2.696812213181471e-05,1,1.3627244222585158,0.16115236252835685
honest,0.2,0.0,False,7,0.05804224720904597,0.35442591013441943,0.004425910134419451,5.732329560689167e-05,0,1.3778695034590949,0.051975234647196
honest,0.2,0.0,True,7,0.00039337879531787075,0.9861202624769633,0.6361202624769633,3.885061322362932e-07,0,1.3778695034590949,0.051975234647196
honest,0.2,1.0,False,7,0.09799462724573929,0.28354072810753556,0.004425910134419451,9.678079770521355e-05,0,1.3778695034590949,0.051975234647196
honest,0.2,1.0,True,7,0.0019027477778403973,0.7888962099815706,0.6361202624769633,1.8791790218195122e-06,0,1.3778695034590949,0.051975234647196
honest,0.2,0.0,False,8,0.05674485999476649,0.35969122004958465,0.009691220049584691,0.00012271264698373864,0,1.3747260757399302,-0.2152751728041784
honest,0.2,0.0,True,8,0.0005481645424953342,0.94689309662684,0.59689309662684,1.1854240542392116e-06,0,1.3747260757399302,-0.2152751728041784
honest,0.2,1.0,False,8,0.09662800854633458,0.2877529760396677,0.009691220049584691,0.00020896128217748068,0,1.3747260757399302,-0.2152751728041784
honest,0.2,1.0,True,8,0.0024890604974322187,0.757514477301472,0.59689309662684,5.3826761079459715e-06,0,1.3747260757399302,-0.2152751728041784
honest,0.2,0.0,False,9,0.06397444351235505,0.3625294694300998,0.012529469430099832,0.00017886424687688012,0,1.3486778426016888,0.1516990194349248
honest,0.2,0.0,True,9,0.0015615493241799229,0.8346988353903197,0.4846988353903198,4.365889384822897e-06,0,1.3486778426016888,0.1516990194349248
honest,0.2,1.0,False,9,0.10879472431011865,0.2900235755440798,0.012529469430099832,0.0003041759390083489,0,1.3486778426016888,0.1516990194349248
honest,0.2,1.0,True,9,0.005911093021216506,0.6677590683122558,0.4846988353903198,1.6526649446429097e-05,0,1.3486778426016888,0.1516990194349248
honest,0.2,0.0,False,10,0.07917103452610008,0.4114908227873829,0.061490822787382916,0.0010863279777505168,0,1.2410344913939695,-0.5513381237660024
honest,0.2,0.0,True,10,0.014980870764273008,0.6280187164308286,0.27801871643082865,0.00020555673093964043,0,1.2410344913939695,-0.5513381237660024
honest,0.2,1.0,False,10,0.1424267835410558,0.32919265822990634,0.061490822787382916,0.0019542778576508175,0,1.2410344913939695,-0.5513381237660024
