leak,reader,encounter,rejectable,gate_open,looked,drift_from_start,value_divergence,arm
0.1,12,7,True,0.10000003335042373,0.08333333333333333,0.003729305414563285,2.5388244398681272,skims_it
0.1,12,8,True,0.1,0.16666666666666666,0.005885064368180045,6.122314535956522,skims_it
0.1,12,9,True,0.10000000075511878,0.08333333333333333,0.006118994533284405,3.0413933367615837,skims_it
0.1,12,10,True,0.10000000001873756,0.20833333333333334,0.004118040165318244,3.6243357980785698,skims_it
0.1,12,11,True,0.1000000000000566,0.16666666666666666,0.002667378665359867,4.3803903264270065,skims_it
0.1,12,12,True,0.1000000000000002,0.2916666666666667,0.0022596747514308747,5.123303321776365,skims_it
0.1,12,13,True,0.10000000056190599,0.08333333333333333,0.0029367411739637814,3.10198573464517,skims_it
0.1,12,14,True,0.1,0.16666666666666666,0.0015235509249854947,5.670356171358398,skims_it
0.1,12,15,True,0.1,0.16666666666666666,0.0012243217941033386,6.4219485362933355,skims_it
0.1,12,16,True,0.10000000036313962,0.08333333333333333,0.0013738286115309896,3.1891020900976117,skims_it
0.1,12,17,True,0.10000150569709033,0.08333333333333333,0.0013091392853190774,1.9729871945950317,skims_it
0.1,12,18,True,0.1,0.16666666666666666,0.0017645564197871768,6.356938989539358,skims_it
0.1,12,19,True,0.10000003577798215,0.08333333333333333,0.0022027131443091382,2.475681356726096,skims_it
0.1,13,0,True,0.1,0.16666666666666666,0.00040970818278336825,6.339814345065981,skims_it
0.1,13,1,True,0.1,0.4583333333333333,0.002750424066908808,13.81551029909049,skims_it
0.1,13,2,True,0.1,0.16666666666666666,0.0031414271652219997,6.556785869022499,skims_it
0.1,13,3,True,0.10000000002455127,0.08333333333333333,0.002579467162625181,3.551641126195367,skims_it
0.1,13,4,True,0.1,0.20833333333333334,0.0049677367398989185,7.843395556605418,skims_it
0.1,13,5,True,0.10000000000000103,0.125,0.004226557233780257,4.900712474313236,skims_it
0.1,13,6,True,0.11601203061191281,0.08333333333333333,0.004161936210148534,0.31004582672750447,skims_it
0.1,13,7,True,0.1,0.25,0.002049454123481939,9.463739031882723,skims_it
0.1,13,8,True,0.10000000000000027,0.125,0.0017807106036623107,5.072386679235283,skims_it
0.1,13,9,True,0.1000003616111384,0.16666666666666666,0.0032041622961842906,2.104096960737419,skims_it
0.1,13,10,True,0.10000000000455411,0.125,0.004820452528583924,3.767101883684093,skims_it
0.1,13,11,True,0.10000002309740182,0.16666666666666666,0.004659015023051499,2.614893222463103,skims_it
0.1,13,12,True,0.10000000014944015,0.08333333333333333,0.004245213889798314,3.2745467281821234,skims_it
0.1,13,13,True,0.1,0.3333333333333333,0.006130482012380693,9.111559839492905,skims_it
0.1,13,14,True,0.10000000000000002,0.20833333333333334,0.0035015667446592763,5.51266941781498,skims_it
0.1,13,15,True,0.10000007958775399,0.16666666666666666,0.002484522678216472,2.3851607275674165,skims_it
0.1,13,16,True,0.10000000000000042,0.125,0.0035232883753851998,5.016057720464569,skims_it
0.1,13,17,True,0.1000000000002293,0.20833333333333334,0.0018866851427126012,4.198870487873482,skims_it
0.1,13,18,True,0.10000000000000314,0.125,0.0024207552935866378,4.758524940747618,skims_it
0.1,13,19,True,0.10000353661792562,0.08333333333333333,0.002100204299594906,1.8222342120725281,skims_it
0.1,14,0,True,0.10000000000000259,0.16666666666666666,0.00040055222536799877,4.784987134690133,skims_it
0.1,14,1,True,0.10000000000292672,0.08333333333333333,0.000363452469159517,3.845999126940698,skims_it
0.1,14,2,True,0.13948193501281955,0.08333333333333333,0.00028742293480560257,0.1390833534010144,skims_it
0.1,14,3,True,0.10000000000782513,0.08333333333333333,0.0004285765308973122,3.688353446625049,skims_it
0.1,14,4,True,0.1,0.5,0.0052561297638200714,13.815508039361806,skims_it
