leak,reader,encounter,rejectable,gate_open,looked,drift_from_start,value_divergence
0.0,5,10,True,8.75651076269652e-27,0.375,-3.999756872950558e-12,13.8155018963894
0.0,5,11,True,8.75651076269652e-27,0.25,-3.999756872950558e-12,9.875460328748996
0.0,5,12,True,8.75651076269652e-27,0.375,-3.999756872950558e-12,13.815492648871006
0.0,5,13,True,2.810091616230169e-20,0.25,-3.999756872950558e-12,6.26119291234014
0.0,5,14,True,3.0831993226185396e-15,0.25,-3.999812384105719e-12,4.7763469342538665
0.0,5,15,True,8.75651076269652e-27,0.4583333333333333,-3.999812384105719e-12,13.815491993108433
0.0,5,16,True,2.6771452059838744e-10,0.25,-3.9997294439034556e-12,3.2200543908336394
0.0,5,17,True,8.75651076269652e-27,0.6666666666666666,-3.999951488508174e-12,13.815510106635388
0.0,5,18,True,2.6076441781163344e-22,0.25,-3.999812710630096e-12,6.853828109461957
0.0,5,19,True,8.75651076269652e-27,0.25,-3.999812710630096e-12,8.645238855869449
0.0,6,0,True,4.526298006688101e-21,0.2916666666666667,-3.9999115131275136e-12,6.493622937993376
0.0,6,1,True,8.75651076269652e-27,0.25,-3.9999115131275136e-12,9.773224808810529
0.0,6,2,True,2.7479062301094474e-19,0.25,-3.9999115131275136e-12,5.97240336979152
0.0,6,3,True,8.75651076269652e-27,0.25,-3.9999115131275136e-12,9.744260280047266
0.0,6,4,True,8.75651076269652e-27,0.5833333333333334,-3.9999115131275136e-12,13.815510482061143
0.0,6,5,True,8.75651076269652e-27,0.25,-3.9999115131275136e-12,10.077945623203393
0.0,6,6,True,8.75651076269652e-27,0.25,-3.9999115131275136e-12,8.878430564114488
0.0,6,7,True,8.75651076269652e-27,0.25,-3.9999115131275136e-12,8.92072489973835
0.0,6,8,True,6.629903107721801e-22,0.25,-3.9999115131275136e-12,6.735457277833138
0.0,6,9,True,8.75651076269652e-27,0.25,-3.9999115131275136e-12,9.572399763264258
0.0,6,10,True,8.75651076269652e-27,0.25,-3.9999115131275136e-12,9.938788368977827
0.0,6,11,True,8.75651076269652e-27,0.625,-3.9999115131275136e-12,13.815510557118044
0.0,6,12,True,3.073202819108305e-13,0.25,-3.99988375755189e-12,4.172254829350568
0.0,6,13,True,8.75651076269652e-27,0.25,-3.99988375755189e-12,9.895160798303515
0.0,6,14,True,8.75651076269652e-27,0.25,-3.99988375755189e-12,9.849806417358515
0.0,6,15,True,8.75651076269652e-27,0.25,-3.99988375755189e-12,9.720950860985514
0.0,6,16,True,1.3704340807678302e-08,0.25,-3.999896604355504e-12,2.704033972942969
0.0,6,17,True,8.75651076269652e-27,0.25,-3.999896604355504e-12,9.052225000068587
0.0,6,18,True,8.75651076269652e-27,0.25,-3.999896604355504e-12,9.641952357391348
0.0,6,19,True,8.75651076269652e-27,0.25,-3.999896604355504e-12,9.348814455740001
0.0,7,0,True,8.75651076269652e-27,0.25,-3.9999115131275136e-12,8.965995833651434
0.0,7,1,True,8.75651076269652e-27,0.25,-3.9999115131275136e-12,9.087622504122823
0.0,7,2,True,8.75651076269652e-27,0.25,-3.9999115131275136e-12,9.243780245702334
0.0,7,3,True,8.75651076269652e-27,0.25,-3.9999115131275136e-12,9.604961832785461
0.0,7,4,True,8.75651076269652e-27,0.5833333333333334,-3.9999115131275136e-12,13.815510231754491
0.0,7,5,True,8.75651076269652e-27,0.4166666666666667,-3.9999115131275136e-12,13.815509345890877
0.0,7,6,True,8.75651076269652e-27,0.25,-3.9999115131275136e-12,8.72453735359299
0.0,7,7,True,1.4774979213614467e-25,0.3333333333333333,-3.9999115131275136e-12,7.792423692143809
0.0,7,8,True,8.75651076269652e-27,0.375,-3.9999115131275136e-12,10.693246188180707
0.0,7,9,True,8.75651076269652e-27,0.25,-3.9999115131275136e-12,10.094706001767163
0.0,7,10,True,8.75651076269652e-27,0.5833333333333334,-3.9999115131275136e-12,13.81551055626884
0.0,7,11,True,8.75651076269652e-27,0.5833333333333334,-3.9999115131275136e-12,13.815509681768237
0.0,7,12,True,7.813599506363741e-19,0.3333333333333333,-3.9999115131275136e-12,5.84174683952982
0.0,7,13,True,8.75651076269652e-27,0.25,-3.9999115131275136e-12,9.618679367119224
0.0,7,14,True,8.75651076269652e-27,0.75,-3.9999115131275136e-12,13.815510555979786
0.0,7,15,True,7.266024412496667e-21,0.25,-3.9999115131275136e-12,6.434054180824689
0.0,7,16,True,8.75651076269652e-27,0.25,-3.9999115131275136e-12,9.996498413143184
0.0,7,17,True,8.75651076269652e-27,0.4583333333333333,-3.9999115131275136e-12,13.815509941033143
0.0,7,18,True,8.75651076269652e-27,0.25,-3.9999115131275136e-12,9.153707703270449
0.0,7,19,True,6.24919519955836e-10,0.25,-3.999939237422184e-12,3.0987687860490007
0.0,8,0,True,8.75651076269652e-27,0.25,-3.9999115131275136e-12,9.03095518263563
0.0,8,1,True,8.622703153914616e-19,0.25,-3.9999115131275136e-12,5.828490223505057
0.0,8,2,True,8.75651076269652e-27,0.3333333333333333,-3.9999115131275136e-12,13.81550003204077
0.0,8,3,True,3.743493967299244e-25,0.3333333333333333,-3.9999115131275136e-12,7.67660880567348
0.0,8,4,True,8.75651076269652e-27,0.25,-3.9999115131275136e-12,9.13781192114214
0.0,8,5,True,1.9378959139001892e-13,0.25,-3.999856001976279e-12,4.234018739775462
0.0,8,6,True,1.079446012688785e-18,0.25,-3.999856001976279e-12,5.798983898531156
0.0,8,7,True,8.75651076269652e-27,0.25,-3.999856001976279e-12,9.69607518371302
0.0,8,8,True,8.75651076269652e-27,0.3333333333333333,-3.999856001976279e-12,13.460684572932834
0.0,8,9,True,8.75651076269652e-27,0.375,-3.999856001976279e-12,11.368773132035722
0.0,8,10,True,8.315447609939238e-19,0.25,-3.999856001976279e-12,5.831360884064269
0.0,8,11,True,4.630967322298651e-19,0.25,-3.999856001976279e-12,5.907906477213891
0.0,8,12,True,2.12833694293133e-19,0.25,-3.999856001976279e-12,6.0059758419073646
0.0,8,13,True,8.75651076269652e-27,0.375,-3.999856001976279e-12,13.815504786642796
0.0,8,14,True,7.68465076745894e-20,0.25,-3.999856001976279e-12,6.131559422607579
0.0,8,15,True,8.75651076269652e-27,0.25,-3.999856001976279e-12,9.546157941507593
0.0,8,16,True,3.1416832352309127e-18,0.25,-3.999856001976279e-12,5.660040024303054
0.0,8,17,True,8.75651076269652e-27,0.25,-3.999856001976279e-12,9.706067867133545
0.0,8,18,True,7.603000866172675e-23,0.25,-3.999856001976279e-12,7.007000419168902
0.0,8,19,True,8.75651076269652e-27,0.25,-3.999856001976279e-12,8.496719610437626
0.0,9,0,True,8.75651076269652e-27,0.25,-3.9999115131275136e-12,10.014236664975025
