arm,content,n,explore_mass,explore_mass_sd,final_entropy,final_entropy_sd,real_goal_entropy,engaged_fraction,engaged_fraction_sd,between_observer,between_observer_sd,between_observer_full,modal_is_explore,accuracy
explore_off,foreign,4000,0.0,0.0,1.2501118778681128,0.3173295179160867,1.2501118778681128,0.7244642857142858,0.44190140138821915,1.379064953202422,0.0040990088173367325,1.379064953202422,0.0,
explore_on,foreign,4000,0.2036067876859727,0.05537275955325226,1.4853677552819717,0.2672203065629881,1.2401570691461141,0.7462857142857143,0.4342777093911858,1.3797626230991942,0.0060029216797103935,1.5995107023904367,0.18075,
explore_off,human_directed,4000,0.0,0.0,0.0007884804902349352,0.023470963580267994,0.0007884804902349181,0.0,0.0,0.0015739532973583375,0.0068607033650376174,0.0015739532973583375,0.0,0.99975
explore_on,human_directed,4000,0.002461608036441551,0.01792488529495013,0.00993954751537859,0.045729057565304515,0.0002486822861827379,1.7857142857142855e-05,0.0011293848786315642,0.0,0.0,0.0015739532973583375,0.00025,1.0
explore_off,human_exploratory,4000,0.0,0.0,0.40182331263249493,0.36423605773849954,0.401823312632495,0.012732142857142855,0.0571266426420228,1.3779231374967253,0.009055201807183798,1.3779231374967253,0.0,
explore_on,human_exploratory,4000,0.8551399785191126,0.2347053214535722,0.25335524530892606,0.2619299583305871,0.3857090395595004,0.0013392857142857139,0.010927471600153366,1.3759230016268078,0.010160466315378607,0.42696760177560533,0.90725,
