tier,t,frac_deep,goal_entropy,deep_epi_goal,deep_epi_total,effort_gap
GHOST,19,0.0,1.3671126384035306,0.026940771168713917,0.026950988293825334,0.4
GHOST,20,0.0,1.3671126384035306,0.026940771168713917,0.026950988293825334,0.4
GHOST,21,0.0,1.3671126384035306,0.026940771168713917,0.026950988293825334,0.4
GHOST,22,0.0,1.3671126384035306,0.026940771168713917,0.026950988293825334,0.4
GHOST,23,0.0,1.3671126384035306,0.026940771168713917,0.026950988293825334,0.4
GHOST,24,0.0,1.3671126384035306,0.026940771168713917,0.026950988293825334,0.4
GHOST,25,0.0,1.3671126384035306,0.026940771168713917,0.026950988293825334,0.4
GHOST,26,0.0,1.3671126384035306,0.026940771168713917,0.026950988293825334,0.4
GHOST,27,0.0,1.3671126384035306,0.026940771168713917,0.026950988293825334,0.4
GHOST,28,0.0,1.3671126384035306,0.026940771168713917,0.026950988293825334,0.4
GHOST,29,0.0,1.3671126384035306,0.026940771168713917,0.026950988293825334,0.4
GHOST,30,0.0,1.3671126384035306,0.026940771168713917,0.026950988293825334,0.4
GHOST,31,0.0,1.3671126384035306,0.026940771168713917,0.026950988293825334,0.4
GHOST,32,0.0,1.3671126384035306,0.026940771168713917,0.026950988293825334,0.4
GHOST,33,0.0,1.3671126384035306,0.026940771168713917,0.026950988293825334,0.4
GHOST,34,0.0,1.3671126384035306,0.026940771168713917,0.026950988293825334,0.4
GHOST,35,0.0,1.3671126384035306,0.026940771168713917,0.026950988293825334,0.4
GHOST,36,0.0,1.3671126384035306,0.026940771168713917,0.026950988293825334,0.4
GHOST,37,0.0,1.3671126384035306,0.026940771168713917,0.026950988293825334,0.4
GHOST,38,0.0,1.3671126384035306,0.026940771168713917,0.026950988293825334,0.4
GHOST,39,0.0,1.3671126384035306,0.026940771168713917,0.026950988293825334,0.4
