arm,content,omega,seed_rep,observer,true_goal,explore_mass,final_entropy,real_goal_entropy,modal_real_goal,modal_goal_full,correct,engaged_fraction,cum_deep,modal_is_explore
explore_off,human_directed,0.0,0,160,0,0.0,2.092050416247367e-09,2.0920501942027627e-09,0,0,1,0.0,10,0
explore_off,human_directed,0.0,0,161,0,0.0,3.041173478787322e-13,3.0400632557626977e-13,0,0,1,0.0,10,0
explore_off,human_directed,0.0,0,162,0,0.0,3.929848039332223e-08,3.929848017127763e-08,0,0,1,0.0,10,0
explore_off,human_directed,0.0,0,163,0,0.0,1.023666531777646e-11,1.0236554295473999e-11,0,0,1,0.0,10,0
explore_off,human_directed,0.0,0,164,0,0.0,4.5186253421159276e-10,4.5186275625619763e-10,0,0,1,0.0,10,0
explore_off,human_directed,0.0,0,165,0,0.0,1.5434351958311918e-07,1.543435194720969e-07,0,0,1,0.0,10,0
explore_off,human_directed,0.0,0,166,0,0.0,4.37296349191952e-13,4.37518393796877e-13,0,0,1,0.0,10,0
explore_off,human_directed,0.0,0,167,0,0.0,2.1301308399156307e-07,2.130130838805408e-07,0,0,1,0.0,10,0
explore_off,human_directed,0.0,0,168,0,0.0,1.1998889211622578e-10,1.1998889211622578e-10,0,0,1,0.0,10,0
explore_off,human_directed,0.0,0,169,0,0.0,2.613874354326683e-08,2.6138743210199932e-08,0,0,1,0.0,10,0
explore_off,human_directed,0.0,0,170,0,0.0,1.1128213679677598e-11,1.1128213679677598e-11,0,0,1,0.0,10,0
explore_off,human_directed,0.0,0,171,0,0.0,1.818587243799096e-13,1.8174770207744709e-13,0,0,1,0.0,10,0
explore_off,human_directed,0.0,0,172,0,0.0,2.061056532956919e-09,2.061056532956919e-09,0,0,1,0.0,10,0
explore_off,human_directed,0.0,0,173,0,0.0,5.385269766963852e-13,5.384159543939228e-13,0,0,1,0.0,10,0
explore_off,human_directed,0.0,0,174,0,0.0,1.2104268569381798e-09,1.2104268569381798e-09,0,0,1,0.0,10,0
explore_off,human_directed,0.0,0,175,0,0.0,4.683041022170641e-11,4.683041022170641e-11,0,0,1,0.0,10,0
explore_off,human_directed,0.0,0,176,0,0.0,1.1333558520939738e-10,1.1333547418709495e-10,0,0,1,0.0,10,0
explore_off,human_directed,0.0,0,177,0,0.0,1.246187355105566e-10,1.2461895755516154e-10,0,0,1,0.0,10,0
explore_off,human_directed,0.0,0,178,0,0.0,2.483137218558183e-10,2.483139439004232e-10,0,0,1,0.0,10,0
explore_off,human_directed,0.0,0,179,0,0.0,1.9484399082118147e-10,1.9484399082118147e-10,0,0,1,0.0,10,0
explore_off,human_directed,0.0,0,180,0,0.0,1.7373371464023842e-12,1.7375591910073093e-12,0,0,1,0.0,10,0
explore_off,human_directed,0.0,0,181,0,0.0,4.182244653962818e-09,4.182244653962818e-09,0,0,1,0.0,10,0
explore_off,human_directed,0.0,0,182,0,0.0,2.9574402030893864e-12,2.9573291807869247e-12,0,0,1,0.0,10,0
explore_off,human_directed,0.0,0,183,0,0.0,4.628469238856929e-07,4.628469238856929e-07,0,0,1,0.0,10,0
explore_off,human_directed,0.0,0,184,0,0.0,4.5303103268725806e-11,4.530299224642335e-11,0,0,1,0.0,10,0
explore_off,human_directed,0.0,0,185,0,0.0,8.16624325383116e-12,8.16624325383116e-12,0,0,1,0.0,10,0
