tier,seed_rep,observer,true_goal,modal_goal,correct,first_skim_t,cum_deep,final_goal_entropy
CURATOR,2,190,3,3,1,3,3,0.06770189777598207
CURATOR,2,191,0,0,1,2,2,0.4706642693637555
CURATOR,2,192,0,0,1,2,2,0.5310386294866951
CURATOR,2,193,0,0,1,1,1,0.30105959367062707
CURATOR,2,194,1,1,1,4,4,0.35199490115848925
CURATOR,2,195,1,2,0,2,2,0.12836229464035176
CURATOR,2,196,3,3,1,1,1,0.3776829667992433
CURATOR,2,197,3,3,1,1,1,0.48343187849934527
CURATOR,2,198,0,0,1,3,3,0.3472815904434098
CURATOR,2,199,1,1,1,2,2,0.5837327414078897
CURATOR,3,0,2,2,1,1,1,0.47692334929243263
CURATOR,3,1,0,0,1,2,2,0.1829019911810735
CURATOR,3,2,1,1,1,3,3,0.17563948564824194
CURATOR,3,3,2,0,0,2,2,0.6151810933947446
CURATOR,3,4,0,0,1,1,1,0.45207661792858284
CURATOR,3,5,0,0,1,4,4,0.3838214895852252
CURATOR,3,6,0,0,1,3,3,0.2448326881992115
CURATOR,3,7,0,0,1,4,4,0.535514081355359
CURATOR,3,8,3,0,0,2,2,0.5281198182322067
CURATOR,3,9,3,3,1,1,1,0.35113011530261895
CURATOR,3,10,1,1,1,3,3,0.166045197479809
CURATOR,3,11,1,1,1,6,6,0.17845472049662597
CURATOR,3,12,1,1,1,6,6,0.09363680804352408
CURATOR,3,13,1,1,1,2,2,0.6247446359999491
CURATOR,3,14,3,3,1,2,2,0.17645522479002845
CURATOR,3,15,1,3,0,2,2,0.49898514961699464
CURATOR,3,16,2,2,1,2,2,0.6504164701770989
CURATOR,3,17,2,2,1,3,3,0.2311799899952205
CURATOR,3,18,1,1,1,5,5,0.552750770136959
CURATOR,3,19,2,0,0,4,4,0.09909664798300225
CURATOR,3,20,3,3,1,4,4,0.36483717212546285
CURATOR,3,21,1,1,1,5,5,0.12266353949694855
CURATOR,3,22,1,1,1,1,1,0.4657770450643649
CURATOR,3,23,2,2,1,3,3,0.3609985093813587
CURATOR,3,24,1,1,1,2,2,0.12553187068045846
CURATOR,3,25,0,3,0,2,2,0.5679384433906958
CURATOR,3,26,2,2,1,1,1,0.3890397593694337
CURATOR,3,27,1,1,1,6,6,0.48656392943154064
CURATOR,3,28,1,1,1,1,1,0.3577999477989652
CURATOR,3,29,2,2,1,3,3,0.05434169593022693
CURATOR,3,30,0,0,1,4,4,0.3990609301924728
CURATOR,3,31,0,0,1,3,3,0.2907726935676049
CURATOR,3,32,0,0,1,5,5,0.5679036222745064
CURATOR,3,33,0,0,1,4,4,0.3425304489457478
CURATOR,3,34,3,3,1,3,3,0.31870297434620765
CURATOR,3,35,1,1,1,1,1,0.39897536663807276
CURATOR,3,36,3,3,1,1,1,0.4184614966172924
CURATOR,3,37,3,3,1,2,2,0.11389791816746568
CURATOR,3,38,2,2,1,1,1,0.448211195884836
CURATOR,3,39,0,0,1,3,3,0.6625765815464315
CURATOR,3,40,3,2,0,6,6,0.600098880867084
CURATOR,3,41,2,2,1,1,1,0.4146540745722147
CURATOR,3,42,3,3,1,1,1,0.4106670167435123
CURATOR,3,43,0,0,1,3,3,0.2732975116737011
CURATOR,3,44,3,3,1,4,4,0.4306472251192588
CURATOR,3,45,1,1,1,4,4,0.09186485041122447
CURATOR,3,46,3,3,1,2,2,0.6812490451565157
CURATOR,3,47,1,1,1,5,5,0.08482584954629405
CURATOR,3,48,1,2,0,2,2,0.6483817230363578
CURATOR,3,49,2,2,1,3,3,0.24968705508270475
CURATOR,3,50,1,1,1,1,1,0.313314961634031
CURATOR,3,51,0,0,1,7,7,0.06195965792115327
CURATOR,3,52,1,1,1,2,2,0.5654878147174692
CURATOR,3,53,1,1,1,5,5,0.6529197343259886
CURATOR,3,54,1,1,1,4,4,0.2845152067532787
CURATOR,3,55,0,0,1,2,2,0.11561254712217126
CURATOR,3,56,2,2,1,1,1,0.26272842014451825
CURATOR,3,57,3,3,1,1,1,0.4861881963961704
CURATOR,3,58,0,0,1,1,1,0.33711340396540374
CURATOR,3,59,2,2,1,2,2,0.10617302550701424
CURATOR,3,60,2,2,1,2,2,0.1483129404816964
CURATOR,3,61,2,2,1,2,2,0.17489416496070387
CURATOR,3,62,0,0,1,2,2,0.5853525183000973
CURATOR,3,63,3,3,1,1,1,0.40769173716622675
CURATOR,3,64,1,1,1,2,2,0.10643849403165044
CURATOR,3,65,3,3,1,9,9,0.4988468514911539
CURATOR,3,66,1,1,1,2,2,0.4097286329177151
CURATOR,3,67,2,2,1,2,2,0.5742290571448867
CURATOR,3,68,1,1,1,2,2,0.11213653231067736
CURATOR,3,69,0,0,1,4,4,0.4224680606702895
CURATOR,3,70,3,3,1,1,1,0.3796661758933356
CURATOR,3,71,2,2,1,1,1,0.47985917261653765
CURATOR,3,72,2,0,0,4,4,0.43601756530660024
CURATOR,3,73,1,1,1,1,1,0.3799547760383569
CURATOR,3,74,3,3,1,1,1,0.49887537791384984
CURATOR,3,75,2,2,1,1,1,0.2800970765378762
CURATOR,3,76,1,1,1,4,4,0.5082751459776719
CURATOR,3,77,2,2,1,1,1,0.4176655083120432
CURATOR,3,78,3,2,0,2,2,0.48605354090150554
CURATOR,3,79,3,1,0,2,2,0.5626533958502327
CURATOR,3,80,2,0,0,1,1,0.38000600569053045
CURATOR,3,81,2,1,0,4,4,0.44532509987032104
CURATOR,3,82,0,3,0,2,2,0.16112115684576558
CURATOR,3,83,2,2,1,2,2,0.6351946915621203
CURATOR,3,84,1,1,1,2,2,0.4539365886465623
CURATOR,3,85,0,0,1,3,3,0.06427153259704509
CURATOR,3,86,1,1,1,1,1,0.4619466683840081
CURATOR,3,87,2,2,1,6,6,0.5657158080172935
CURATOR,3,88,0,0,1,4,4,0.38725704289545926
CURATOR,3,89,2,2,1,2,2,0.6066549611808225
CURATOR,3,90,3,3,1,1,1,0.4860321846745075
CURATOR,3,91,3,3,1,1,1,0.46504226416581274
CURATOR,3,92,0,0,1,1,1,0.42968992852958987
CURATOR,3,93,2,2,1,7,7,0.37503015609275286
CURATOR,3,94,2,2,1,1,1,0.47216148196378477
CURATOR,3,95,1,1,1,2,2,0.3601041931059852
CURATOR,3,96,2,2,1,4,4,0.43190567321030193
CURATOR,3,97,0,0,1,6,6,0.05511431999261847
CURATOR,3,98,0,0,1,1,1,0.3073044947651659
CURATOR,3,99,2,2,1,7,7,0.07425129585505819
CURATOR,3,100,0,0,1,2,2,0.44580074900013195
CURATOR,3,101,1,1,1,2,2,0.16457910678518217
CURATOR,3,102,1,1,1,2,2,0.15358904893432773
CURATOR,3,103,3,3,1,1,1,0.41950473883533723
CURATOR,3,104,3,3,1,1,1,0.4706560672043254
CURATOR,3,105,1,1,1,4,4,0.39117021699208204
CURATOR,3,106,3,3,1,4,4,0.3081843230268696
CURATOR,3,107,2,1,0,3,3,0.28388959926234525
CURATOR,3,108,3,3,1,1,1,0.487023239391897
CURATOR,3,109,0,0,1,1,1,0.40144902548755024
CURATOR,3,110,3,3,1,3,3,0.2782925261426416
CURATOR,3,111,1,0,0,1,1,0.48364157866727936
CURATOR,3,112,0,0,1,2,2,0.6706138581333448
CURATOR,3,113,2,2,1,4,4,0.5079428918089234
CURATOR,3,114,2,2,1,4,4,0.36364688614935264
CURATOR,3,115,2,2,1,1,1,0.3789408541906941
CURATOR,3,116,0,0,1,1,1,0.46072989295392697
CURATOR,3,117,3,3,1,2,2,0.18125894232708553
CURATOR,3,118,3,3,1,4,4,0.060457760924786844
CURATOR,3,119,0,0,1,2,2,0.6543428292587004
CURATOR,3,120,3,2,0,1,1,0.4797587555822299
CURATOR,3,121,3,3,1,1,1,0.4403505933854234
CURATOR,3,122,3,3,1,2,2,0.5593499820864978
CURATOR,3,123,3,3,1,2,2,0.13355954236061587
CURATOR,3,124,1,0,0,5,5,0.5710215940513846
CURATOR,3,125,1,1,1,5,5,0.5925376038005623
CURATOR,3,126,1,3,0,1,1,0.41688913699206476
CURATOR,3,127,1,1,1,4,4,0.4029198522310578
CURATOR,3,128,3,3,1,5,5,0.3336482987008556
CURATOR,3,129,3,3,1,5,5,0.5342306349411906
CURATOR,3,130,3,3,1,5,5,0.583556502551406
CURATOR,3,131,0,0,1,3,3,0.21192988504699511
CURATOR,3,132,2,0,0,1,1,0.464837829396465
CURATOR,3,133,3,0,0,1,1,0.29184804846351825
CURATOR,3,134,1,1,1,2,2,0.5828331197760669
CURATOR,3,135,2,2,1,4,4,0.49857531728209326
CURATOR,3,136,2,1,0,2,2,0.6571003004348821
CURATOR,3,137,2,2,1,1,1,0.4673610911819433
CURATOR,3,138,0,0,1,1,1,0.3562774520726393
CURATOR,3,139,3,3,1,4,4,0.0941101243139549
CURATOR,3,140,0,0,1,1,1,0.3630675749979665
CURATOR,3,141,3,3,1,2,2,0.1376379985892163
CURATOR,3,142,2,2,1,2,2,0.1511138858882316
CURATOR,3,143,1,1,1,1,1,0.3244739961575245
CURATOR,3,144,0,0,1,5,5,0.6180265307182984
CURATOR,3,145,0,0,1,2,2,0.5725521801728837
CURATOR,3,146,2,2,1,1,1,0.45471115516819205
CURATOR,3,147,1,0,0,1,1,0.33799768138866926
CURATOR,3,148,2,2,1,2,2,0.6776719721361935
CURATOR,3,149,2,2,1,4,4,0.36215558405041454
CURATOR,3,150,3,2,0,1,1,0.47754206264534343
CURATOR,3,151,1,1,1,2,2,0.18957091182059072
CURATOR,3,152,3,3,1,2,2,0.13435957505485732
CURATOR,3,153,2,2,1,1,1,0.4993331290891089
CURATOR,3,154,2,2,1,4,4,0.4930631032133569
CURATOR,3,155,0,0,1,2,2,0.10868098451699273
CURATOR,3,156,2,3,0,5,5,0.5959724090497529
CURATOR,3,157,2,2,1,3,3,0.5984826749393478
CURATOR,3,158,2,3,0,2,2,0.539161126106038
CURATOR,3,159,0,0,1,4,4,0.49567885440338677
CURATOR,3,160,1,1,1,3,3,0.22697150132487304
CURATOR,3,161,3,3,1,5,5,0.5919219286418773
CURATOR,3,162,2,2,1,1,1,0.40979311170713884
CURATOR,3,163,3,3,1,8,8,0.4859992692983862
CURATOR,3,164,0,0,1,2,2,0.6704892364118873
CURATOR,3,165,2,2,1,5,5,0.6628032430908729
CURATOR,3,166,3,3,1,2,2,0.6617802441962356
CURATOR,3,167,1,1,1,2,2,0.6383093708978967
CURATOR,3,168,2,2,1,2,2,0.12072811256259094
CURATOR,3,169,1,1,1,4,4,0.42923664376246373
CURATOR,3,170,1,1,1,1,1,0.43102940272710977
CURATOR,3,171,1,1,1,1,1,0.44959928952476286
CURATOR,3,172,0,0,1,1,1,0.2403457654373522
CURATOR,3,173,0,0,1,2,2,0.1422453599161364
CURATOR,3,174,2,2,1,2,2,0.4336064872439986
CURATOR,3,175,2,2,1,3,3,0.23634196669505725
CURATOR,3,176,3,3,1,1,1,0.421120424083081
CURATOR,3,177,0,0,1,1,1,0.2720551246223108
CURATOR,3,178,3,2,0,1,1,0.2631316649803793
CURATOR,3,179,3,3,1,1,1,0.35265347944759884
CURATOR,3,180,1,1,1,3,3,0.25297299184441546
CURATOR,3,181,2,2,1,1,1,0.3892849210649075
CURATOR,3,182,2,0,0,1,1,0.4433190523748187
CURATOR,3,183,2,2,1,1,1,0.48502088426138396
CURATOR,3,184,3,3,1,4,4,0.42640273337489926
CURATOR,3,185,1,1,1,6,6,0.6197956575063915
CURATOR,3,186,3,3,1,1,1,0.49420278697520065
CURATOR,3,187,2,2,1,2,2,0.5119268048301352
CURATOR,3,188,1,1,1,2,2,0.6555545818425467
CURATOR,3,189,1,1,1,2,2,0.40656363645086546
CURATOR,3,190,2,2,1,1,1,0.4695830124364544
CURATOR,3,191,3,3,1,2,2,0.5998262375749485
CURATOR,3,192,2,2,1,1,1,0.4265161092019142
CURATOR,3,193,0,0,1,2,2,0.1943279900082113
CURATOR,3,194,0,0,1,1,1,0.430662613206283
CURATOR,3,195,3,3,1,1,1,0.40013548261952153
CURATOR,3,196,2,2,1,5,5,0.08777001306209122
CURATOR,3,197,1,2,0,2,2,0.5635842265502093
CURATOR,3,198,2,2,1,2,2,0.676353391278634
CURATOR,3,199,1,1,1,5,5,0.5957825946647535
CURATOR,4,0,3,3,1,2,2,0.684130135299824
CURATOR,4,1,0,2,0,4,4,0.4277140386938377
CURATOR,4,2,1,1,1,8,8,0.09593340614428841
CURATOR,4,3,3,3,1,3,3,0.056294883294751394
CURATOR,4,4,0,0,1,2,2,0.4139187649814946
CURATOR,4,5,3,3,1,2,2,0.474492372503689
CURATOR,4,6,0,0,1,4,4,0.0611296902061672
CURATOR,4,7,1,1,1,1,1,0.3876824845070965
CURATOR,4,8,1,1,1,1,1,0.4135438334782999
CURATOR,4,9,0,0,1,4,4,0.0629600440337143
CURATOR,4,10,3,3,1,3,3,0.28108156654158145
CURATOR,4,11,0,0,1,3,3,0.31805410119555394
CURATOR,4,12,1,1,1,6,6,0.0655098819242049
CURATOR,4,13,1,3,0,2,2,0.5247332314813875
CURATOR,4,14,3,3,1,1,1,0.2595619232565971
CURATOR,4,15,3,3,1,4,4,0.37690808682572746
CURATOR,4,16,2,2,1,3,3,0.22249273030813382
CURATOR,4,17,2,2,1,2,2,0.6144333522657366
CURATOR,4,18,1,1,1,1,1,0.37772771967136576
CURATOR,4,19,2,3,0,5,5,0.4318242252535303
CURATOR,4,20,1,1,1,6,6,0.05233964751777792
CURATOR,4,21,1,1,1,2,2,0.18370863827093206
CURATOR,4,22,3,2,0,2,2,0.13691487434776448
CURATOR,4,23,2,2,1,3,3,0.2511784828257921
CURATOR,4,24,3,3,1,2,2,0.19344118251548795
CURATOR,4,25,3,3,1,5,5,0.3025588170674665
CURATOR,4,26,0,0,1,2,2,0.3530648229101231
CURATOR,4,27,3,3,1,1,1,0.4297377306121487
CURATOR,4,28,3,3,1,1,1,0.3693096367555515
CURATOR,4,29,1,1,1,1,1,0.30509391813446635
CURATOR,4,30,2,3,0,7,7,0.2899623884503151
CURATOR,4,31,0,0,1,1,1,0.43068776414646825
CURATOR,4,32,2,2,1,4,4,0.31822207820305676
CURATOR,4,33,3,3,1,1,1,0.4921439239903366
CURATOR,4,34,2,2,1,3,3,0.2971470578742664
CURATOR,4,35,3,3,1,3,3,0.22444661306818367
CURATOR,4,36,2,2,1,6,6,0.1456914735900785
CURATOR,4,37,3,3,1,4,4,0.3373663559900896
CURATOR,4,38,3,3,1,5,5,0.3883603696239658
CURATOR,4,39,3,3,1,2,2,0.17445257216236118
CURATOR,4,40,1,1,1,2,2,0.6579762012480567
CURATOR,4,41,0,0,1,5,5,0.40767028376250336
CURATOR,4,42,1,1,1,2,2,0.1704162881618283
CURATOR,4,43,0,0,1,5,5,0.3440620228439686
CURATOR,4,44,0,3,0,4,4,0.313451351786114
CURATOR,4,45,1,1,1,2,2,0.10056366197226155
CURATOR,4,46,1,1,1,4,4,0.3990281398385035
CURATOR,4,47,3,3,1,2,2,0.16111893935094526
CURATOR,4,48,2,2,1,2,2,0.1740293427271837
CURATOR,4,49,1,1,1,2,2,0.589373682756104
CURATOR,4,50,0,0,1,7,7,0.07517042048298092
CURATOR,4,51,2,2,1,1,1,0.3098541447165734
CURATOR,4,52,0,0,1,3,3,0.18674046378457823
CURATOR,4,53,0,0,1,3,3,0.30333126566224566
CURATOR,4,54,2,2,1,2,2,0.12091008325717134
CURATOR,4,55,1,1,1,3,3,0.26100113474584524
CURATOR,4,56,3,3,1,5,5,0.45333191633113434
CURATOR,4,57,1,1,1,2,2,0.604603949346384
CURATOR,4,58,0,0,1,1,1,0.41374332373236566
CURATOR,4,59,1,2,0,1,1,0.41602435564505336
CURATOR,4,60,0,0,1,1,1,0.38621433672766886
CURATOR,4,61,1,1,1,6,6,0.3073762253004831
CURATOR,4,62,0,0,1,2,2,0.5881533936200635
CURATOR,4,63,3,3,1,6,6,0.060534210216328564
CURATOR,4,64,3,3,1,1,1,0.37873962521424126
CURATOR,4,65,3,3,1,1,1,0.2627733352947971
CURATOR,4,66,3,3,1,2,2,0.1447925565167219
CURATOR,4,67,2,2,1,2,2,0.14307646818652847
CURATOR,4,68,2,2,1,1,1,0.3511059937522866
CURATOR,4,69,2,0,0,2,2,0.6647112820455988
CURATOR,4,70,2,2,1,2,2,0.6444786840535099
CURATOR,4,71,0,0,1,2,2,0.5787504628445357
CURATOR,4,72,2,2,1,4,4,0.47946127927739224
CURATOR,4,73,2,2,1,5,5,0.5697299779179619
CURATOR,4,74,1,1,1,1,1,0.44165646100474465
CURATOR,4,75,3,3,1,3,3,0.246550918802392
CURATOR,4,76,2,2,1,2,2,0.5848864493471292
CURATOR,4,77,0,0,1,2,2,0.1715221888272448
CURATOR,4,78,0,0,1,1,1,0.3119690907454383
CURATOR,4,79,1,1,1,2,2,0.19294736790850014
CURATOR,4,80,1,1,1,3,3,0.24494568283894702
CURATOR,4,81,2,2,1,2,2,0.3714109823823827
CURATOR,4,82,3,3,1,1,1,0.42507950095964825
CURATOR,4,83,3,3,1,4,4,0.3633245008026907
CURATOR,4,84,0,0,1,3,3,0.06512332485856459
CURATOR,4,85,3,3,1,1,1,0.38206284513293765
CURATOR,4,86,3,3,1,5,5,0.1285777967776514
CURATOR,4,87,0,0,1,1,1,0.3223414836420472
CURATOR,4,88,3,3,1,2,2,0.4904062357958981
CURATOR,4,89,3,3,1,2,2,0.5076312977595983
CURATOR,4,90,1,1,1,2,2,0.6198651196972201
CURATOR,4,91,0,0,1,3,3,0.0652174905354338
CURATOR,4,92,1,1,1,4,4,0.34079947527328813
CURATOR,4,93,3,3,1,2,2,0.6361788372975028
CURATOR,4,94,1,1,1,4,4,0.31725735633342816
CURATOR,4,95,2,2,1,5,5,0.5381404294784804
CURATOR,4,96,3,3,1,6,6,0.16291706162833802
CURATOR,4,97,0,0,1,3,3,0.06304144877309906
CURATOR,4,98,1,1,1,2,2,0.5742252260359878
CURATOR,4,99,2,3,0,2,2,0.5148950505908866
CURATOR,4,100,3,3,1,2,2,0.5195880341838927
CURATOR,4,101,0,0,1,3,3,0.0569342647293233
CURATOR,4,102,3,1,0,4,4,0.493106017179308
CURATOR,4,103,3,3,1,3,3,0.2981032570566691
CURATOR,4,104,0,0,1,4,4,0.32881630027097036
CURATOR,4,105,3,3,1,3,3,0.1996872118626473
CURATOR,4,106,1,1,1,2,2,0.5199716710025383
CURATOR,4,107,1,1,1,1,1,0.3917103963013812
CURATOR,4,108,0,0,1,3,3,0.3164362351027726
CURATOR,4,109,3,3,1,1,1,0.4410401627009746
CURATOR,4,110,3,3,1,1,1,0.4040016290663544
CURATOR,4,111,0,0,1,1,1,0.4312299295908802
CURATOR,4,112,2,3,0,2,2,0.6046778931784863
CURATOR,4,113,1,1,1,1,1,0.41529430483948504
CURATOR,4,114,0,0,1,4,4,0.35960365181191123
CURATOR,4,115,1,1,1,5,5,0.12293699362552427
CURATOR,4,116,0,0,1,2,2,0.14975160689469713
CURATOR,4,117,2,2,1,1,1,0.43835892846028435
CURATOR,4,118,1,1,1,5,5,0.4607929454535105
CURATOR,4,119,2,2,1,4,4,0.40557176615157464
CURATOR,4,120,0,2,0,1,1,0.41264796839723294
CURATOR,4,121,1,1,1,3,3,0.2650857958711685
CURATOR,4,122,0,0,1,3,3,0.5758576898009313
CURATOR,4,123,1,3,0,7,7,0.20779878918742503
CURATOR,4,124,0,0,1,2,2,0.6288631048175745
CURATOR,4,125,1,1,1,1,1,0.4947138628413865
CURATOR,4,126,3,3,1,4,4,0.06420205671278502
CURATOR,4,127,2,2,1,3,3,0.1914125832874859
CURATOR,4,128,1,1,1,3,3,0.24389686156661453
CURATOR,4,129,0,0,1,3,3,0.060580277886558676
CURATOR,4,130,1,1,1,3,3,0.24972638936058317
CURATOR,4,131,2,2,1,2,2,0.1525380751283671
CURATOR,4,132,1,1,1,4,4,0.4352777593573077
CURATOR,4,133,1,1,1,3,3,0.0641778238757508
CURATOR,4,134,1,1,1,3,3,0.5370250498859087
CURATOR,4,135,3,3,1,4,4,0.35800056183311196
CURATOR,4,136,0,0,1,1,1,0.4625431326600388
CURATOR,4,137,0,3,0,5,5,0.5364227046487218
CURATOR,4,138,1,2,0,1,1,0.2668934261533714
CURATOR,4,139,3,3,1,3,3,0.2118167058549083
CURATOR,4,140,0,0,1,1,1,0.4323266667932496
CURATOR,4,141,1,1,1,2,2,0.3910888119559013
CURATOR,4,142,0,3,0,1,1,0.3666751546384976
CURATOR,4,143,0,0,1,1,1,0.4213170237160654
CURATOR,4,144,3,3,1,1,1,0.4514087660315267
CURATOR,4,145,2,2,1,2,2,0.5079669952910076
CURATOR,4,146,1,1,1,2,2,0.6499588886446601
CURATOR,4,147,0,0,1,1,1,0.33231363535729247
CURATOR,4,148,3,3,1,1,1,0.3948985908680407
CURATOR,4,149,2,2,1,1,1,0.3326545049515574
CURATOR,4,150,0,0,1,3,3,0.05831074643441854
CURATOR,4,151,3,3,1,3,3,0.3294665358141936
CURATOR,4,152,3,3,1,4,4,0.061127192972211836
CURATOR,4,153,3,3,1,2,2,0.5875285001784918
CURATOR,4,154,1,0,0,1,1,0.34977954152726
CURATOR,4,155,2,2,1,3,3,0.2732850173181365
CURATOR,4,156,3,3,1,1,1,0.49717619224677806
CURATOR,4,157,0,0,1,1,1,0.46618546185271853
CURATOR,4,158,3,3,1,2,2,0.18629419611588066
CURATOR,4,159,2,2,1,3,3,0.28998031755036874
CURATOR,4,160,3,3,1,1,1,0.2922343925929988
CURATOR,4,161,1,2,0,1,1,0.4523742768176826
CURATOR,4,162,3,3,1,4,4,0.41446477834991824
CURATOR,4,163,3,3,1,2,2,0.4977017368275017
CURATOR,4,164,0,0,1,2,2,0.4578943642604498
CURATOR,4,165,3,3,1,5,5,0.6214308403863616
CURATOR,4,166,1,1,1,7,7,0.31022917988755994
CURATOR,4,167,3,3,1,8,8,0.4190983109861731
CURATOR,4,168,1,1,1,3,3,0.2947269267490883
CURATOR,4,169,0,0,1,1,1,0.4498657852704072
CURATOR,4,170,0,0,1,5,5,0.6449521815486574
CURATOR,4,171,0,0,1,2,2,0.6707309839966376
CURATOR,4,172,0,0,1,2,2,0.47879325014152735
CURATOR,4,173,1,1,1,3,3,0.24958506338309253
CURATOR,4,174,3,3,1,1,1,0.3966588134099006
CURATOR,4,175,0,0,1,2,2,0.1357033911245463
CURATOR,4,176,1,1,1,1,1,0.3521917006273042
CURATOR,4,177,2,2,1,2,2,0.39909959534388323
CURATOR,4,178,0,0,1,5,5,0.0783655047099899
CURATOR,4,179,0,2,0,2,2,0.5984001698159357
CURATOR,4,180,2,2,1,1,1,0.3047593941414341
CURATOR,4,181,0,0,1,2,2,0.12893164770932863
CURATOR,4,182,2,2,1,1,1,0.3589049582468118
CURATOR,4,183,3,3,1,2,2,0.51746327546549
CURATOR,4,184,2,2,1,1,1,0.2908422545692978
CURATOR,4,185,3,3,1,3,3,0.06175869271252159
CURATOR,4,186,1,1,1,2,2,0.6481855344492385
CURATOR,4,187,0,0,1,4,4,0.3822985886134914
CURATOR,4,188,1,1,1,5,5,0.45395923969838176
CURATOR,4,189,3,3,1,2,2,0.6689151214852715
CURATOR,4,190,2,2,1,3,3,0.2544655367342475
CURATOR,4,191,2,2,1,3,3,0.20634832641140544
CURATOR,4,192,1,1,1,1,1,0.4968481141763261
CURATOR,4,193,2,3,0,1,1,0.4791035859242305
CURATOR,4,194,0,0,1,1,1,0.37634470781229556
CURATOR,4,195,3,3,1,3,3,0.25590732323077964
CURATOR,4,196,3,3,1,2,2,0.5393593568050178
CURATOR,4,197,0,2,0,5,5,0.38288246252274893
CURATOR,4,198,3,3,1,4,4,0.3974298812713944
CURATOR,4,199,0,0,1,1,1,0.37308852060086917
CURATOR,5,0,2,2,1,1,1,0.47697793386177467
CURATOR,5,1,1,1,1,4,4,0.47023538369595075
CURATOR,5,2,0,0,1,2,2,0.16351437266133415
CURATOR,5,3,2,2,1,2,2,0.5023611332642508
CURATOR,5,4,1,1,1,2,2,0.08105797345921284
CURATOR,5,5,3,3,1,2,2,0.6011746232664642
CURATOR,5,6,1,1,1,1,1,0.4912009175921705
CURATOR,5,7,1,1,1,2,2,0.13278022914736243
CURATOR,5,8,2,2,1,3,3,0.1545680662654736
CURATOR,5,9,1,1,1,3,3,0.2362548267609532
CURATOR,5,10,3,2,0,5,5,0.5975853292218188
CURATOR,5,11,2,2,1,2,2,0.5961929263557852
CURATOR,5,12,0,0,1,4,4,0.2258511685672216
CURATOR,5,13,2,2,1,3,3,0.2814184519650426
CURATOR,5,14,1,1,1,4,4,0.38836378690838785
CURATOR,5,15,0,0,1,4,4,0.5045284873941974
CURATOR,5,16,1,1,1,4,4,0.07231618960256106
CURATOR,5,17,3,3,1,2,2,0.14016374910890914
CURATOR,5,18,2,0,0,1,1,0.4350525747624915
CURATOR,5,19,1,1,1,2,2,0.49044774856510864
CURATOR,5,20,2,2,1,3,3,0.16640722098839644
CURATOR,5,21,3,3,1,2,2,0.15615215432075785
CURATOR,5,22,0,0,1,1,1,0.2609598153987299
CURATOR,5,23,1,1,1,7,7,0.3076694320633339
CURATOR,5,24,1,1,1,1,1,0.47973224911549006
CURATOR,5,25,3,3,1,1,1,0.35046443381556946
CURATOR,5,26,2,2,1,4,4,0.10130619330617649
CURATOR,5,27,3,3,1,1,1,0.36564401070480634
CURATOR,5,28,0,0,1,2,2,0.4987106982709856
CURATOR,5,29,2,2,1,1,1,0.46537575370875456
CURATOR,5,30,3,3,1,1,1,0.45779903786791154
CURATOR,5,31,1,1,1,1,1,0.4074482352056651
CURATOR,5,32,3,3,1,1,1,0.4627737154161993
CURATOR,5,33,3,3,1,1,1,0.3730928821031827
CURATOR,5,34,2,2,1,1,1,0.3365484890657291
CURATOR,5,35,2,2,1,4,4,0.09359791472479383
CURATOR,5,36,1,1,1,1,1,0.4950582603398932
CURATOR,5,37,0,0,1,4,4,0.32999122453350155
CURATOR,5,38,0,0,1,3,3,0.2621718484167805
CURATOR,5,39,3,3,1,2,2,0.448593361422567
CURATOR,5,40,0,0,1,2,2,0.5368116152651058
CURATOR,5,41,1,1,1,1,1,0.4901007664840151
CURATOR,5,42,0,0,1,2,2,0.5574450287991897
CURATOR,5,43,1,1,1,1,1,0.4571400376314445
CURATOR,5,44,1,1,1,1,1,0.4629033271796401
CURATOR,5,45,1,0,0,2,2,0.4748889047993726
CURATOR,5,46,2,2,1,1,1,0.3288650454518244
CURATOR,5,47,1,1,1,5,5,0.5505407607866935
CURATOR,5,48,2,2,1,1,1,0.4498615577269046
CURATOR,5,49,1,1,1,1,1,0.28605403948792735
CURATOR,5,50,3,3,1,1,1,0.32792365215835684
CURATOR,5,51,0,0,1,2,2,0.6438418588106449
CURATOR,5,52,3,3,1,2,2,0.644628504028304
CURATOR,5,53,2,2,1,2,2,0.39412001423500603
CURATOR,5,54,0,0,1,2,2,0.17559243243320663
CURATOR,5,55,2,2,1,6,6,0.3570644864086754
CURATOR,5,56,1,2,0,1,1,0.40042780790049315
CURATOR,5,57,3,3,1,4,4,0.17541786992479969
CURATOR,5,58,2,2,1,2,2,0.5457220028860015
CURATOR,5,59,0,0,1,2,2,0.12086435699531267
CURATOR,5,60,1,1,1,6,6,0.2627427775061631
CURATOR,5,61,3,1,0,1,1,0.4232316978155637
CURATOR,5,62,2,2,1,2,2,0.6201943981201974
CURATOR,5,63,1,0,0,2,2,0.6255488694284115
CURATOR,5,64,1,1,1,5,5,0.06504077393924908
CURATOR,5,65,1,1,1,3,3,0.26509604320876773
CURATOR,5,66,3,3,1,2,2,0.13282156574840837
CURATOR,5,67,1,1,1,2,2,0.6161188419563068
CURATOR,5,68,0,0,1,3,3,0.23109555014197702
CURATOR,5,69,0,0,1,2,2,0.6751639232658151
CURATOR,5,70,1,1,1,2,2,0.13387483664087318
