tier,seed_rep,observer,true_goal,modal_goal,correct,first_skim_t,cum_deep,final_goal_entropy
GHOST,0,113,1,2,0,0,0,1.3251238863149002
GHOST,0,114,2,0,0,0,0,1.376084187511154
GHOST,0,115,1,2,0,0,0,1.3391159072306973
GHOST,0,116,2,3,0,0,0,1.3808233307765887
GHOST,0,117,1,0,0,0,0,1.3642392534365388
GHOST,0,118,2,0,0,0,0,1.3758757707275504
GHOST,0,119,2,3,0,0,0,1.346888321642662
GHOST,0,120,0,2,0,0,0,1.3552508288538725
GHOST,0,121,1,1,1,0,0,1.3679910130673005
GHOST,0,122,2,2,1,0,0,1.3670519414332678
GHOST,0,123,3,1,0,0,0,1.3600306395299804
GHOST,0,124,0,1,0,0,0,1.353401519638574
GHOST,0,125,3,0,0,0,0,1.3825962588103349
GHOST,0,126,1,2,0,0,0,1.3681266922498976
GHOST,0,127,3,0,0,0,0,1.3575618145936017
GHOST,0,128,2,2,1,0,0,1.378665638774856
GHOST,0,129,1,0,0,0,0,1.3836838046043476
GHOST,0,130,3,3,1,0,0,1.3280813195232521
GHOST,0,131,3,1,0,0,0,1.3691543342178603
GHOST,0,132,0,3,0,0,0,1.3792079266005328
GHOST,0,133,1,2,0,0,0,1.3538525612213443
GHOST,0,134,3,2,0,0,0,1.376045266047534
GHOST,0,135,2,1,0,0,0,1.3621894392337088
GHOST,0,136,3,1,0,0,0,1.334713916655924
GHOST,0,137,1,1,1,0,0,1.3631210972587084
GHOST,0,138,3,3,1,0,0,1.3743385658881015
GHOST,0,139,1,0,0,0,0,1.372573072836588
GHOST,0,140,1,1,1,0,0,1.3368410941578452
GHOST,0,141,3,3,1,0,0,1.3700868599798137
GHOST,0,142,0,2,0,0,0,1.325766461949885
GHOST,0,143,0,0,1,0,0,1.3765854901758057
GHOST,0,144,3,2,0,0,0,1.3651820592450448
GHOST,0,145,0,2,0,0,0,1.3781694226495769
GHOST,0,146,3,2,0,0,0,1.3676986756456777
GHOST,0,147,1,3,0,0,0,1.3807495650701305
GHOST,0,148,1,2,0,0,0,1.3675465071575263
GHOST,0,149,3,2,0,0,0,1.3773336929734128
GHOST,0,150,3,3,1,0,0,1.3475921301427993
GHOST,0,151,0,2,0,0,0,1.3633116520569004
GHOST,0,152,3,2,0,0,0,1.3592508452209058
GHOST,0,153,1,3,0,0,0,1.374731116157724
GHOST,0,154,2,0,0,0,0,1.3772303282447727
GHOST,0,155,2,0,0,0,0,1.3823933011008265
GHOST,0,156,1,3,0,0,0,1.3733563617216
GHOST,0,157,1,0,0,0,0,1.3252640887696687
GHOST,0,158,0,3,0,0,0,1.3606074540701427
GHOST,0,159,0,0,1,0,0,1.3684179549978852
GHOST,0,160,1,3,0,0,0,1.3762444977983437
GHOST,0,161,1,2,0,0,0,1.369382624055711
GHOST,0,162,3,2,0,0,0,1.3628667797657772
GHOST,0,163,2,1,0,0,0,1.3685499382362123
GHOST,0,164,1,1,1,0,0,1.3717624051733868
GHOST,0,165,1,3,0,0,0,1.3726277927930908
GHOST,0,166,0,2,0,0,0,1.3350492643691458
GHOST,0,167,3,2,0,0,0,1.3843155495769854
GHOST,0,168,1,0,0,0,0,1.3507885911833482
GHOST,0,169,0,3,0,0,0,1.3824568112680362
GHOST,0,170,0,1,0,0,0,1.3474068296964585
GHOST,0,171,1,1,1,0,0,1.3724295159554658
GHOST,0,172,2,3,0,0,0,1.3475552147341054
GHOST,0,173,2,2,1,0,0,1.3783470793800285
GHOST,0,174,2,1,0,0,0,1.378099627500546
GHOST,0,175,3,1,0,0,0,1.3575073664508377
GHOST,0,176,0,3,0,0,0,1.3845749704291734
GHOST,0,177,2,1,0,0,0,1.3742049944182775
GHOST,0,178,1,0,0,0,0,1.355465340145192
GHOST,0,179,3,3,1,0,0,1.3621179923239075
GHOST,0,180,1,1,1,0,0,1.3776923375878531
GHOST,0,181,0,3,0,0,0,1.3723476464186013
GHOST,0,182,2,3,0,0,0,1.382866398519677
GHOST,0,183,3,1,0,0,0,1.352435497109915
GHOST,0,184,0,1,0,0,0,1.362260011316005
GHOST,0,185,3,1,0,0,0,1.381703839313471
GHOST,0,186,2,3,0,0,0,1.3642003666410616
GHOST,0,187,3,3,1,0,0,1.381596517691337
GHOST,0,188,1,2,0,0,0,1.3728016022831344
GHOST,0,189,2,0,0,0,0,1.3678043691356108
GHOST,0,190,2,3,0,0,0,1.3800444526918678
GHOST,0,191,2,1,0,0,0,1.3587596329497407
GHOST,0,192,2,1,0,0,0,1.3808840250199532
GHOST,0,193,1,2,0,0,0,1.3664771262851354
GHOST,0,194,3,3,1,0,0,1.3810231004606417
GHOST,0,195,2,3,0,0,0,1.3503279822271457
GHOST,0,196,1,0,0,0,0,1.3671986658165396
GHOST,0,197,0,0,1,0,0,1.3641576408535279
GHOST,0,198,2,3,0,0,0,1.3737749508144068
GHOST,0,199,3,3,1,0,0,1.372838778409872
GHOST,1,0,2,3,0,0,0,1.3611039844350874
GHOST,1,1,2,3,0,0,0,1.3760154791014216
GHOST,1,2,3,2,0,0,0,1.3704522869976792
GHOST,1,3,0,1,0,0,0,1.3714002045164904
GHOST,1,4,1,2,0,0,0,1.3823156179626959
GHOST,1,5,3,2,0,0,0,1.3694340866015557
GHOST,1,6,0,1,0,0,0,1.361598172479093
GHOST,1,7,2,2,1,0,0,1.373869616096539
GHOST,1,8,3,2,0,0,0,1.3686052787568554
GHOST,1,9,0,2,0,0,0,1.3564403351960168
GHOST,1,10,3,3,1,0,0,1.3743713214061337
GHOST,1,11,2,0,0,0,0,1.374529966210791
GHOST,1,12,1,0,0,0,0,1.375884335200495
GHOST,1,13,1,2,0,0,0,1.3590898029478662
GHOST,1,14,2,3,0,0,0,1.3643421244158058
GHOST,1,15,3,1,0,0,0,1.3723837193063346
GHOST,1,16,0,0,1,0,0,1.3705545049430115
GHOST,1,17,0,2,0,0,0,1.3660688319348848
GHOST,1,18,1,3,0,0,0,1.372131881781932
GHOST,1,19,0,0,1,0,0,1.3751244025182627
GHOST,1,20,3,0,0,0,0,1.3624212278023922
GHOST,1,21,2,0,0,0,0,1.3549271364070086
GHOST,1,22,0,0,1,0,0,1.373755316750594
GHOST,1,23,3,1,0,0,0,1.3677190041973448
GHOST,1,24,3,2,0,0,0,1.3367858956089234
GHOST,1,25,0,3,0,0,0,1.3746348677259461
GHOST,1,26,3,2,0,0,0,1.374756568277041
GHOST,1,27,1,1,1,0,0,1.358198653771532
GHOST,1,28,0,3,0,0,0,1.3682777552764642
GHOST,1,29,3,1,0,0,0,1.3844155968055651
GHOST,1,30,1,2,0,0,0,1.379161094287046
GHOST,1,31,1,0,0,0,0,1.3411145008918461
GHOST,1,32,0,1,0,0,0,1.3741420307748724
GHOST,1,33,2,0,0,0,0,1.366987154934355
GHOST,1,34,3,2,0,0,0,1.3754820218094341
GHOST,1,35,1,0,0,0,0,1.3738174155127754
GHOST,1,36,2,0,0,0,0,1.3656706848921487
GHOST,1,37,3,0,0,0,0,1.3709026656714989
GHOST,1,38,1,0,0,0,0,1.3768485992287287
GHOST,1,39,1,1,1,0,0,1.3830976815270821
GHOST,1,40,3,3,1,0,0,1.3814181803382213
GHOST,1,41,2,1,0,0,0,1.3854233646299048
GHOST,1,42,0,3,0,0,0,1.3369612903978605
GHOST,1,43,3,0,0,0,0,1.3738669256273153
GHOST,1,44,2,2,1,0,0,1.3712094716699612
GHOST,1,45,3,1,0,0,0,1.374566528098668
GHOST,1,46,3,1,0,0,0,1.3601111776783013
GHOST,1,47,1,1,1,0,0,1.3793058830644203
GHOST,1,48,3,0,0,0,0,1.3566347352609136
GHOST,1,49,3,1,0,0,0,1.3748764925300538
GHOST,1,50,0,3,0,0,0,1.3795843135969366
GHOST,1,51,1,3,0,0,0,1.3662346821351075
GHOST,1,52,0,0,1,0,0,1.3594945788438422
GHOST,1,53,2,2,1,0,0,1.331392690935279
GHOST,1,54,0,2,0,0,0,1.3780180514318374
GHOST,1,55,3,3,1,0,0,1.3771669066802938
GHOST,1,56,1,2,0,0,0,1.3729782478202261
GHOST,1,57,0,0,1,0,0,1.3737278385450153
GHOST,1,58,3,2,0,0,0,1.378496442957918
GHOST,1,59,3,0,0,0,0,1.374914541744675
GHOST,1,60,3,0,0,0,0,1.3673515256981372
GHOST,1,61,3,0,0,0,0,1.3724675611899946
GHOST,1,62,3,1,0,0,0,1.3592391897650653
GHOST,1,63,3,3,1,0,0,1.3737864364325802
GHOST,1,64,2,0,0,0,0,1.3733131052970482
GHOST,1,65,2,1,0,0,0,1.3730800484878491
GHOST,1,66,3,1,0,0,0,1.3696601680376994
GHOST,1,67,3,2,0,0,0,1.334579105293354
GHOST,1,68,2,0,0,0,0,1.3634730474978571
GHOST,1,69,2,1,0,0,0,1.3731435762508977
GHOST,1,70,2,0,0,0,0,1.3761273318409328
GHOST,1,71,2,3,0,0,0,1.382867082148589
GHOST,1,72,3,3,1,0,0,1.3663504454356188
GHOST,1,73,1,0,0,0,0,1.35927554021595
GHOST,1,74,1,3,0,0,0,1.373348649234309
GHOST,1,75,0,0,1,0,0,1.381844761840826
GHOST,1,76,3,1,0,0,0,1.36032126269729
GHOST,1,77,1,3,0,0,0,1.3833938947555384
GHOST,1,78,0,1,0,0,0,1.3734604083566122
GHOST,1,79,3,3,1,0,0,1.352997578110228
GHOST,1,80,0,3,0,0,0,1.3792149321185248
GHOST,1,81,0,0,1,0,0,1.3511310126703655
GHOST,1,82,2,2,1,0,0,1.3774230905545632
GHOST,1,83,3,3,1,0,0,1.381786725250458
GHOST,1,84,1,1,1,0,0,1.3696945977679653
GHOST,1,85,1,2,0,0,0,1.3568331973965586
GHOST,1,86,0,0,1,0,0,1.358944312957686
GHOST,1,87,3,3,1,0,0,1.3664238199017462
GHOST,1,88,3,0,0,0,0,1.3808338453217284
GHOST,1,89,2,0,0,0,0,1.3818088992814581
GHOST,1,90,2,2,1,0,0,1.329510744096476
GHOST,1,91,3,1,0,0,0,1.3130000456700377
GHOST,1,92,3,1,0,0,0,1.3376119027306939
GHOST,1,93,2,0,0,0,0,1.3646625308143165
GHOST,1,94,3,2,0,0,0,1.3692450377378016
GHOST,1,95,1,3,0,0,0,1.3790972152513525
GHOST,1,96,0,1,0,0,0,1.364102794516747
GHOST,1,97,1,1,1,0,0,1.3574958075618346
GHOST,1,98,1,1,1,0,0,1.3729095757371235
GHOST,1,99,3,2,0,0,0,1.3610743725090066
GHOST,1,100,2,3,0,0,0,1.3570145227885821
GHOST,1,101,1,3,0,0,0,1.3799173883727587
GHOST,1,102,2,2,1,0,0,1.3662017375818074
GHOST,1,103,1,3,0,0,0,1.3724167497839619
GHOST,1,104,3,2,0,0,0,1.382413320973513
GHOST,1,105,2,3,0,0,0,1.3714472805808846
GHOST,1,106,3,2,0,0,0,1.3579692223863309
GHOST,1,107,3,3,1,0,0,1.3527585323049092
GHOST,1,108,1,2,0,0,0,1.3810888674254693
GHOST,1,109,3,3,1,0,0,1.3735644081116776
GHOST,1,110,1,2,0,0,0,1.3590843806234028
GHOST,1,111,2,0,0,0,0,1.3660063112012324
GHOST,1,112,0,3,0,0,0,1.3437831015477044
GHOST,1,113,2,1,0,0,0,1.3610716002687904
GHOST,1,114,3,3,1,0,0,1.3514361638203485
GHOST,1,115,1,1,1,0,0,1.383553895697463
GHOST,1,116,0,1,0,0,0,1.3711158422828862
GHOST,1,117,0,1,0,0,0,1.3774493096772717
GHOST,1,118,2,1,0,0,0,1.372934996018219
GHOST,1,119,0,2,0,0,0,1.3474983099239943
GHOST,1,120,0,1,0,0,0,1.364412795878792
GHOST,1,121,0,0,1,0,0,1.3632349392773941
GHOST,1,122,1,3,0,0,0,1.382937903497353
GHOST,1,123,0,2,0,0,0,1.3617029673258443
GHOST,1,124,0,3,0,0,0,1.3468145244913148
GHOST,1,125,3,2,0,0,0,1.3826837797382354
GHOST,1,126,2,2,1,0,0,1.3413643315104427
GHOST,1,127,0,3,0,0,0,1.370382150016304
GHOST,1,128,2,0,0,0,0,1.3547817791876033
GHOST,1,129,3,1,0,0,0,1.3729316078898994
GHOST,1,130,1,2,0,0,0,1.3699774805201281
GHOST,1,131,1,3,0,0,0,1.3748705523439213
GHOST,1,132,1,3,0,0,0,1.3290414723259998
GHOST,1,133,3,2,0,0,0,1.383573963213124
GHOST,1,134,1,2,0,0,0,1.3680729887621224
GHOST,1,135,2,2,1,0,0,1.35322802195973
GHOST,1,136,1,0,0,0,0,1.3776019521697467
GHOST,1,137,1,1,1,0,0,1.3535561514401675
GHOST,1,138,1,3,0,0,0,1.3796606219829408
GHOST,1,139,0,2,0,0,0,1.369045893187075
GHOST,1,140,1,3,0,0,0,1.3460472238044408
GHOST,1,141,2,0,0,0,0,1.3652772444539736
GHOST,1,142,2,1,0,0,0,1.3696583851076194
GHOST,1,143,2,1,0,0,0,1.3705622724882334
GHOST,1,144,2,1,0,0,0,1.3392107757803464
GHOST,1,145,1,0,0,0,0,1.3464699571264367
GHOST,1,146,1,2,0,0,0,1.3817486835786033
GHOST,1,147,3,3,1,0,0,1.3811348754309754
GHOST,1,148,0,3,0,0,0,1.3787794931230841
GHOST,1,149,3,1,0,0,0,1.3639973011193685
GHOST,1,150,1,2,0,0,0,1.3729461675658707
GHOST,1,151,0,1,0,0,0,1.3439219730517171
GHOST,1,152,2,0,0,0,0,1.3709057445456543
GHOST,1,153,0,2,0,0,0,1.3711890421023964
GHOST,1,154,0,0,1,0,0,1.3805936675513917
GHOST,1,155,3,3,1,0,0,1.3809867653210797
GHOST,1,156,3,3,1,0,0,1.3613172894564853
GHOST,1,157,3,3,1,0,0,1.3803689282410574
GHOST,1,158,3,2,0,0,0,1.3690893995198465
GHOST,1,159,2,3,0,0,0,1.3681105282962482
GHOST,1,160,1,3,0,0,0,1.3663565536392677
GHOST,1,161,3,0,0,0,0,1.32146953597453
GHOST,1,162,1,3,0,0,0,1.373846984838051
GHOST,1,163,2,3,0,0,0,1.35087700924371
GHOST,1,164,3,3,1,0,0,1.3689207913403363
GHOST,1,165,1,0,0,0,0,1.3746472201397886
GHOST,1,166,3,1,0,0,0,1.3527438667755536
GHOST,1,167,1,2,0,0,0,1.3654497355344912
GHOST,1,168,1,1,1,0,0,1.364486397055944
GHOST,1,169,2,2,1,0,0,1.3448753192028366
GHOST,1,170,3,3,1,0,0,1.3724009950962277
GHOST,1,171,3,0,0,0,0,1.3713740867287258
GHOST,1,172,2,1,0,0,0,1.3695147658873512
GHOST,1,173,0,1,0,0,0,1.3661441577367337
GHOST,1,174,1,3,0,0,0,1.3743520419892348
GHOST,1,175,0,2,0,0,0,1.3681085475560726
GHOST,1,176,2,3,0,0,0,1.3763664245410208
GHOST,1,177,0,2,0,0,0,1.3731860155667226
GHOST,1,178,0,1,0,0,0,1.357193465128654
GHOST,1,179,0,1,0,0,0,1.3626769466386293
GHOST,1,180,2,3,0,0,0,1.3755872201584298
GHOST,1,181,0,0,1,0,0,1.358326385707092
GHOST,1,182,1,1,1,0,0,1.3725271870875908
GHOST,1,183,3,1,0,0,0,1.3806674376908867
GHOST,1,184,0,3,0,0,0,1.3606614484467805
GHOST,1,185,1,3,0,0,0,1.38071493692156
GHOST,1,186,1,2,0,0,0,1.3837165635958015
GHOST,1,187,0,1,0,0,0,1.3734867002260334
GHOST,1,188,2,3,0,0,0,1.3812115961901075
GHOST,1,189,2,1,0,0,0,1.3718327249138147
GHOST,1,190,2,3,0,0,0,1.36797956596745
GHOST,1,191,2,3,0,0,0,1.3705452518322103
GHOST,1,192,0,2,0,0,0,1.3407704590347553
GHOST,1,193,3,0,0,0,0,1.382310529454485
GHOST,1,194,3,2,0,0,0,1.3765752963078364
GHOST,1,195,2,0,0,0,0,1.374459158182907
GHOST,1,196,1,3,0,0,0,1.3848652689544814
GHOST,1,197,2,1,0,0,0,1.3700474827983056
GHOST,1,198,0,2,0,0,0,1.3747343459127714
GHOST,1,199,2,1,0,0,0,1.3792151862848792
GHOST,2,0,0,2,0,0,0,1.3688656760434816
GHOST,2,1,0,1,0,0,0,1.3522385834345991
GHOST,2,2,1,2,0,0,0,1.3558287331879564
GHOST,2,3,3,0,0,0,0,1.3692759301145636
GHOST,2,4,1,1,1,0,0,1.3752292132912785
GHOST,2,5,2,0,0,0,0,1.3827293597184145
GHOST,2,6,0,1,0,0,0,1.3805912265571352
GHOST,2,7,0,3,0,0,0,1.3742405466146477
GHOST,2,8,1,1,1,0,0,1.3859485399079512
GHOST,2,9,1,2,0,0,0,1.3715780987939368
GHOST,2,10,0,2,0,0,0,1.380304540238633
GHOST,2,11,2,2,1,0,0,1.3809797076418528
GHOST,2,12,3,2,0,0,0,1.3403635263331721
GHOST,2,13,3,2,0,0,0,1.3762217306457993
GHOST,2,14,1,3,0,0,0,1.3713284455540349
GHOST,2,15,1,3,0,0,0,1.3547976516029334
GHOST,2,16,3,2,0,0,0,1.3568719259248958
GHOST,2,17,3,1,0,0,0,1.3487387949063887
GHOST,2,18,1,2,0,0,0,1.3625232529617788
GHOST,2,19,1,3,0,0,0,1.3693635041158958
GHOST,2,20,1,0,0,0,0,1.355094968177322
GHOST,2,21,3,0,0,0,0,1.351874243687536
GHOST,2,22,1,1,1,0,0,1.3840890236908723
GHOST,2,23,0,0,1,0,0,1.383075379084235
GHOST,2,24,1,1,1,0,0,1.3835306898387687
GHOST,2,25,2,0,0,0,0,1.3802157725393769
GHOST,2,26,2,0,0,0,0,1.371186668510837
GHOST,2,27,1,2,0,0,0,1.3550979532969023
GHOST,2,28,2,3,0,0,0,1.3713008359641545
GHOST,2,29,0,1,0,0,0,1.3781032716039812
GHOST,2,30,0,1,0,0,0,1.3465159688261672
GHOST,2,31,1,2,0,0,0,1.379077048777051
GHOST,2,32,1,3,0,0,0,1.3708831705329192
GHOST,2,33,3,1,0,0,0,1.3754603631157991
GHOST,2,34,1,1,1,0,0,1.3540939375312684
GHOST,2,35,0,1,0,0,0,1.3734564336115445
GHOST,2,36,0,0,1,0,0,1.3439930985866824
GHOST,2,37,1,0,0,0,0,1.3745119312176775
GHOST,2,38,2,0,0,0,0,1.375708879600191
GHOST,2,39,3,2,0,0,0,1.3774096088251535
GHOST,2,40,3,1,0,0,0,1.3740550122544228
GHOST,2,41,2,3,0,0,0,1.3423965207460427
GHOST,2,42,3,3,1,0,0,1.3719549984271369
GHOST,2,43,3,2,0,0,0,1.3585233041733935
GHOST,2,44,0,1,0,0,0,1.3621645095158046
GHOST,2,45,3,0,0,0,0,1.37240137227194
GHOST,2,46,1,3,0,0,0,1.3809415096318776
GHOST,2,47,2,1,0,0,0,1.3692871856087774
GHOST,2,48,0,1,0,0,0,1.3523148509419416
GHOST,2,49,2,0,0,0,0,1.3844136494444919
GHOST,2,50,1,2,0,0,0,1.3822800015020391
GHOST,2,51,2,1,0,0,0,1.3800208527811664
GHOST,2,52,1,1,1,0,0,1.3496507675972325
GHOST,2,53,0,2,0,0,0,1.3685959685337963
GHOST,2,54,2,2,1,0,0,1.3724827977755363
GHOST,2,55,3,2,0,0,0,1.353692972173102
GHOST,2,56,0,1,0,0,0,1.3716994719965612
GHOST,2,57,1,3,0,0,0,1.3802508609494262
GHOST,2,58,3,2,0,0,0,1.3698865009519685
GHOST,2,59,3,0,0,0,0,1.366837829466233
GHOST,2,60,1,0,0,0,0,1.3756610046318072
GHOST,2,61,0,1,0,0,0,1.3809246874837544
GHOST,2,62,1,2,0,0,0,1.3653285878668786
GHOST,2,63,1,2,0,0,0,1.362794065007653
GHOST,2,64,2,1,0,0,0,1.3748964908983285
GHOST,2,65,3,0,0,0,0,1.3596213222936866
GHOST,2,66,0,1,0,0,0,1.378736743245358
GHOST,2,67,2,2,1,0,0,1.3624605850997409
GHOST,2,68,2,0,0,0,0,1.3707663061297366
GHOST,2,69,0,1,0,0,0,1.378968572191439
GHOST,2,70,1,3,0,0,0,1.3402638707400514
GHOST,2,71,2,2,1,0,0,1.3731517957459423
GHOST,2,72,0,3,0,0,0,1.3809872484194994
GHOST,2,73,3,2,0,0,0,1.3725104027170336
GHOST,2,74,3,2,0,0,0,1.3735399860669883
GHOST,2,75,3,1,0,0,0,1.374814872901444
GHOST,2,76,1,0,0,0,0,1.3562424970308466
GHOST,2,77,2,3,0,0,0,1.3630360042335865
GHOST,2,78,2,1,0,0,0,1.3709389957589655
GHOST,2,79,1,1,1,0,0,1.341961973700693
GHOST,2,80,0,2,0,0,0,1.3531283707585062
GHOST,2,81,1,3,0,0,0,1.3400211510657003
GHOST,2,82,1,3,0,0,0,1.3785694290605235
GHOST,2,83,3,2,0,0,0,1.383448941571367
GHOST,2,84,0,2,0,0,0,1.3707408666433776
GHOST,2,85,0,2,0,0,0,1.3627361777212892
GHOST,2,86,3,1,0,0,0,1.3622625873892416
GHOST,2,87,1,2,0,0,0,1.3694370358753216
GHOST,2,88,2,1,0,0,0,1.3654054763910413
GHOST,2,89,1,3,0,0,0,1.336362138447591
GHOST,2,90,0,1,0,0,0,1.3814018359243776
GHOST,2,91,2,0,0,0,0,1.3825836353858574
GHOST,2,92,2,1,0,0,0,1.3680053353550705
GHOST,2,93,3,1,0,0,0,1.3798405549713308
GHOST,2,94,0,1,0,0,0,1.3790996071266772
GHOST,2,95,1,1,1,0,0,1.3243536825163162
GHOST,2,96,1,3,0,0,0,1.3639410491777024
GHOST,2,97,3,1,0,0,0,1.37549959495624
GHOST,2,98,0,2,0,0,0,1.3799596624398063
GHOST,2,99,3,3,1,0,0,1.3686729045639556
GHOST,2,100,1,1,1,0,0,1.372336700907391
GHOST,2,101,1,2,0,0,0,1.3586999059045564
GHOST,2,102,2,2,1,0,0,1.3642754159613808
GHOST,2,103,1,2,0,0,0,1.3757222914583496
GHOST,2,104,3,3,1,0,0,1.3520044394119348
GHOST,2,105,3,2,0,0,0,1.363275666614953
GHOST,2,106,1,3,0,0,0,1.3502714268721094
GHOST,2,107,3,2,0,0,0,1.3568700384263759
GHOST,2,108,2,2,1,0,0,1.3652344689182563
GHOST,2,109,3,2,0,0,0,1.3286233685950921
GHOST,2,110,1,0,0,0,0,1.381467804136229
GHOST,2,111,0,0,1,0,0,1.3735868504849764
GHOST,2,112,2,1,0,0,0,1.3772914432655605
GHOST,2,113,3,0,0,0,0,1.3740346785490898
GHOST,2,114,2,1,0,0,0,1.376840826875322
GHOST,2,115,1,0,0,0,0,1.3772951591550062
GHOST,2,116,1,1,1,0,0,1.3828814106200187
GHOST,2,117,3,3,1,0,0,1.3569596509918305
GHOST,2,118,3,1,0,0,0,1.3639796961831414
GHOST,2,119,3,3,1,0,0,1.361500108456074
GHOST,2,120,3,3,1,0,0,1.3370472843783452
GHOST,2,121,3,1,0,0,0,1.3190298722154479
GHOST,2,122,2,2,1,0,0,1.3714643944241036
GHOST,2,123,2,0,0,0,0,1.3746112149884193
GHOST,2,124,3,2,0,0,0,1.3444530286000185
GHOST,2,125,1,1,1,0,0,1.3734102936742674
GHOST,2,126,0,2,0,0,0,1.371836713334862
GHOST,2,127,3,1,0,0,0,1.362703849238232
GHOST,2,128,3,3,1,0,0,1.3587955348945138
GHOST,2,129,2,0,0,0,0,1.3780899894253915
GHOST,2,130,1,0,0,0,0,1.3725307891119312
GHOST,2,131,3,0,0,0,0,1.3595905828367831
GHOST,2,132,0,0,1,0,0,1.356129496648382
GHOST,2,133,3,2,0,0,0,1.3671691042554017
GHOST,2,134,1,2,0,0,0,1.3572693590719822
GHOST,2,135,1,3,0,0,0,1.3734178270070163
GHOST,2,136,2,1,0,0,0,1.3786147829714748
GHOST,2,137,0,0,1,0,0,1.3807792321211132
GHOST,2,138,3,2,0,0,0,1.3812945304018178
GHOST,2,139,1,3,0,0,0,1.3642342960498652
GHOST,2,140,1,2,0,0,0,1.3641426205561646
GHOST,2,141,2,3,0,0,0,1.3706773807744657
GHOST,2,142,3,0,0,0,0,1.3777016856241833
GHOST,2,143,0,1,0,0,0,1.378251755037478
GHOST,2,144,1,3,0,0,0,1.3126973734563916
GHOST,2,145,3,3,1,0,0,1.36195950199349
GHOST,2,146,3,1,0,0,0,1.351830771489952
GHOST,2,147,3,1,0,0,0,1.367033200768748
GHOST,2,148,2,3,0,0,0,1.381578184681734
GHOST,2,149,3,3,1,0,0,1.3710039154898155
GHOST,2,150,1,0,0,0,0,1.3553205619244455
GHOST,2,151,3,2,0,0,0,1.3778564435560723
GHOST,2,152,1,3,0,0,0,1.3392546194358763
GHOST,2,153,2,3,0,0,0,1.3357172538199085
GHOST,2,154,3,3,1,0,0,1.3569691900294258
GHOST,2,155,3,0,0,0,0,1.381273102047144
GHOST,2,156,1,2,0,0,0,1.3597364187913752
GHOST,2,157,2,3,0,0,0,1.3820197633782876
GHOST,2,158,3,1,0,0,0,1.3701133808715826
GHOST,2,159,1,3,0,0,0,1.3731542549898816
GHOST,2,160,1,1,1,0,0,1.3326430415638504
GHOST,2,161,0,0,1,0,0,1.361029880509552
GHOST,2,162,2,1,0,0,0,1.3782576910216866
GHOST,2,163,1,2,0,0,0,1.354482542614682
GHOST,2,164,0,2,0,0,0,1.3709122833248415
GHOST,2,165,3,1,0,0,0,1.362325229404731
GHOST,2,166,0,0,1,0,0,1.370760901213126
GHOST,2,167,3,3,1,0,0,1.3742752846823412
GHOST,2,168,0,0,1,0,0,1.3752868595967076
GHOST,2,169,3,2,0,0,0,1.3774500780961438
GHOST,2,170,1,3,0,0,0,1.3348437821819434
GHOST,2,171,3,3,1,0,0,1.385085497496402
GHOST,2,172,3,1,0,0,0,1.377032412652174
GHOST,2,173,1,0,0,0,0,1.3524202782051042
GHOST,2,174,1,1,1,0,0,1.3611373780981428
GHOST,2,175,2,2,1,0,0,1.3859178885997265
GHOST,2,176,2,2,1,0,0,1.3812190644623232
GHOST,2,177,2,3,0,0,0,1.3837661203830047
GHOST,2,178,1,3,0,0,0,1.3732669352609703
GHOST,2,179,1,0,0,0,0,1.3740197933886775
GHOST,2,180,2,1,0,0,0,1.3735103849025116
GHOST,2,181,0,1,0,0,0,1.3624535295244635
GHOST,2,182,1,2,0,0,0,1.3744018128876427
GHOST,2,183,1,1,1,0,0,1.3394484750995161
GHOST,2,184,3,2,0,0,0,1.3681099149873233
GHOST,2,185,0,1,0,0,0,1.3583842742423768
GHOST,2,186,0,1,0,0,0,1.367937948226494
GHOST,2,187,2,2,1,0,0,1.3336588589820617
GHOST,2,188,1,2,0,0,0,1.3238614177360584
GHOST,2,189,2,1,0,0,0,1.3819806054273758
GHOST,2,190,2,1,0,0,0,1.364498868189736
GHOST,2,191,2,1,0,0,0,1.381469721840959
GHOST,2,192,3,1,0,0,0,1.3554745707737363
GHOST,2,193,1,3,0,0,0,1.370335230455727
GHOST,2,194,1,2,0,0,0,1.3737880714763224
GHOST,2,195,0,0,1,0,0,1.370664130034528
GHOST,2,196,3,3,1,0,0,1.3652435422297735
GHOST,2,197,0,1,0,0,0,1.3764870459918428
GHOST,2,198,1,0,0,0,0,1.3655302964904656
GHOST,2,199,2,0,0,0,0,1.3679490553682525
GHOST,3,0,3,1,0,0,0,1.3692338179642194
GHOST,3,1,1,2,0,0,0,1.3661963714448568
GHOST,3,2,1,1,1,0,0,1.3672606362955175
GHOST,3,3,3,3,1,0,0,1.3857853060904588
GHOST,3,4,2,3,0,0,0,1.372466430902139
GHOST,3,5,1,2,0,0,0,1.3670042328382528
GHOST,3,6,2,0,0,0,0,1.3680092151560537
GHOST,3,7,3,0,0,0,0,1.383335635357471
GHOST,3,8,3,3,1,0,0,1.375134341884511
GHOST,3,9,2,2,1,0,0,1.3683188904412256
GHOST,3,10,3,3,1,0,0,1.3771177290172096
GHOST,3,11,2,0,0,0,0,1.3601087369723248
GHOST,3,12,0,2,0,0,0,1.3752167550762744
GHOST,3,13,2,0,0,0,0,1.3628875025241611
GHOST,3,14,1,1,1,0,0,1.353847534811385
