regime,reader,coverage,kappa,contamination,seed_rep,observer,creator_mi,oracle_mi,mi_ratio,ghost_col_err,frac_corpus_labelled
symmetric,naive,0.0,0.9,0.6,2,5,0.6200643155416065,1.0887088433787815,0.5695409928124143,2.1866350473898937,0.0
symmetric,naive,0.1,0.9,0.6,0,0,0.8622294706764856,1.0887088433787815,0.7919743427458321,1.603056614844593,0.1225
symmetric,naive,0.1,0.9,0.6,0,1,0.8301894215073679,1.0887088433787815,0.7625449417044278,1.7242770225620718,0.1225
symmetric,naive,0.1,0.9,0.6,0,2,0.8023460121882693,1.0887088433787815,0.7369702350338295,2.2265926234532882,0.1225
symmetric,naive,0.1,0.9,0.6,0,3,0.818009214375192,1.0887088433787815,0.7513571873233988,2.4193500895385016,0.1225
symmetric,naive,0.1,0.9,0.6,0,4,0.8130586230007335,1.0887088433787815,0.7468099739848036,2.2783637297587185,0.1225
symmetric,naive,0.1,0.9,0.6,0,5,0.6791311656576278,1.0887088433787815,0.6237950300375633,1.9380821252877958,0.1225
symmetric,naive,0.1,0.9,0.6,1,0,0.8822273071365715,1.0887088433787815,0.810342739936419,1.9009538866732636,0.105
symmetric,naive,0.1,0.9,0.6,1,1,0.8315818118570195,1.0887088433787815,0.7638238790053598,1.6942404282217538,0.105
symmetric,naive,0.1,0.9,0.6,1,2,0.8701504087029914,1.0887088433787815,0.7992498765808688,1.4728215417871082,0.105
symmetric,naive,0.1,0.9,0.6,1,3,0.8206838459276953,1.0887088433787815,0.7538138878166204,2.1205376763323245,0.105
symmetric,naive,0.1,0.9,0.6,1,4,0.7300242906491101,1.0887088433787815,0.6705413436190134,1.4390294251942533,0.105
symmetric,naive,0.1,0.9,0.6,1,5,0.8401431154920584,1.0887088433787815,0.7716876009610565,2.4485889890591594,0.105
symmetric,naive,0.1,0.9,0.6,2,0,0.9432828271543954,1.0887088433787815,0.8664234086929431,1.5403872227883797,0.08
symmetric,naive,0.1,0.9,0.6,2,1,0.8652119534823542,1.0887088433787815,0.7947138105328417,1.674483449355755,0.08
symmetric,naive,0.1,0.9,0.6,2,2,0.9208187937126648,1.0887088433787815,0.8457897621690351,1.8670111649734793,0.08
