true_beta,seed_rep,observer,true_goal,recovered_beta,beta_posterior_entropy,modal_beta_level,modal_goal,correct,final_entropy,psi_analogue,engaged_fraction,cum_deep
0.0,0,184,0,0.26177065556097806,1.218157494543175,1,0,1,1.0053922908699975,0.9637542384325897,0.0,10
0.0,0,185,0,0.22618205729939178,1.1967058804254647,1,0,1,1.2398141160963685,0.2129544160809281,0.0,10
0.0,0,186,0,0.3270216166605993,1.2773703376249883,1,1,0,0.2408429389173865,2.3637971383826044,0.0,10
0.0,0,187,0,0.22409828880477142,1.175909594311528,1,2,0,1.0329469498708097,1.044485044667789,0.0,10
0.0,0,188,0,0.21926230579592673,1.1687296833115108,1,3,0,1.1675327794633235,0.30344045200069186,0.0,10
0.0,0,189,0,0.25525219647347014,1.2372961561367588,1,0,1,0.9547992369751639,0.846890070336789,0.0,10
0.0,0,190,0,0.19434704594838473,1.1137379628989874,0,3,0,1.1784444096756737,0.5072483627590685,0.0,10
0.0,0,191,0,0.22891136541171866,1.1970689331528155,1,1,0,1.2350136028642833,0.5194455835093671,0.0,10
0.0,0,192,0,0.27132377650899026,1.2461159701156854,1,2,0,0.9719105467081272,1.2649351302191443,0.0,10
0.0,0,193,0,0.1605324955430091,1.0205578496757801,0,0,1,1.0252381728523936,0.37954149673956544,0.0,10
0.0,0,194,0,0.26539194988360004,1.2516930076307746,1,2,0,0.8241844507724179,1.0647041897860798,0.0,10
0.0,0,195,0,0.2769191393458254,1.2660088320397191,1,3,0,0.9730344911893896,1.0324440356005617,0.0,10
0.0,0,196,0,0.18950277993012946,1.091563577027809,0,3,0,1.3543591487661693,0.13524000882492143,0.0,10
0.0,0,197,0,0.22778631341654684,1.173670281663812,1,1,0,1.1341961219198982,0.3235377072315666,0.0,10
0.0,0,198,0,0.2018001743566674,1.1261783121594093,0,0,1,1.2234387678080292,0.38765123405714397,0.0,10
0.0,0,199,0,0.4562187029958853,1.3607788872591997,2,3,0,0.2434922010636443,2.4006450716090706,0.0,10
0.0,1,0,2,0.2141817572657724,1.1709540155651552,0,0,0,1.2869748716987424,0.0665457580935309,0.0,10
0.0,1,1,2,0.295985401607842,1.2658897678037366,1,2,1,0.8919515535405975,1.5573537568485012,0.0,10
0.0,1,2,2,0.26551259032764735,1.25846287718675,1,1,0,1.0336249636777077,0.6962305168142973,0.0,10
0.0,1,3,2,0.32464481077278295,1.3032113190735604,1,1,0,0.7032501124884526,0.9988062569946856,0.0,10
0.0,1,4,2,0.7810531591087531,1.1371761362303616,3,1,0,1.1388114259522291e-05,3.0474737037727184,0.0,10
0.0,1,5,2,0.2085382908859264,1.149622196086393,0,0,0,1.2955806863166588,0.2833905786944265,0.0,10
0.0,1,6,2,0.27619365624915504,1.2760325073627363,1,2,1,1.0481747612978511,0.7797068965094142,0.0,10
0.0,1,7,2,0.25171586541868957,1.2137424281501024,1,1,0,1.1541281985364022,0.7479849207874,0.0,10
0.0,1,8,2,0.2530387556731958,1.216846012702062,1,0,0,0.8432758556373351,0.9719015114617536,0.0,10
0.0,1,9,2,0.2142677216434987,1.1397844954169085,1,2,1,1.3093800961997064,0.12967533664970807,0.0,10
0.0,1,10,2,0.26279551188096323,1.25151742673433,1,0,0,1.0235505235016307,0.7683944914830177,0.0,10
