arm,p_divergence,seed_rep,observer,latent,declared,diverged,latent_correct,declared_correct,self_report_correct,recovered_mu,mu_entropy,subgoal_entropy,final_entropy,artifact_trace_kl
human_unaware,0.0,0,51,0,0,0,1,1,1,1.9446218154288135,1.0955976938448193,1.3853410750281088,0.761462248503511,0.47930958094068843
human_unaware,0.0,0,52,0,0,0,1,1,1,1.947228785728649,1.0958727856719985,1.3849956170238418,0.7180607373061784,0.47930958094068843
human_unaware,0.0,0,53,0,0,0,1,1,1,1.960178605397191,1.0970463840401874,1.385726157583231,0.8746495748977345,0.47930958094068843
human_unaware,0.0,0,54,0,0,0,1,1,1,1.9559049330986893,1.0966946808259805,1.3853308231592003,0.9049265981459145,0.47930958094068843
human_unaware,0.0,0,55,0,0,0,1,1,1,1.981929569638376,1.0982876627476545,1.3860822949694103,0.34241616702254174,0.47930958094068843
human_unaware,0.0,0,56,0,0,0,1,1,1,1.96491096351342,1.0973947165140951,1.3857579244268476,0.5594625463109609,0.47930958094068843
human_unaware,0.0,0,57,0,0,0,1,1,1,1.9621080213507907,1.0971936279782648,1.3858236508750468,0.9438956664482252,0.47930958094068843
human_unaware,0.0,0,58,0,0,0,1,1,1,1.9622990954176014,1.0972078185749312,1.3857586475554409,0.5550998314144335,0.47930958094068843
human_unaware,0.0,0,59,0,0,0,1,1,1,1.9519510953132917,1.0963380227551642,1.385702415466013,0.678849599883097,0.47930958094068843
human_unaware,0.0,0,60,0,0,0,1,1,1,1.978677269423058,1.0981607601310464,1.385938655745618,1.2149007909261191,0.47930958094068843
human_unaware,0.0,0,61,0,0,0,1,1,1,1.9863531402519414,1.0984268819594813,1.3861008836578912,0.31592682891658125,0.47930958094068843
