arm,true_mu,delta,seed_rep,observer,true_goal,recovered_mu,mu_posterior_entropy,subgoal_entropy,correct,final_entropy,psi_analogue,psi_structure,engaged_fraction,cum_deep,separation_enforced
sustained,2,1.0,11,56,0,2.4254300300312885,0.8015571227214877,1.1955241041082278,1,2.307949706282177e-15,2.7562264723465613,3.1954912223053924,,24,True
sustained,2,1.0,11,57,0,2.41715892071286,0.7347390297073689,1.3444701341962815,1,1.68222698745416e-14,3.525697089844683,3.6220009312530475,,24,True
sustained,2,1.0,11,58,0,2.4546066993189863,0.6897302648535789,0.8237134553475796,1,6.275466300379575e-15,3.5615694540794007,4.856959861281372,,24,True
sustained,2,1.0,11,59,0,2.501138228559973,0.6957321224032429,1.0482929311095248,1,4.432677509464906e-15,3.254367524891546,4.032644579015696,,24,True
sustained,2,1.0,11,60,0,2.0829259882995728,1.0925069955941797,1.3627109594989828,1,5.762160299495665e-13,2.9535463361701377,3.0078491251596438,,24,True
sustained,2,1.0,11,61,0,2.5067817416978,0.7301058404857413,0.9974786395440303,1,2.137871102727767e-15,3.6991075813919676,4.5943888657798295,,24,True
sustained,2,1.0,11,62,0,2.43049750591522,0.6846368591645513,0.6841554094856851,1,5.175915481199483e-12,3.1203385176171365,4.737073200835561,,24,True
sustained,2,1.0,11,63,0,2.5166250395509007,0.7351380974277091,1.3669489387106109,1,4.005160054098807e-15,3.6127558927827357,3.6573003740068493,,24,True
sustained,2,1.0,11,64,0,2.518164480700868,0.6927632230380761,0.9499530252191349,1,2.2667980396643953e-15,2.523101746435572,3.527814801917095,,24,True
sustained,2,1.0,11,65,0,2.490926350373921,0.6944070218257087,0.6938071706864573,1,1.2300322304836796e-12,3.7381551350447677,5.3326658167914145,,24,True
sustained,2,1.0,11,66,0,2.495529714810331,0.6941192056479417,0.9829793425971024,1,2.088419302420337e-15,3.4033841685676953,4.332051317968599,,24,True
sustained,2,1.0,11,67,0,2.513491293641403,0.7389309987737038,1.2372253256027435,1,2.3119618574225527e-15,3.3560750552264884,3.6993191942056,,24,True
sustained,2,1.0,11,68,0,2.479809101687876,0.6968283054081822,0.6950085721404688,1,5.494043645948259e-13,2.8554176474374806,4.447162000116368,,24,True
sustained,2,1.0,11,69,0,2.5377995423527566,0.744546492202784,1.2892327092363884,1,6.6038034135441185e-15,3.4066235548925445,3.630116267590545,,24,True
sustained,2,1.0,11,70,0,2.450056328413759,0.6911165665045345,0.9758805108516057,1,2.026086909655035e-15,3.342317381234464,4.2873301947910125,,24,True
sustained,2,1.0,11,71,0,2.4935747016028955,0.6935142564784306,0.8311549452182834,1,6.541977612786629e-15,3.2495502676230292,4.527806011183162,,24,True
sustained,2,1.0,11,72,0,2.5156766057822644,0.7279276106225068,0.9681257733206972,1,2.3430902880009834e-15,3.093457217371093,4.056325973969415,,24,True
sustained,2,1.0,11,73,0,2.518315835332194,0.7770774462262027,1.3584545680811035,1,3.960492873928416e-15,3.191932849411108,3.2560363418266296,,24,True
sustained,2,1.0,11,74,0,2.4983102696101707,0.7120926429251067,1.237800835545353,1,2.2121201360350763e-15,3.0852621900451727,3.4271811684128552,,24,True
sustained,2,1.0,11,75,0,2.4814628015304683,0.7436538016539007,0.9872391835588674,1,1.0698159524809696e-12,2.768704851564429,3.6875633546756497,,24,True
sustained,2,1.0,11,76,0,2.4739710344338457,0.6940495342837459,1.2315328452779424,1,2.048721710521543e-15,3.4715153978744797,3.827866957190114,,24,True
sustained,2,1.0,11,77,0,2.4560849106996967,0.6906064338133782,0.9803440710894624,1,1.32980782089734e-13,2.846797729749169,3.781532816046063,,24,True
sustained,2,1.0,11,78,0,2.4476671689777176,0.7895276330109016,1.0565258213519189,1,1.1753976556803478e-10,3.308377277565452,4.067697401354775,,24,True
sustained,2,1.0,11,79,0,2.493105579904682,0.6933036258590756,0.9154677556844777,1,2.0719172619101774e-15,3.834357403292663,4.918475726316716,,24,True
sustained,2,1.0,11,80,0,2.46205621212575,0.6974039196015758,1.0178771275579992,1,2.0626192590572715e-15,3.1024221752233085,3.95073420519845,,24,True
sustained,2,1.0,11,81,0,2.568260904647765,0.6946731456943025,1.337508234966443,1,2.667840439808565e-15,3.144250301883899,3.256584508682691,,24,True
sustained,2,1.0,11,82,0,2.4680579514236007,0.6927218750490962,0.6920531178732718,1,5.856154346971331e-13,3.8526700086844254,5.451219546289078,,24,True
sustained,2,1.0,11,83,0,2.4528450574288394,0.6895205527409769,0.9526491826428465,1,2.0496268245986938e-15,2.5281448093744157,3.5266497329636914,,24,True
sustained,2,1.0,11,84,0,2.471602778008647,0.7518433727541945,1.1285464665959153,1,2.103312231646265e-15,2.983793064617543,3.577279524273808,,24,True
sustained,2,1.0,11,85,0,2.5125806387606433,0.6937726501315105,0.88786460658564,1,2.663982528715291e-15,3.35776425470634,4.505441177371894,,24,True
sustained,2,1.0,11,86,0,2.4563446027410643,0.7277804036288344,0.937030061977807,1,2.2830536428113043e-15,2.929675160802245,3.9641444387965703,,24,True
sustained,2,1.0,11,87,0,2.51947720303896,0.6940372599903029,1.057515269790162,1,1.2906529877018558e-13,2.9571665907689333,3.714208425327947,,24,True
sustained,2,1.0,11,88,0,2.5072354694697494,0.7125161308003141,1.1409017206665242,1,2.159877876546446e-15,2.989624968611161,3.554662404424223,,24,True
sustained,2,1.0,11,89,0,2.521423002649321,0.703435312479876,1.3297189410745194,1,2.5216612342271646e-15,3.5597489383950345,3.6900186571889684,,24,True
sustained,2,1.0,11,90,0,2.50526096007517,0.7010398970665025,1.307104712104781,1,1.2943769969681264e-13,3.028121241723106,3.210462147038997,,24,True
sustained,2,1.0,11,91,0,2.499473012868462,0.693391599919488,0.9695658947756922,1,1.849062056373494e-15,2.697164534407576,3.65671728881571,,24,True
sustained,2,1.0,11,92,0,2.438031167941693,0.7076269906558799,1.0181929845653626,1,2.373906140900953e-15,3.5713325064676065,4.418917248800073,,24,True
sustained,2,1.0,11,93,0,2.493983341206092,0.7011080476677203,1.1109837847745572,1,2.0445679506036604e-15,2.94052498873017,3.574451017741762,,24,True
sustained,2,1.0,11,94,0,2.542838478766793,0.6918865770295352,1.3617794831912367,1,4.044280451267173e-15,3.7045741395636713,3.7610217320042407,,24,True
sustained,2,1.0,11,95,0,2.516370618553613,0.6931078382910648,0.9779440336901034,1,2.000735097608034e-15,3.478548824313777,4.418810200941551,,24,True
sustained,2,1.0,11,96,0,2.536959405156517,0.7003074886812135,1.3447018042331682,1,2.7730522613497603e-15,3.106948166874508,3.2027185683147534,,24,True
sustained,2,1.0,11,97,0,2.4101140034793818,0.8124117105589739,1.0612274779537145,1,1.2937153335536748e-13,2.7033259131956657,3.451820072577796,,24,True
sustained,2,1.0,11,98,0,2.5057307433374594,0.720464251207461,1.2318434607760083,1,2.5171729629481496e-13,3.1105029709707805,3.4661393116754464,,24,True
sustained,2,1.0,11,99,0,2.404226949916459,0.9033340517936274,1.3643408246759399,1,1.3368999436492236e-13,2.353080673334826,2.4036305590699745,,24,True
sustained,2,1.0,11,100,0,2.4846337892234938,0.7084755453444651,0.8344722790238936,1,1.6586898889832623e-14,3.798942661958035,5.069559962141252,,24,True
sustained,2,1.0,11,101,0,2.508427052267466,0.6943573365746487,1.2062020308470975,1,2.372177504357462e-15,3.6656987001428263,4.080376615157579,,24,True
sustained,2,1.0,11,102,0,2.6169138280983932,0.69318530043001,1.2415302972911315,1,3.718961459987364e-15,3.106998388596239,3.4403299639429488,,24,True
sustained,2,1.0,11,103,0,2.494926129251023,0.6939644868833665,1.0482845994039929,1,4.442290989698281e-15,3.44520755702426,4.223503795606915,,24,True
sustained,2,1.0,11,104,0,2.4612204319463404,0.7102387894731953,1.291767924188119,1,4.176400574313387e-15,3.1477267266337865,3.3653818911796214,,24,True
sustained,2,1.0,11,105,0,2.2472699343302542,0.6301456833141224,0.8172253617057437,1,2.4469924856771853e-15,2.3974900051786134,3.7078198000950975,,24,True
sustained,2,1.0,11,106,0,2.477084320749386,0.6941097234365305,1.0775561407858363,1,1.293197180839492e-13,3.288588542121274,3.9994845658711684,,24,True
sustained,2,1.0,11,107,0,2.5021388470205665,0.6958900181158683,1.0075349364636197,1,3.0388152486624303e-15,3.0181489487383177,3.8902747537572275,,24,True
sustained,2,1.0,11,108,0,2.494907650855664,0.6931347567105691,0.9623632815426101,1,2.044613649588736e-15,3.363244067397593,4.3393814516593485,,24,True
sustained,2,1.0,11,109,0,2.4753286888658637,0.7161120725848897,1.0953258151965555,1,3.2409292794114436e-15,3.6263142544148668,4.296294090754726,,24,True
sustained,2,1.0,11,110,0,2.4837033915084485,0.692707867453946,0.6926674905362841,1,5.534579990679138e-13,3.2924075445758714,4.889542436853165,,24,True
sustained,2,1.0,11,111,0,2.483698151585515,0.6927570582433678,0.6926952724830808,1,5.537892437824791e-13,3.8307064141599465,5.427777336133044,,24,True
sustained,2,1.0,11,112,0,2.4735636573213444,0.6954701381124719,0.6939615727987895,1,5.673021515430406e-13,3.6353290509783975,5.229484208724198,,24,True
sustained,2,1.0,11,113,0,2.4890873512082496,0.7474038203644067,1.3380496002525437,1,2.3560474416618883e-15,3.876251376364024,3.987339043515048,,24,True
sustained,2,1.0,11,114,0,2.481671891323069,0.6955314172228588,1.3294611637159357,1,9.707421371277452e-15,3.4768032795233657,3.607666552621631,,24,True
sustained,2,1.0,11,115,0,2.4976717596483367,0.6957716675820476,1.0861734194831583,1,2.12631391130222e-15,3.2502532795790025,3.941307285858739,,24,True
sustained,2,1.0,11,116,0,2.4600549046001015,0.6905487989904229,0.927416337722419,1,2.126226317632322e-15,3.7766198293564193,4.833225525498396,,24,True
sustained,2,1.0,11,117,0,2.4693211220695503,0.7238118352211006,1.2445922276959231,1,7.316850043520885e-15,3.6676856731493883,3.9939668931828978,,24,True
sustained,2,1.0,11,118,0,1.7086163365354636,1.0319044189456812,1.3641525326823374,1,2.830166219021043e-14,3.0764581414475276,3.127441585513191,,24,True
sustained,2,1.0,11,119,0,2.4939379529314367,0.6933662411050827,0.9776012533305838,1,2.149149443847101e-15,2.667384084565478,3.608434742148543,,24,True
sustained,2,1.0,11,120,0,2.502075505036766,0.7031033575036707,1.345847207816974,1,1.3581187117090012e-13,3.779126530398496,3.872259542612181,,24,True
sustained,2,1.0,11,121,0,2.41532325655817,0.6927042938291406,0.6876029167523711,1,7.155121165089312e-13,3.419796292431274,5.028592796804025,,24,True
sustained,2,1.0,11,122,0,2.465530066594256,0.6922529250612763,1.025575027980328,1,2.2013144575188008e-15,3.8232989434736093,4.653885902679173,,24,True
sustained,2,1.0,11,123,0,2.490717130834458,0.6935967399773736,0.6933303911219334,1,5.518855160531055e-13,2.521098464222957,4.116706971501769,,24,True
sustained,2,1.0,11,124,0,2.5279272735392198,0.6930842206422883,0.961122329054945,1,2.0989835627529595e-15,3.315739706881961,4.2947344898435365,,24,True
sustained,2,1.0,11,125,0,2.2546368015620413,0.5687054734182969,0.6895000286671226,1,6.286252622406591e-14,2.872117082749817,4.476545325514255,,24,True
sustained,2,1.0,11,126,0,2.494798077907477,0.6932684136850196,0.9625837374233437,1,2.094463875219536e-15,3.04412772924841,4.019757495089377,,24,True
sustained,2,1.0,11,127,0,2.546986514770352,0.6928322352023573,0.9193847631529235,1,2.1523187068917568e-15,3.617484250231748,4.692583330253093,,24,True
sustained,2,1.0,11,128,0,2.521773747672918,0.71044613441129,1.0172275471682415,1,2.1272523947697997e-15,2.905899267756736,3.7557070118562077,,24,True
sustained,2,1.0,11,129,0,2.459051587470854,0.6901351743251729,0.8783133557531025,1,2.1567121473903853e-15,3.229395802100912,4.399065292554525,,24,True
sustained,2,1.0,11,130,0,2.485574752638652,0.696240654316459,0.9986145706581998,1,4.370651244878903e-15,3.552395022618703,4.445060728958536,,24,True
sustained,2,1.0,11,131,0,2.4996480735261324,0.6961545240922862,0.8324845138372032,1,8.369125676840447e-13,3.114558357918683,4.389752656598466,,24,True
sustained,2,1.0,11,132,0,2.349106609901974,0.6748460304466938,0.9280183255930103,1,2.147223593187079e-15,3.457627724488503,4.512847292338098,,24,True
sustained,2,1.0,11,133,0,2.4223975504318123,0.6997653032500104,0.9196518982504907,1,2.2127858680277363e-15,3.78844823130379,4.8629322100291,,24,True
sustained,2,1.0,11,134,0,2.5190152962277184,0.6966607760114649,1.0443484714193492,1,2.3049047510954245e-15,3.029499389836613,3.8168588980459175,,24,True
sustained,2,1.0,11,135,0,2.4911401325615046,0.6981676675767949,0.8320565586970119,1,6.517147348754242e-15,3.449840516622642,4.726020218424437,,24,True
sustained,2,1.0,11,136,0,2.4921089856093066,0.7289614226537807,1.2377147886435556,1,2.3782526978627224e-15,3.5536743985578556,3.8957915072329627,,24,True
sustained,2,1.0,11,137,0,2.4624785031312904,0.7108565232137164,1.1324339191925266,1,2.2593444531177827e-15,3.877491900537716,4.462027169783334,,24,True
sustained,2,1.0,11,138,0,2.5074898485112405,0.6936868764333654,0.8329076528185974,1,6.120860772304836e-14,2.987304189673746,4.261524174844074,,24,True
sustained,2,1.0,11,139,0,2.4810647135878052,0.6980235796454328,1.0136881485615923,1,2.0363193245442944e-15,3.4792947904454166,4.337252301007824,,24,True
sustained,2,1.0,11,140,0,2.4630496706168827,0.6938831824167202,1.090843741439258,1,1.2927549167560526e-13,2.5849999066344553,3.2653000992057093,,24,True
sustained,2,1.0,11,141,0,2.4586317019569184,0.7178552970305552,0.83420373525241,1,1.496621398363947e-14,2.7451877800253683,4.016423425106825,,24,True
sustained,2,1.0,11,142,0,2.4461466792784177,0.7738907753783675,0.7463426974474725,1,9.122030119569642e-13,3.6190836429289996,5.092626803904682,,24,True
sustained,2,1.0,11,143,0,2.525007765202403,0.7108526327459553,1.1406568289740877,1,2.217561762075994e-15,3.146106336163646,3.7117076559353315,,24,True
sustained,2,1.0,11,144,0,2.4915443203741687,0.6934163586878905,0.9467415046261447,1,2.0288460985358013e-15,3.8627422698180554,4.874850124726533,,24,True
sustained,2,1.0,11,145,0,2.5086812589905114,0.6932593225741392,0.965012035303133,1,2.2802267996139786e-15,3.7482258398633106,4.718264243195658,,24,True
sustained,2,1.0,11,146,0,2.482992225155912,0.7854151208703859,1.1385654238802942,1,2.0140926692068152e-15,3.380135518474571,3.9505524764357407,,24,True
sustained,2,1.0,11,147,0,2.4594375113908726,0.6902851367386744,1.0342087465990648,1,1.2911146182893317e-13,2.7934656301863248,3.604172717616391,,24,True
sustained,2,1.0,11,148,0,2.3845769489957087,0.8217113166988139,1.0386545288027684,1,2.001053882336754e-15,3.24545012601691,4.045920421612985,,24,True
sustained,2,1.0,11,149,0,2.482386315990893,0.7935045769816931,1.0872429147690834,1,3.3709050419037366e-13,3.329231673158964,4.0178230755353335,,24,True
sustained,2,1.0,11,150,0,2.4782674333228525,0.7087185863437144,0.9169863200481025,1,1.918207947881918e-15,3.5763384282869133,4.656960127648401,,24,True
sustained,2,1.0,11,151,0,2.464884842878375,0.7550901271192767,1.0034855358833246,1,2.123989635180018e-15,2.7643807439547854,3.645830638388119,,24,True
sustained,2,1.0,11,152,0,2.4227742780124446,0.6829785857671953,0.9358066017064951,1,2.084114515686566e-15,3.359305929220415,4.396592328592275,,24,True
sustained,2,1.0,11,153,0,2.462430537920135,0.6959593222576053,0.9683507126931135,1,5.837323191126714e-13,3.7650938347543494,4.7274446492980084,,24,True
sustained,2,1.0,11,154,0,2.4590622561580795,0.6945107121460057,1.1632707837201306,1,2.5366247458352322e-15,3.1300740814792567,3.643604846159251,,24,True
sustained,2,1.0,11,155,0,2.4840620877636272,0.6977018715269939,0.6956548807746382,1,5.475898889625917e-13,3.5399329809655855,5.130189153009695,,24,True
sustained,2,1.0,11,156,0,2.5462464965400144,0.6924676816323121,1.344977506570655,1,4.09947870447019e-15,3.7459532300738405,3.8410888034131685,,24,True
sustained,2,1.0,11,157,0,2.5177353263639612,0.6942696525733969,0.9860368640940582,1,2.1004719853173335e-15,3.2594175609830986,4.181044506965439,,24,True
sustained,2,1.0,11,158,0,2.4850767547926234,0.7061907310691504,0.8337855892066727,1,1.918161974208451e-14,3.7732766785090006,5.04547514042926,,24,True
sustained,2,1.0,11,159,0,2.526633594629556,0.6921053261877901,1.3153209313718826,1,2.4980130450746645e-15,3.3533934068887388,3.516815768195527,,24,True
sustained,2,1.0,11,160,0,2.421659293524396,0.7271889363049149,0.7116839710895867,1,1.0299835142840771e-12,2.875195929077531,4.428543756716294,,24,True
sustained,2,1.0,11,161,0,2.467016697548304,0.6942184615618778,1.090790159806619,1,4.491935553423972e-15,3.0457643788973154,3.726187947732436,,24,True
sustained,2,1.0,11,162,0,2.4588705506473048,0.6899088317678483,0.6898447268671974,1,5.523857332494462e-13,3.7577727635488554,5.361407309365121,,24,True
sustained,2,1.0,11,163,0,2.4702102409890725,0.7303786766979339,1.0226716671745055,1,1.9402269252067168e-15,2.970068203839698,3.807340398367586,,24,True
sustained,2,1.0,11,164,0,2.546931990358857,0.7012058457712709,1.0516737313790907,1,1.911772845324246e-15,2.633340299822397,3.4038327736501643,,24,True
sustained,2,1.0,11,165,0,2.5182999084179216,0.6997069770859627,0.9824523564796475,1,2.101161729589025e-15,3.4689146662127324,4.398795245991028,,24,True
sustained,2,1.0,11,166,0,2.4682658864067606,0.6962558794262688,0.8283038145165277,1,1.0889882123400728e-12,3.3222562378388307,4.607076952450195,,24,True
sustained,2,1.0,11,167,0,2.5081565510414197,0.6973538076393404,1.046862514842895,1,2.1831607033748574e-15,3.882069029514957,4.663639738802528,,24,True
sustained,2,1.0,11,168,0,2.494386844101114,0.696900872435154,1.0103453084018634,1,1.9388939501467884e-15,3.570879730855918,4.436534415337107,,24,True
sustained,2,1.0,11,169,0,2.5032638519247317,0.7215629071732804,1.3552749107759188,1,9.195198201793022e-15,3.2522785161411027,3.3237034400676393,,24,True
sustained,2,1.0,11,170,0,2.471342667840148,0.7024547190760626,1.026806598928467,1,2.035605660024947e-15,2.351136627819478,3.1788877901360615,,24,True
sustained,2,1.0,11,171,0,2.483677732036356,0.7078220232955112,0.917759635132354,1,2.253182817521532e-15,2.4871243805613226,3.56596545614993,,24,True
sustained,2,1.0,11,172,0,2.516832915709009,0.6951689676885435,1.015422409936966,1,2.0991894864445067e-15,3.7526597423661268,4.606623968534298,,24,True
sustained,2,1.0,11,173,0,2.4681179338958934,0.6914660875693088,0.8806217207249332,1,2.5612448841560203e-15,3.8186338879139337,4.982988171586029,,24,True
sustained,2,1.0,11,174,0,2.4653510521332502,0.6922380169886685,0.9844118180716388,1,2.0412528323705827e-15,3.640808395244175,4.566177147968042,,24,True
sustained,2,1.0,11,175,0,2.426854317415653,0.7741764456761933,1.2976194992879215,1,2.3995500199500968e-15,3.2967100641083333,3.5008914790570156,,24,True
sustained,2,1.0,11,176,0,2.4951543231597766,0.7106312827113201,1.0623962283028907,1,3.537168932886431e-10,3.7357668769587384,4.481569889210659,,24,True
sustained,2,1.0,11,177,0,2.4753366121207074,0.8328522290301503,1.3687360818393786,1,2.6502150352890004e-15,2.5594617744503694,2.59989120655931,,24,True
sustained,2,1.0,11,178,0,2.3846510531142107,0.8916596904747953,1.3807075265962454,1,2.4356763981373843e-15,3.4640162268806685,3.4768803887407445,,24,True
sustained,2,1.0,11,179,0,2.4397077891000416,0.6950490352766772,0.9907103124576093,1,2.145334243050227e-15,2.441490125747884,3.352356059203939,,24,True
sustained,2,1.0,11,180,0,2.5432057463132955,0.7021076801921013,1.2080716389152488,1,2.0316875993898087e-15,3.4365597477343273,3.8469327310848276,,24,True
sustained,2,1.0,11,181,0,2.5024371650046477,0.7164115310443246,1.0582567433106873,1,2.1991036077327983e-15,3.4084137539297443,4.163748282608142,,24,True
sustained,2,1.0,11,182,0,2.489608990319114,0.6931637581251855,0.6930626509003484,1,5.648751463462724e-13,3.6600478567790384,5.256272858687649,,24,True
sustained,2,1.0,11,183,0,2.5287439389707407,0.6923686897434844,0.9736904741700871,1,2.083109134999633e-15,2.715771789321243,3.6658273487007937,,24,True
sustained,2,1.0,11,184,0,2.4649650119169206,0.724227735114042,1.0987033930401282,1,2.09137472294436e-15,3.803003971373684,4.465206647317844,,24,True
sustained,2,1.0,11,185,0,2.462352677865723,0.7535786895317376,1.2047836341425289,1,4.369673169920541e-15,2.945583993787651,3.36352788791941,,24,True
sustained,2,1.0,11,186,0,2.4559569266046277,0.6902188602024723,0.9804253732455168,1,6.099364455138022e-13,3.3879256755845275,4.3224735567425965,,24,True
sustained,2,1.0,11,187,0,2.501626488160401,0.6945535894401134,0.8321729801142259,1,6.69142938594571e-15,2.931641355664387,4.207552987252629,,24,True
sustained,2,1.0,11,188,0,2.3559430784864883,0.8628662431398503,1.3730097845780944,1,8.188340461720922e-15,3.077728322571914,3.108317190457498,,24,True
sustained,2,1.0,11,189,0,2.461285409603796,0.6951620480815395,0.8800651123903858,1,2.1998853599114823e-15,3.167676896100636,4.333312817835429,,24,True
sustained,2,1.0,11,190,0,2.5093526150465295,0.7019525077016446,1.2652939735121431,1,2.2654990023981245e-15,3.8555857766573682,4.1341994653726095,,24,True
sustained,2,1.0,11,191,0,2.4601522338048034,0.6996333880155648,0.9632108929942056,1,2.1504966952547003e-15,2.9144733218076406,3.8886590085815715,,24,True
sustained,2,1.0,11,192,0,2.5136906026282375,0.698028313919953,0.8340332623973055,1,2.417411302163674e-13,3.0723429674310685,4.343971140764,,24,True
sustained,2,1.0,11,193,0,2.4499598400603873,0.6924938318814462,0.6907644561828815,1,5.685619123627723e-13,2.394216080854449,3.995732871674581,,24,True
sustained,2,1.0,11,194,0,2.538099249059261,0.6917768619824578,1.3608627395246173,1,3.872282437229706e-15,3.121562878466878,3.18012135121602,,24,True
sustained,2,1.0,11,195,0,2.503853698218466,0.6980012480478379,0.9836551133436843,1,7.523577564295938e-14,3.1557460366606636,4.082857166417298,,24,True
sustained,2,1.0,11,196,0,2.425939173729769,0.7923423664217942,1.1064149915269956,1,2.860403732031536e-15,3.077376845958626,3.7218229101935094,,24,True
sustained,2,1.0,11,197,0,2.4281784359124705,0.8277484870250809,1.3712307509743458,1,2.3945657350660637e-15,2.7268132652799126,2.7614985094251407,,24,True
sustained,2,1.0,11,198,0,2.4926424715277373,0.6941814136569209,0.831270538920626,1,6.7436142864396924e-15,2.9125020247337545,4.190491603961887,,24,True
sustained,2,1.0,11,199,0,2.4413957848627423,0.6886646732037432,0.9875745909564604,1,2.104155465275324e-15,3.868638937614974,4.786725136638232,,24,True
sustained,2,1.0,12,0,2,2.6492822904346918,0.7217939594743943,0.9068082314254221,1,1.1130542658653108e-12,3.4756413184782624,4.579698932978952,,24,True
sustained,2,1.0,12,1,2,2.321985524247638,0.825966448748104,1.3216481607331128,1,7.0963896619079415e-15,3.6621241300427525,3.810977507338165,,24,True
sustained,2,1.0,12,2,2,1.8084200877014984,1.0447004044899384,1.3640717419020538,1,5.294536605254848e-15,3.130190684421639,3.1813601561330143,,24,True
sustained,2,1.0,12,3,2,2.1628555905444564,1.0779090819726929,1.2918991380024938,1,1.421864239911588e-12,3.177724651210919,3.395077684783434,,24,True
sustained,2,1.0,12,4,2,1.8433439116185508,1.0798723706071962,1.3693797000043797,1,3.7825297746508174e-15,2.9926336794208845,3.0315811259331666,,24,True
sustained,2,1.0,12,5,2,2.48514030305829,0.831859915822416,1.262519965627228,1,5.38753977818357e-15,2.496678184803095,2.7816792627384204,,24,True
sustained,2,1.0,12,6,2,2.4309463546471126,0.8454339004919442,1.3395976845026802,1,7.684794774015638e-15,3.3692053099814463,3.476728381422758,,24,True
sustained,2,1.0,12,7,2,2.485594514946465,0.9045234833405755,1.2969879517766028,1,7.076095833600985e-14,3.6782449505548964,3.8838805573834487,,24,True
sustained,2,1.0,12,8,2,2.4180850220803554,0.7089619578504697,1.3352817120367535,1,7.653724814916384e-15,3.1561860222807105,3.2736469875864738,,24,True
sustained,2,1.0,12,9,2,2.5577977888635752,0.760619437537871,1.115463529754384,1,2.3342437768738633e-15,3.202275876924382,3.8258869119220282,,24,True
sustained,2,1.0,12,10,2,2.606728371676513,0.7545375815348284,1.2765447707773037,1,5.585127669566509e-15,3.527403663389771,3.7801114340428543,,24,True
sustained,2,1.0,12,11,2,2.174514455066445,1.058357953260646,1.2717615492357905,1,2.4131928046021087e-12,3.1928790648998056,3.456600610175208,,24,True
sustained,2,1.0,12,12,2,2.3933706452741306,0.7530024525585335,1.3292745905622168,1,7.312194743567635e-15,3.596865973352348,3.7281588470114464,,24,True
sustained,2,1.0,12,13,2,2.497411221051763,0.8321262517173581,1.332063741207488,1,1.2704217801009135e-14,2.4461188976881725,2.570989514662312,,24,True
sustained,2,1.0,12,14,2,2.568866964712642,0.6891595677400708,1.3251133498518364,1,7.76893126468303e-15,3.7190437505861698,3.859918235071556,,24,True
sustained,2,1.0,12,15,2,2.42869579187824,0.8238382627985068,1.300766540310961,1,6.187673128773661e-15,3.2044467247748405,3.401381809977969,,24,True
sustained,2,1.0,12,16,2,1.9900679205343192,1.0983142239145556,1.379949807368584,1,3.7307652916818884e-14,3.585199386825498,3.599808261682181,,24,True
sustained,2,1.0,12,17,2,2.206995692425019,0.9734506755539657,1.2682716243665464,1,1.2972571254854778e-13,3.3246434268572616,3.5964008211106058,,24,True
sustained,2,1.0,12,18,2,2.384943873952567,0.9220123264301646,1.349593340939624,1,8.678538264066731e-15,3.036174840855578,3.120682062794512,,24,True
sustained,2,1.0,12,19,2,1.2586166936725405,0.591465737927514,1.385164655134259,1,7.024183831564934e-15,3.385724664377119,3.388325908509045,,24,True
sustained,2,1.0,12,20,2,2.5391234039511046,0.7901151475574448,1.2443234567338837,1,2.8699342954796738e-12,2.3528619143841816,2.6797620024431232,,24,True
sustained,2,1.0,12,21,2,1.9244848313206058,1.0941930700170333,1.3721023818970575,1,6.097935834697816e-15,2.83535970532878,2.8680379451036906,,24,True
sustained,2,1.0,12,22,2,2.5080942434811706,0.722560374697718,1.2544235814552716,1,7.151577797940183e-15,2.886407034781547,3.1900507262146034,,24,True
sustained,2,1.0,12,23,2,2.4825446237070863,0.8929134907128691,1.242096449065565,1,3.790018694288456e-15,3.431352994256251,3.7633809569627505,,24,True
sustained,2,1.0,12,24,2,2.446261587743534,0.8459555793825565,1.302328984997715,1,6.486246079762501e-15,3.134282451322849,3.3276198746824615,,24,True
sustained,2,1.0,12,25,2,2.5142783396661095,0.7815182646592562,1.3428465340243632,1,7.529934770628736e-15,3.783899137616987,3.883941456574401,,24,True
sustained,2,1.0,12,26,2,2.446317956871443,0.7100979407027107,1.3203270190449001,1,7.164618422293764e-15,3.427257613888003,3.579153032343712,,24,True
sustained,2,1.0,12,27,2,2.5661426133567216,0.7551344888427214,1.2852797686847697,1,1.9894794392563177e-14,2.840268981449731,3.0728636761419934,,24,True
sustained,2,1.0,12,28,2,2.0868695641681736,1.0708133990505702,1.3456690221075316,1,5.34340918058592e-15,3.7627755821207787,3.8563188820930643,,24,True
sustained,2,1.0,12,29,2,2.3325936628721817,0.9992125450015061,1.315137254185567,1,6.111193320200672e-15,3.7693662640223105,3.9332115576743627,,24,True
sustained,2,1.0,12,30,2,2.488286934283037,0.7818766989898414,1.2545698989120098,1,4.7872639234831945e-14,2.3844241726246973,2.6877309556677647,,24,True
sustained,2,1.0,12,31,2,2.4556511311459412,0.7409708502083413,1.3259534873384335,1,7.339260142359378e-15,3.6581523856095286,3.7970923820431155,,24,True
sustained,2,1.0,12,32,2,2.620720934078408,0.7453072956228366,1.288864170831488,1,1.0215550885773598e-14,3.513187562639725,3.7375288663736086,,24,True
sustained,2,1.0,12,33,2,2.4730852591666808,0.849359578390231,1.254869971396615,1,3.304525971786819e-15,2.6948948525907412,2.99751069320113,,24,True
sustained,2,1.0,12,34,2,2.600104968566097,0.8004654502980894,1.2802322486190316,1,1.1748622613433619e-14,2.9255716662996694,3.169788705450992,,24,True
