arm,true_mu,delta,seed_rep,observer,true_goal,recovered_mu,mu_posterior_entropy,subgoal_entropy,correct,final_entropy,psi_analogue,psi_structure,engaged_fraction,cum_deep,separation_enforced
sustained,1,1.0,0,60,0,1.5699762610450203,0.9142063070316444,1.3496385659649812,1,4.006536017417863e-15,3.821382098789249,3.905785186248471,,24,True
sustained,1,1.0,0,61,0,2.1265564005642936,1.0784901656614387,1.3058815589322492,1,3.1902558983210652e-15,2.440495929421463,2.6256532490046696,,24,True
sustained,1,1.0,0,62,0,2.236845984608607,1.0138971860976733,1.36753747922363,1,2.4640808865470586e-15,3.144650429128391,3.1878397457467043,,24,True
sustained,1,1.0,0,63,0,1.8258292972510533,1.0617152803825989,1.3066100591932108,1,9.95025634530437e-10,3.763197315601217,3.946677201330767,,24,True
sustained,1,1.0,0,64,0,1.4366058922723723,0.8036649232319341,1.3717930681164963,1,3.440835387967635e-15,2.2857326762686783,2.3191231373487917,,24,True
sustained,1,1.0,0,65,0,1.863813075431624,1.0825643489928507,1.2857458847183958,1,4.468056926348874e-15,3.6147524506056654,3.8462738734578115,,24,True
sustained,1,1.0,0,66,0,2.2455516330969125,1.030025704000587,1.3602492257848882,1,3.8201885703504835e-15,3.286324966849698,3.346296107188302,,24,True
sustained,1,1.0,0,67,0,1.425794038146409,0.7968420359224442,1.3738295681474777,1,4.271473064307973e-15,3.875204128511371,3.9039053749597312,,24,True
sustained,1,1.0,0,68,0,1.8209388558421145,1.0685811246958323,1.3094792328719163,1,3.68472780093307e-15,3.485352988582811,3.662226357771639,,24,True
sustained,1,1.0,0,69,0,2.7055943100344195,0.6783844526250453,0.7250007613135715,1,8.319522272518533e-15,2.9824897872754526,4.505174572256627,,24,True
sustained,1,1.0,0,70,0,2.359184238927482,0.9185712086339533,1.0722399769437247,1,2.7840543313339306e-15,2.533485416913201,3.2566223602859075,,24,True
sustained,1,1.0,0,71,0,1.4991331996714474,0.8552691414974576,1.3695079001048671,1,4.9015945629106e-15,3.5091140981127165,3.5477663529783245,,24,True
sustained,1,1.0,0,72,0,1.5740783439746768,0.9168729533808204,1.3708140541644467,1,3.2948330096030896e-15,2.846266208736545,2.881910932743345,,24,True
sustained,1,1.0,0,73,0,1.299841910205149,0.6370071181131461,1.3663510535411796,1,1.2049284563980079e-12,2.9828136377327086,3.028734800443215,,24,True
sustained,1,1.0,0,74,0,2.0426907053709686,1.0959345351531915,1.2652695269695775,1,3.333721867923514e-15,3.7621728119642106,4.040842790925404,,24,True
sustained,1,1.0,0,75,0,2.0347251917946982,1.0976845030046314,1.299494704456038,1,4.154609586156839e-15,3.269911309214379,3.4697749046969864,,24,True
sustained,1,1.0,0,76,0,2.1077282966922755,1.073407371332718,1.380187863072089,1,6.963359083196553e-15,3.8365272657335563,3.850587997072267,,24,True
