kappa,signing_rate,contamination,seed_rep,observer,exposure,ghost_col_err,creator_mi,oracle_mi,mi_ratio,ghost_col_entropy,time_to_competence
0.1,0.0,0.3,0,2,300,3.5938873406207854,0.8295515650645842,1.0887088433787815,0.76195905830074,1.0409944404965903,
0.1,0.0,0.3,0,2,400,3.6177113878577694,0.8385667074845274,1.0887088433787815,0.7702396399041419,1.0352425841387323,
0.1,0.0,0.3,0,2,500,3.608348136144949,0.8379308905428315,1.0887088433787815,0.7696556298214069,1.0309749758667919,
0.1,0.0,0.3,0,2,600,3.6367252320912375,0.8413843918769924,1.0887088433787815,0.7728277371806556,1.0213657025834544,
0.1,0.0,0.3,0,2,-1,3.6367252320912375,0.8413843918769924,1.0887088433787815,0.7728277371806556,1.0213657025834544,600.0
0.1,0.0,0.3,0,3,100,4.1556165597347015,0.9363742694444055,1.0887088433787815,0.8600777656387825,1.1003863546338004,
0.1,0.0,0.3,0,3,200,4.164753807154254,0.9956622192107423,1.0887088433787815,0.9145348871427633,1.0553376038571807,
0.1,0.0,0.3,0,3,300,4.112251692065954,0.992419339031183,1.0887088433787815,0.9115562393626138,1.0675028772182722,
0.1,0.0,0.3,0,3,400,4.1205145747769425,0.9962664560014889,1.0887088433787815,0.915089890249812,1.0837174149950093,
0.1,0.0,0.3,0,3,500,4.059909236595802,0.9802882591973566,1.0887088433787815,0.9004136093494527,1.116058028685982,
0.1,0.0,0.3,0,3,600,4.072775228008114,0.9707761074259598,1.0887088433787815,0.8916765151031378,1.1269580658291107,
0.1,0.0,0.3,0,3,-1,4.072775228008114,0.9707761074259598,1.0887088433787815,0.8916765151031378,1.1269580658291107,600.0
0.1,0.0,0.3,0,4,100,4.24830990413532,1.0775622578564612,1.0887088433787815,0.9897616469360834,0.9816346796739636,
0.1,0.0,0.3,0,4,200,4.437460294591252,1.0675531570377899,1.0887088433787815,0.9805680954374032,1.0128754306390684,
0.1,0.0,0.3,0,4,300,4.3955389969912995,1.0408984086115187,1.0887088433787815,0.9560851966455198,1.0413869344149473,
0.1,0.0,0.3,0,4,400,4.333966232960295,1.0171467083741237,1.0887088433787815,0.9342688034180319,1.0655000367031648,
0.1,0.0,0.3,0,4,500,4.348741997382393,1.0069884860615197,1.0887088433787815,0.9249382809607345,1.0820883275357784,
0.1,0.0,0.3,0,4,600,4.379983658272135,1.0058412737677744,1.0887088433787815,0.9238845444170091,1.0864080333966648,
0.1,0.0,0.3,0,4,-1,4.379983658272135,1.0058412737677744,1.0887088433787815,0.9238845444170091,1.0864080333966648,600.0
0.1,0.0,0.3,0,5,100,3.8507843131543438,1.045967990138616,1.0887088433787815,0.9607417047265638,0.9457562409589833,
0.1,0.0,0.3,0,5,200,3.79960968657032,1.0389299592541155,1.0887088433787815,0.9542771380728584,0.9284708180331527,
0.1,0.0,0.3,0,5,300,3.7211325456674036,1.0101425176819583,1.0887088433787815,0.9278353196314687,0.9370354143981698,
0.1,0.0,0.3,0,5,400,3.7506250998200463,1.0316869037604945,1.0887088433787815,0.9476242523746563,0.9155364267843737,
0.1,0.0,0.3,0,5,500,3.739106240515006,1.0281774460532302,1.0887088433787815,0.9444007480111087,0.9143420286387105,
