true_provenance,declared_signal,seed_rep,observer,true_goal,modal_goal,within_entropy,final_posterior
CREATOR,SIG_GHOST,16,166,1,1,0.5965430592541725,"[0.10320771473569235, 0.8359899695593296, 0.03047433975859654, 0.030327975946381782]"
CREATOR,SIG_GHOST,16,167,1,1,0.13696317968979954,"[0.0088063714450239, 0.9765213124209423, 0.007768277788874053, 0.00690403834515983]"
CREATOR,SIG_GHOST,16,168,1,1,0.012063010854988584,"[0.000471669050525627, 0.9986075802782304, 0.000375813472093236, 0.0005449371991508484]"
CREATOR,SIG_GHOST,16,169,1,1,0.008009244393186428,"[0.0005459947129098553, 0.9991054332892506, 0.00014876051149058823, 0.00019981148634910044]"
CREATOR,SIG_GHOST,16,170,1,1,0.4391499263153159,"[0.046319700882227845, 0.8977550850306324, 0.028731192265176973, 0.027194021821962913]"
CREATOR,SIG_GHOST,16,171,1,1,0.13143279450498774,"[0.006855465429865161, 0.9775485439418373, 0.005605715365851681, 0.009990275262446]"
CREATOR,SIG_GHOST,16,172,1,1,0.10220463800544587,"[0.008386858556257374, 0.9830096493326494, 0.006852793148184043, 0.0017506989629090077]"
CREATOR,SIG_GHOST,16,173,1,1,0.02735771462906525,"[0.00039854662349643786, 0.9963944264307479, 0.001613094025585077, 0.0015939329201705662]"
CREATOR,SIG_GHOST,16,174,1,1,0.0033710285277492287,"[0.00011160733086466367, 0.9996663477146728, 0.00010700654114293715, 0.00011503841331964502]"
CREATOR,SIG_GHOST,16,175,1,1,0.11208479298278029,"[0.005712216269766013, 0.9815686772969051, 0.006098445572473358, 0.006620660860855579]"
CREATOR,SIG_GHOST,16,176,1,1,0.0020119954860909903,"[4.838404895725363e-05, 0.9998078879417049, 2.570191150518062e-05, 0.00011802609783276045]"
CREATOR,SIG_GHOST,16,177,1,1,0.0020738702356954087,"[2.7087947106091016e-05, 0.9997990521304247, 3.1937912439393656e-05, 0.00014192201002960733]"
CREATOR,SIG_GHOST,16,178,1,1,0.10768685899706797,"[0.007627229559788286, 0.9823591622937412, 0.005392344283192234, 0.0046212638632782705]"
CREATOR,SIG_GHOST,16,179,1,1,0.008134434361736834,"[0.0003124810954739006, 0.9991078249755556, 0.0002680211003307087, 0.00031167282863976155]"
CREATOR,SIG_GHOST,16,180,1,1,0.0235557470632346,"[0.0004229917399513461, 0.9969195432307566, 0.0006122778914355587, 0.002045187137856379]"
CREATOR,SIG_GHOST,16,181,1,1,1.0874713988468376,"[0.273762369042514, 0.5609110943912201, 0.09998529439973844, 0.06534124216652747]"
CREATOR,SIG_GHOST,16,182,1,1,0.09964033973568155,"[0.011350125109127772, 0.9831910892119511, 0.0032104799688559087, 0.0022483057100650765]"
CREATOR,SIG_GHOST,16,183,1,1,0.03930265134625241,"[0.0026000822296712773, 0.9945935010725054, 0.001370091530738497, 0.0014363251670848748]"
CREATOR,SIG_GHOST,16,184,1,1,0.0421855085148085,"[0.0015653510818587231, 0.9941341459493628, 0.001517238324692849, 0.002783264644085694]"
CREATOR,SIG_GHOST,16,185,1,1,0.024952510258391288,"[0.0003729936601314741, 0.9966387535056966, 0.002529290660927377, 0.00045896217324453345]"
CREATOR,SIG_GHOST,16,186,1,1,0.04226535622800661,"[0.0014895639547683112, 0.9941095887616113, 0.0014909401975630656, 0.0029099070860573186]"
CREATOR,SIG_GHOST,16,187,1,1,0.0029522929559831794,"[8.3162590711613e-05, 0.9997118549332177, 0.00010131038542195872, 0.00010367209064869067]"
CREATOR,SIG_GHOST,16,188,1,1,0.05590658566936936,"[0.0029717051949113204, 0.9918881488272545, 0.0020205546782342773, 0.0031195912995998446]"
CREATOR,SIG_GHOST,16,189,1,1,0.6423188442970683,"[0.0474458237813463, 0.828634452628787, 0.07489760833463176, 0.04902211525523493]"
CREATOR,SIG_GHOST,16,190,1,1,0.004864350468461677,"[0.00014431009058459652, 0.9994976560637164, 0.00015509200658182304, 0.00020294183911699284]"
CREATOR,SIG_GHOST,16,191,1,1,0.3313328932998163,"[0.02571968966560326, 0.9297132017440435, 0.02377414659016882, 0.020792962000184444]"
CREATOR,SIG_GHOST,16,192,1,1,0.11188637380167461,"[0.0028171239380077482, 0.9805669553155598, 0.0031159495297660325, 0.013499971216666407]"
CREATOR,SIG_GHOST,16,193,1,1,0.017479760739789477,"[0.0007575709513150276, 0.9978821606226714, 0.0006767181242580173, 0.0006835503017555654]"
CREATOR,SIG_GHOST,16,194,1,1,0.35129055230555634,"[0.02739248899626643, 0.9217631741310226, 0.04012405048836453, 0.010720286384346403]"
CREATOR,SIG_GHOST,16,195,1,1,0.005044891823855807,"[0.00021941977011786428, 0.9994765284280422, 0.00015085885832383974, 0.00015319294351601078]"
CREATOR,SIG_GHOST,16,196,1,1,0.014143879611858154,"[0.0007108973154688038, 0.9983304086519535, 0.0005281638348785036, 0.00043053019769893447]"
CREATOR,SIG_GHOST,16,197,1,1,0.00032062283726390416,"[9.369218983452551e-06, 0.9999747002961205, 6.7544896385657e-06, 9.175995257350572e-06]"
CREATOR,SIG_GHOST,16,198,1,1,0.029504362774861383,"[0.0023262147773755134, 0.9960629552164316, 0.0008734516143132987, 0.0007373783918795545]"
CREATOR,SIG_GHOST,16,199,1,1,0.016176320468149274,"[0.0007978947103104108, 0.998057079390529, 0.0006242560815138032, 0.0005207698176467885]"
CREATOR,SIG_GHOST,17,0,1,1,0.0004173261898660085,"[1.0077010982220235e-05, 0.9999662908013793, 9.510061599515806e-06, 1.4122126038879564e-05]"
CREATOR,SIG_GHOST,17,1,1,1,0.04535466845973154,"[0.003316416949442978, 0.9935881450205817, 0.0015368174266806771, 0.0015586206032947305]"
CREATOR,SIG_GHOST,17,2,1,1,0.001825310486421622,"[5.5073072398156825e-05, 0.9998307110851213, 5.631304383360641e-05, 5.790279864691594e-05]"
CREATOR,SIG_GHOST,17,3,1,1,0.2628632775170022,"[0.04214889261757222, 0.9427428939984763, 0.007416007915038624, 0.0076922054689128275]"
CREATOR,SIG_GHOST,17,4,1,1,0.11662334171123745,"[0.0051757810804092, 0.9804884696155662, 0.009439846337864165, 0.004895902966160625]"
CREATOR,SIG_GHOST,17,5,1,1,0.01259736455616585,"[0.00042708520539287687, 0.998539031868954, 0.0005233979796150389, 0.0005104849460381068]"
CREATOR,SIG_GHOST,17,6,1,1,0.011778442113006066,"[0.0004721217002770426, 0.998645473345074, 0.0003808902208631188, 0.0005015147337856997]"
CREATOR,SIG_GHOST,17,7,1,1,0.003838696606105368,"[0.0001262196634642204, 0.9996135229454525, 0.00016481871336072686, 9.543867772251048e-05]"
CREATOR,SIG_GHOST,17,8,1,1,0.0725595799630611,"[0.008375016873507687, 0.9883626669982436, 0.0015689421763122762, 0.0016933739519362952]"
CREATOR,SIG_GHOST,17,9,1,1,0.0009557909349803852,"[1.0586602003291509e-05, 0.9999146451631545, 1.5968448740313507e-05, 5.879978610192795e-05]"
CREATOR,SIG_GHOST,17,10,1,1,0.0052406581603346245,"[0.00019703927005979555, 0.9994534636736238, 0.00021795502338534998, 0.0001315420329311309]"
CREATOR,SIG_GHOST,17,11,1,1,0.004098347905882755,"[0.0001504024183178067, 0.9995845264637448, 0.00010086710111202371, 0.00016420401682520447]"
CREATOR,SIG_GHOST,17,12,1,1,0.053645118404601566,"[0.0020004165296216713, 0.992208446530315, 0.0018396041247512403, 0.003951532815312061]"
CREATOR,SIG_GHOST,17,13,1,1,0.025822490081331723,"[0.0005061563119560318, 0.9965766341692013, 0.0006407711345667419, 0.0022764383842758975]"
CREATOR,SIG_GHOST,17,14,1,1,0.00010578969430424554,"[2.2605244259155687e-06, 0.9999923745443599, 2.3247467256837605e-06, 3.0401844884675077e-06]"
CREATOR,SIG_GHOST,17,15,1,1,0.016101682343367646,"[0.0006077250151333031, 0.9980705169518173, 0.0007150995095284099, 0.0006066585235208546]"
CREATOR,SIG_GHOST,17,16,1,1,0.027615660609789715,"[0.001271593087890578, 0.9964255006536084, 0.0010249952183571114, 0.0012779110401437118]"
CREATOR,SIG_GHOST,17,17,1,1,0.005725837979062013,"[0.0001840726390939888, 0.9993979482313707, 0.00019670855094628211, 0.00022127057858914461]"
CREATOR,SIG_GHOST,17,18,1,1,0.003546371088094756,"[0.00011456544104733172, 0.9996468415421431, 0.00013376320057101123, 0.00010482981623861974]"
CREATOR,SIG_GHOST,17,19,1,1,0.015337645216008493,"[0.0006798254393250739, 0.9981704162602931, 0.0004497858517674505, 0.000699972448614389]"
CREATOR,SIG_GHOST,17,20,1,1,0.014944464638526982,"[0.0005162463198264691, 0.9982183207303185, 0.0008316004426756343, 0.0004338325071793093]"
CREATOR,SIG_GHOST,17,21,1,1,0.0009381027721606695,"[2.6838508616097884e-05, 0.9999184708428395, 2.347667931343174e-05, 3.1213969230881664e-05]"
CREATOR,SIG_GHOST,17,22,1,1,0.004851813501667763,"[0.00021583945832581388, 0.9994983032580371, 0.000124453935813921, 0.0001614033478231323]"
CREATOR,SIG_GHOST,17,23,1,1,0.03539302363484637,"[0.0007246163522951861, 0.9949980258413867, 0.0006567807932576272, 0.0036205770130604987]"
CREATOR,SIG_GHOST,17,24,1,1,0.04835128734422018,"[0.002535687222668303, 0.9931588661915632, 0.0017860175656312523, 0.0025194290201372457]"
CREATOR,SIG_GHOST,17,25,1,1,0.05320558419637002,"[0.0032664595727450695, 0.992329217407556, 0.0017834081722656098, 0.002620914847433533]"
CREATOR,SIG_GHOST,17,26,1,1,0.012435841201504249,"[0.000415620742232911, 0.9985597285332334, 0.00047567119028507697, 0.0005489795342487425]"
CREATOR,SIG_GHOST,17,27,1,1,0.10935561268279564,"[0.0019541604898544165, 0.981532789319137, 0.0065900734635177365, 0.009922976727490719]"
CREATOR,SIG_GHOST,17,28,1,1,0.1967056693637569,"[0.006499888972492456, 0.9612280520415445, 0.026501673696508066, 0.005770385289455181]"
CREATOR,SIG_GHOST,17,29,1,1,0.04755791073798876,"[0.0028273105245858647, 0.9932844910417806, 0.001981627377745566, 0.0019065710558877457]"
CREATOR,SIG_GHOST,17,30,1,1,0.028121036780931002,"[0.002696302648208357, 0.9961869951067462, 0.0005441943895531062, 0.0005725078554923729]"
CREATOR,SIG_GHOST,17,31,1,1,0.004962061575196932,"[0.00014767144700797799, 0.999486675653501, 0.00019517558683582103, 0.00017047731265509703]"
CREATOR,SIG_GHOST,17,32,1,1,0.005099057306894295,"[0.00012275895002080502, 0.9994697088639637, 0.00020342154554231815, 0.0002041106404732286]"
CREATOR,SIG_GHOST,17,33,1,1,0.012546983684273125,"[0.000542020383255786, 0.9985452896102517, 0.00041684264654271656, 0.0004958473599500095]"
CREATOR,SIG_GHOST,17,34,1,1,0.0030444560151039624,"[8.196568188224497e-05, 0.9997012456394707, 8.588351297958338e-05, 0.00013090516566750145]"
CREATOR,SIG_GHOST,17,35,1,1,0.11266157083741862,"[0.003375077324878945, 0.9806056740271991, 0.012809068463019248, 0.003210180184902854]"
CREATOR,SIG_GHOST,17,36,1,1,0.0011131941145586972,"[3.2562217392212655e-05, 0.9999015577482001, 4.0223593968791534e-05, 2.5656440438744445e-05]"
CREATOR,SIG_GHOST,17,37,1,1,0.010909238835376114,"[0.0004370696888722035, 0.99875868176225, 0.00041547278378983643, 0.00038877576508787294]"
CREATOR,SIG_GHOST,17,38,1,1,0.03508549385791314,"[0.0016879114955961408, 0.9952904707853609, 0.0016599129096705617, 0.001361704809372317]"
CREATOR,SIG_GHOST,17,39,1,1,0.03976229947184633,"[0.0015814058077973552, 0.994537691022396, 0.002420191963316766, 0.0014607112064901145]"
CREATOR,SIG_GHOST,17,40,1,1,0.0026443652977956272,"[9.301579650337017e-05, 0.9997449430526146, 7.3717600020453e-05, 8.832355086145984e-05]"
CREATOR,SIG_GHOST,17,41,1,1,0.03196476936712899,"[0.000578017969488376, 0.9955827242454945, 0.0030923102456169222, 0.0007469475394002257]"
CREATOR,SIG_GHOST,17,42,1,1,0.0011970957339377285,"[3.4629581345011196e-05, 0.9998935565733619, 3.5824805686710125e-05, 3.5989039606439646e-05]"
CREATOR,SIG_GHOST,17,43,1,1,0.1545983045440527,"[0.00821657130744869, 0.9727290695750933, 0.011523784054700323, 0.007530575062757799]"
CREATOR,SIG_GHOST,17,44,1,1,0.003876522872280308,"[0.00012179580523983482, 0.9996101097458558, 0.00011878899767982913, 0.0001493054512245662]"
CREATOR,SIG_GHOST,17,45,1,1,0.016583012513955303,"[0.0006464949427920657, 0.9980052377511707, 0.0006311625941539761, 0.0007171047118833657]"
CREATOR,SIG_GHOST,17,46,1,1,0.04038429582554076,"[0.0016468547932114092, 0.9944343099447618, 0.0014124265567552138, 0.002506408705271546]"
CREATOR,SIG_GHOST,17,47,1,1,0.008653302604174582,"[0.00022167644139075584, 0.999023721699051, 0.00015797174873572945, 0.0005966301108224833]"
CREATOR,SIG_GHOST,17,48,1,1,0.004309802430953005,"[0.0001607786878308497, 0.9995614324191382, 0.0001464629310364576, 0.00013132596199440236]"
CREATOR,SIG_GHOST,17,49,1,1,0.056733007562048896,"[0.0021198940887540716, 0.9917355987529428, 0.00253022979811795, 0.0036142773601851403]"
CREATOR,SIG_GHOST,17,50,1,1,0.004253252662338263,"[0.00010785316471014068, 0.9995663399954714, 0.00012848703815277994, 0.00019731980166572818]"
CREATOR,SIG_GHOST,17,51,1,1,0.9149952089093452,"[0.1330356850654635, 0.7078028956439034, 0.0875549131073673, 0.07160650618326575]"
CREATOR,SIG_GHOST,17,52,1,1,0.1576029238106612,"[0.004784003035931915, 0.9705620272616328, 0.0045263089931706505, 0.02012766070926476]"
CREATOR,SIG_GHOST,17,53,1,1,0.03488586549935095,"[0.0013349419071603792, 0.9953182760620006, 0.00150817260665544, 0.0018386094241835348]"
CREATOR,SIG_GHOST,17,54,1,1,0.4508614608975431,"[0.07194567033797716, 0.8881570170662029, 0.02042722260463986, 0.019470089991180255]"
CREATOR,SIG_GHOST,17,55,1,1,0.011686796652804692,"[0.0005626538034502389, 0.9986555351335304, 0.0004183052589699681, 0.00036350580404916196]"
CREATOR,SIG_GHOST,17,56,1,1,0.03812133922552347,"[0.001912838268196269, 0.9948168227175809, 0.0015576071267830646, 0.0017127318874395707]"
CREATOR,SIG_GHOST,17,57,1,1,0.012791658650291396,"[0.0006934305685258419, 0.9985069311071835, 0.0004196114745641409, 0.00038002684972668886]"
CREATOR,SIG_GHOST,17,58,1,1,0.009693483561994957,"[0.0004254602910135621, 0.9989123263215853, 0.0003600171796584769, 0.0003021962077426149]"
CREATOR,SIG_GHOST,17,59,1,1,0.0015289574099625414,"[3.630060902274415e-05, 0.999859997171027, 3.525738540879665e-05, 6.844483454137638e-05]"
CREATOR,SIG_GHOST,17,60,1,1,0.04331096104622591,"[0.0024810541406178666, 0.9939800676090346, 0.0017266202221158935, 0.00181225802823166]"
CREATOR,SIG_GHOST,17,61,1,1,0.0009750602966820789,"[2.909032043294246e-05, 0.999914969070744, 3.0960832895867545e-05, 2.497977592715893e-05]"
CREATOR,SIG_GHOST,17,62,1,1,0.20778405813783676,"[0.0018764341385823177, 0.9526921461233452, 0.043036429611684864, 0.0023949901263876127]"
CREATOR,SIG_GHOST,17,63,1,1,0.0171433507825169,"[0.0007910615205455369, 0.9979272872488055, 0.0006189688725542273, 0.0006626823580949023]"
CREATOR,SIG_GHOST,17,64,1,1,0.007089072916214526,"[0.0001702934554997022, 0.9992231586655194, 0.0001520972308124917, 0.00045445064816851936]"
CREATOR,SIG_GHOST,17,65,1,1,0.007665220857026502,"[0.00027729647505406483, 0.9991651550715152, 0.0003123159843658768, 0.00024523246906485517]"
CREATOR,SIG_GHOST,17,66,1,1,0.2842121083971211,"[0.01928601238344804, 0.9422405099571214, 0.01935957003647305, 0.019113907622957404]"
CREATOR,SIG_GHOST,17,67,1,1,0.014374529733132817,"[0.0005377845791646515, 0.9983028115893237, 0.000500988836758197, 0.0006584149947534664]"
CREATOR,SIG_GHOST,17,68,1,1,0.34627879353638313,"[0.033798760733945964, 0.9250727574127408, 0.02095573814850998, 0.020172743704803247]"
CREATOR,SIG_GHOST,17,69,1,1,0.004508489265032091,"[0.00020809411720622666, 0.9995372941123837, 0.0001425245657180923, 0.00011208720469202623]"
CREATOR,SIG_GHOST,17,70,1,1,0.00518741091277313,"[0.00019975779866280162, 0.999460732856969, 0.0001591549709015947, 0.00018035437346648314]"
CREATOR,SIG_GHOST,17,71,1,1,0.0004161004965131008,"[7.089845971844368e-06, 0.9999658679763787, 2.1676014298128017e-05, 5.366163351304615e-06]"
CREATOR,SIG_GHOST,17,72,1,1,0.004634947787416158,"[0.00020227400984540748, 0.9995235217495144, 0.00012585013580485043, 0.000148354104835209]"
CREATOR,SIG_GHOST,17,73,1,1,0.2758865993266524,"[0.033943930950044686, 0.9422815955808196, 0.009874897467258245, 0.013899576001877516]"
CREATOR,SIG_GHOST,17,74,1,1,0.014644784640737485,"[0.00044062786760874523, 0.9982624437127211, 0.0007524775862806269, 0.000544450833389652]"
CREATOR,SIG_GHOST,17,75,1,1,0.00978595517557462,"[0.00045695352296037445, 0.9988871934157433, 0.0001496607173817477, 0.0005061923439147429]"
CREATOR,SIG_GHOST,17,76,1,1,0.37520766580483284,"[0.0365323176678776, 0.9169652983118309, 0.02172761845731221, 0.024774765562979167]"
CREATOR,SIG_GHOST,17,77,1,1,0.05827699792513198,"[0.00212885104865529, 0.9912537704194863, 0.005326475302170148, 0.0012909032296883013]"
CREATOR,SIG_GHOST,17,78,1,1,0.04843066143694982,"[0.0017254976869303384, 0.9931392020103424, 0.002368690086478128, 0.002766610216249124]"
CREATOR,SIG_GHOST,17,79,1,1,0.0014438283252246006,"[3.0803801988091025e-05, 0.999868918575823, 4.854537208522281e-05, 5.173225010358788e-05]"
CREATOR,SIG_GHOST,17,80,1,1,0.005057655043784699,"[0.0001391629357161385, 0.9994741099906925, 0.00014803774050832174, 0.00023868933308285152]"
CREATOR,SIG_GHOST,17,81,1,1,0.19196095560908952,"[0.021781841119383857, 0.9632472059482586, 0.009819142322857447, 0.005151810609499993]"
CREATOR,SIG_GHOST,17,82,1,1,0.42829928202958745,"[0.00818553577227201, 0.8945670701051419, 0.033558400116818675, 0.06368899400576741]"
CREATOR,SIG_GHOST,17,83,1,1,0.04576640637452888,"[0.003293764409586921, 0.9935266797811605, 0.00164228928790435, 0.0015372665213482049]"
CREATOR,SIG_GHOST,17,84,1,1,0.012843507094866383,"[0.00045142550668055535, 0.9985022931466193, 0.000387075450226693, 0.0006592058964733347]"
CREATOR,SIG_GHOST,17,85,1,1,0.6378622694625953,"[0.040967890430107234, 0.8166225617692752, 0.023619529723794885, 0.1187900180768227]"
CREATOR,SIG_GHOST,17,86,1,1,0.6185972471508776,"[0.03094245992047871, 0.8250405851419422, 0.11431163880920504, 0.029705316128374157]"
CREATOR,SIG_GHOST,17,87,1,1,0.00212672592613546,"[0.00014720594538378048, 0.9997931146376301, 3.493913650382105e-05, 2.4740280482334875e-05]"
CREATOR,SIG_GHOST,17,88,1,1,0.03614531650777221,"[0.001934986763939499, 0.9951214621753096, 0.0013765245116583438, 0.001567026549092337]"
CREATOR,SIG_GHOST,17,89,1,1,0.11435818430450609,"[0.0021779779891276567, 0.9792502625449508, 0.01652356010294038, 0.0020481993629810472]"
CREATOR,SIG_GHOST,17,90,1,1,0.2306500801249064,"[0.006786220759222195, 0.9522763778856325, 0.03351615777521133, 0.007421243579934098]"
CREATOR,SIG_GHOST,17,91,1,1,0.003361404970131449,"[0.0001205881004125482, 0.9996671825828799, 0.00011891397138950001, 9.331534531804243e-05]"
CREATOR,SIG_GHOST,17,92,1,1,0.032194417476678686,"[0.0019643108881990147, 0.995716340708688, 0.0011891627061245613, 0.0011301856969884278]"
CREATOR,SIG_GHOST,17,93,1,1,0.00020854492561309674,"[2.1240589620595817e-06, 0.9999838402164362, 3.431508410221165e-06, 1.0604216191554839e-05]"
CREATOR,SIG_GHOST,17,94,1,1,0.00024415719147008957,"[6.344320846540541e-06, 0.999981179085657, 5.368810534085828e-06, 7.1077829623748415e-06]"
CREATOR,SIG_GHOST,17,95,1,1,0.011515940491836369,"[0.00020506379181183272, 0.9986231014230331, 0.0009993390391164828, 0.00017249574603845163]"
CREATOR,SIG_GHOST,17,96,1,1,0.04252277617605847,"[0.0015900755780695922, 0.994109384056113, 0.001993253640307426, 0.0023072867255099815]"
CREATOR,SIG_GHOST,17,97,1,1,0.005179521039006769,"[0.00012814331258535896, 0.9994600111036153, 0.0001754104119453616, 0.00023643517185399434]"
CREATOR,SIG_GHOST,17,98,1,1,0.00649765005120421,"[0.00021993346030420684, 0.9993066700797942, 0.00023472229443012918, 0.00023867416547147525]"
CREATOR,SIG_GHOST,17,99,1,1,0.018777888786908864,"[0.0003294267460018827, 0.9976193648750591, 0.0016137139315724066, 0.00043749444736668723]"
CREATOR,SIG_GHOST,17,100,1,1,0.0026128613849401247,"[7.278123122854593e-05, 0.9997480607207959, 7.515620074867597e-05, 0.00010400184722689137]"
CREATOR,SIG_GHOST,17,101,1,1,0.038413762304682075,"[0.0017906205875730444, 0.9947627441621242, 0.0020656382695614472, 0.0013809969807412113]"
CREATOR,SIG_GHOST,17,102,1,1,0.021463154718059218,"[0.0010591430256968828, 0.9973204415566411, 0.0008571917336372833, 0.0007632236840246458]"
CREATOR,SIG_GHOST,17,103,1,1,0.005979936714172188,"[0.00012011696319518689, 0.9993517244477367, 0.00042415057178027654, 0.00010400801728788767]"
CREATOR,SIG_GHOST,17,104,1,1,0.14536532393881857,"[0.002069294429330509, 0.9737660472300782, 0.012600696169394968, 0.011563962171196209]"
CREATOR,SIG_GHOST,17,105,1,1,0.003394552646450582,"[0.00011916752910712827, 0.9996636803719205, 0.00011639818382852148, 0.00010075391514375106]"
CREATOR,SIG_GHOST,17,106,1,1,0.00022604133847789877,"[6.19762426863134e-06, 0.9999826931433103, 5.268751810062815e-06, 5.840480610911333e-06]"
CREATOR,SIG_GHOST,17,107,1,1,0.0405465218142827,"[0.002434732242777962, 0.994415455713777, 0.0016298893144785502, 0.0015199227289664635]"
CREATOR,SIG_GHOST,17,108,1,1,0.1437183783633453,"[0.008532011515216681, 0.9750144849512139, 0.010400193378526693, 0.006053310155042748]"
CREATOR,SIG_GHOST,17,109,1,1,0.0043667021847222315,"[0.00014896324231667918, 0.9995544460466917, 0.00011802500126135721, 0.0001785657097303723]"
CREATOR,SIG_GHOST,17,110,1,1,0.017798012229812782,"[0.000589799415845747, 0.9978221514384981, 0.0005163665598308135, 0.0010716825858255537]"
CREATOR,SIG_GHOST,17,111,1,1,0.001478851542694384,"[4.035276544552128e-05, 0.9998655763729792, 5.461172170097706e-05, 3.945913987424056e-05]"
CREATOR,SIG_GHOST,17,112,1,1,0.027377091167003348,"[0.0013193496587726313, 0.9964606455817459, 0.0010178526874484197, 0.0012021520720331379]"
CREATOR,SIG_GHOST,17,113,1,1,0.32641186245147535,"[0.014461027170830346, 0.9285105125825083, 0.04195174762265392, 0.015076712624007352]"
CREATOR,SIG_GHOST,17,114,1,1,0.002671807152093647,"[9.943796905615616e-05, 0.9997419752820933, 7.763226469059875e-05, 8.095448415994385e-05]"
CREATOR,SIG_GHOST,17,115,1,1,0.003820397431763091,"[0.0003253796438212677, 0.9995954068678911, 4.068411441264125e-05, 3.852937387511672e-05]"
CREATOR,SIG_GHOST,17,116,1,1,0.37650105784643995,"[0.038833523080027486, 0.916268690072943, 0.020191917590472477, 0.024705869256557076]"
CREATOR,SIG_GHOST,17,117,1,1,0.02098528528002718,"[0.0002721682838819356, 0.9973363825204709, 0.001159391675943081, 0.0012320575197041423]"
CREATOR,SIG_GHOST,17,118,1,1,0.01931354325382792,"[0.000992111390193645, 0.9976203789825248, 0.0005877348601152849, 0.0007997747671661163]"
CREATOR,SIG_GHOST,17,119,1,1,0.016920097970598364,"[0.000781214502291185, 0.9979576368107536, 0.0005889045080004666, 0.0006722441789548491]"
CREATOR,SIG_GHOST,17,120,1,1,0.010849829718530539,"[0.00041247689924533857, 0.9987663868620147, 0.0003926111319201158, 0.00042852510682014]"
CREATOR,SIG_GHOST,17,121,1,1,0.05238583389968266,"[0.0023002922220608326, 0.9924621842860886, 0.003396481920328766, 0.0018410415715216571]"
CREATOR,SIG_GHOST,17,122,1,1,0.053792257487630786,"[0.0024376088983702336, 0.9922532765056045, 0.0021899733672326913, 0.0031191412287924435]"
CREATOR,SIG_GHOST,17,123,1,1,0.22282020583006096,"[0.028742008690676054, 0.9552944647201601, 0.008066835287951176, 0.007896691301212646]"
CREATOR,SIG_GHOST,17,124,1,1,0.015715883273269077,"[0.0006836001156226467, 0.9981201254522423, 0.0004817978023020228, 0.000714476629833071]"
CREATOR,SIG_GHOST,17,125,1,1,0.023518454104796326,"[0.0004689971681481312, 0.9969458072136832, 0.0019223627026985822, 0.0006628329154701293]"
CREATOR,SIG_GHOST,17,126,1,1,0.06293219852073784,"[0.002313492436549576, 0.990673715272322, 0.003859019206718685, 0.0031537730844096385]"
CREATOR,SIG_GHOST,17,127,1,1,0.010230040489968365,"[0.00043217009175114727, 0.9988448969147918, 0.0003361531067582624, 0.0003867798866988353]"
CREATOR,SIG_GHOST,17,128,1,1,0.010479476663179891,"[0.00033734745645450147, 0.9988103199133742, 0.0003318072028979688, 0.0005205254272732997]"
CREATOR,SIG_GHOST,17,129,1,1,0.035309345477265795,"[0.0014914031984177424, 0.9952568948503757, 0.0017541446502494023, 0.001497557300957069]"
CREATOR,SIG_GHOST,17,130,1,1,0.005233772744308385,"[0.00020736726605737952, 0.9994550861786777, 0.0001507432409771759, 0.0001868033142874929]"
CREATOR,SIG_GHOST,17,131,1,1,0.0032771024419425768,"[9.425537377824915e-05, 0.9996763944548962, 0.0001032568315549991, 0.00012609333977047226]"
CREATOR,SIG_GHOST,17,132,1,1,0.03391873672736579,"[0.0013343630693134754, 0.9954593567999521, 0.0019577297816820694, 0.0012485503490524748]"
CREATOR,SIG_GHOST,17,133,1,1,0.01160421047594261,"[0.0003999425381173968, 0.9986667604766162, 0.0005519821896747722, 0.00038131479559170314]"
CREATOR,SIG_GHOST,17,134,1,1,0.003589907166729166,"[0.00010229413123106347, 0.9996418933259374, 0.00013995660374067006, 0.00011585593909100293]"
CREATOR,SIG_GHOST,17,135,1,1,0.0049972095036193405,"[0.00013891199870669539, 0.999481669637453, 0.00022439954027559078, 0.0001550188235649257]"
CREATOR,SIG_GHOST,17,136,1,1,0.029241958777058957,"[0.0013743510062891435, 0.9961830941567478, 0.0011186977097479116, 0.0013238571272151517]"
CREATOR,SIG_GHOST,17,137,1,1,0.1559779605713778,"[0.004837214536776301, 0.9712217911944006, 0.0051593242232056994, 0.018781670045617586]"
CREATOR,SIG_GHOST,17,138,1,1,0.11850559526318313,"[0.00560022874228629, 0.9802289235077636, 0.008405255216255953, 0.005765592533694125]"
CREATOR,SIG_GHOST,17,139,1,1,0.05865806127510029,"[0.003771913467539386, 0.9913998731452666, 0.0020680502985703825, 0.0027601630886238014]"
CREATOR,SIG_GHOST,17,140,1,1,0.002427963083687829,"[6.906367082279797e-05, 0.9997678584755417, 7.207994511256315e-05, 9.099790852286299e-05]"
CREATOR,SIG_GHOST,17,141,1,1,0.16346631835912484,"[0.019888028708717583, 0.9694963810425864, 0.004610198617885886, 0.006005391630810106]"
CREATOR,SIG_GHOST,17,142,1,1,0.15660533920044917,"[0.009482843802904433, 0.9723439708564802, 0.010648092961853352, 0.007525092378762167]"
CREATOR,SIG_GHOST,17,143,1,1,0.01245864278635191,"[0.00038978480535601946, 0.998552538407442, 0.0006489889612336746, 0.00040868782596829053]"
CREATOR,SIG_GHOST,17,144,1,1,0.003175322059991159,"[9.981958816920936e-05, 0.999687716684873, 0.00011340039216689702, 9.906333479096005e-05]"
