true_provenance,declared_signal,seed_rep,observer,true_goal,modal_goal,within_entropy,final_posterior
CREATOR,SIG_GHOST,3,27,1,1,0.013028468766124816,"[0.00048688272727966537, 0.9984821757340799, 0.0005735840351994631, 0.0004573575034408529]"
CREATOR,SIG_GHOST,3,28,1,1,0.03139402958529712,"[0.0026719910677336554, 0.9957433776958625, 0.000796662835633017, 0.0007879684007706166]"
CREATOR,SIG_GHOST,3,29,1,1,0.04428010429169034,"[0.0019433601039673966, 0.9938313798725521, 0.0023613527854483046, 0.0018639072380321174]"
CREATOR,SIG_GHOST,3,30,1,1,0.27252327279780886,"[0.0065025471996719595, 0.9379369254229432, 0.006037800990126498, 0.0495227263872583]"
CREATOR,SIG_GHOST,3,31,1,1,0.05184151060412082,"[0.0025139724662881814, 0.9925848683935463, 0.0028249122637606663, 0.002076246876404676]"
CREATOR,SIG_GHOST,3,32,1,1,0.07225021679707823,"[0.001774991549519758, 0.9884541289712145, 0.00820178234074266, 0.0015690971385230884]"
CREATOR,SIG_GHOST,3,33,1,1,0.005018981302891004,"[0.0002519831383180821, 0.9994775834967803, 0.00014309874885871872, 0.00012733461604311086]"
CREATOR,SIG_GHOST,3,34,1,1,0.05538965509854987,"[0.00213901134165631, 0.9919488330072308, 0.00217260402530423, 0.003739551625808551]"
CREATOR,SIG_GHOST,3,35,1,1,0.03434550745467417,"[0.0006827630945515638, 0.9951709689464248, 0.0034926358651076917, 0.0006536320939159141]"
CREATOR,SIG_GHOST,3,36,1,1,0.0012140176189413933,"[3.382467886124572e-05, 0.9998916714471027, 4.642702569076556e-05, 2.8076848345300492e-05]"
CREATOR,SIG_GHOST,3,37,1,1,0.015529781328057317,"[0.00046721982108925795, 0.9981442044067275, 0.0006305795767446004, 0.0007579961954386672]"
CREATOR,SIG_GHOST,3,38,1,1,0.05498587531984163,"[0.003168415799887015, 0.9920541584187926, 0.002463785788585024, 0.0023136399927351555]"
CREATOR,SIG_GHOST,3,39,1,1,1.097151342718636,"[0.3803879956475721, 0.4762863913909997, 0.08225660825169695, 0.06106900470973122]"
CREATOR,SIG_GHOST,3,40,1,1,0.13978620321934598,"[0.010010360241090751, 0.9758816535222449, 0.007440762717574751, 0.006667223519089573]"
CREATOR,SIG_GHOST,3,41,1,1,0.004212335457575861,"[0.00011790344847048238, 0.9995717874821685, 0.0001301525828583911, 0.0001801564865026459]"
CREATOR,SIG_GHOST,3,42,1,1,0.015178459902835922,"[0.0004934923192215147, 0.998193722443574, 0.000711986226358377, 0.0006007990108461409]"
CREATOR,SIG_GHOST,3,43,1,1,0.000890108937921398,"[2.070888487761852e-05, 0.9999229020734668, 2.2685330989360686e-05, 3.370371066637699e-05]"
CREATOR,SIG_GHOST,3,44,1,1,0.10539360680590484,"[0.004766591592807846, 0.9828435094833368, 0.006933073203610343, 0.005456825720244866]"
CREATOR,SIG_GHOST,3,45,1,1,0.0014000213973103907,"[3.603690304971407e-05, 0.9998735070419118, 4.358595016144868e-05, 4.687010487695125e-05]"
CREATOR,SIG_GHOST,3,46,1,1,0.004457045334617774,"[0.00020734338319778418, 0.9995432306416903, 0.00011819835147766187, 0.00013122762363430163]"
CREATOR,SIG_GHOST,3,47,1,1,0.004053008866355563,"[0.00010395227668231836, 0.9995894591009978, 0.00012962804710233173, 0.00017696057521738716]"
CREATOR,SIG_GHOST,3,48,1,1,0.0033787494021284108,"[0.00010743748346919553, 0.9996652202519791, 9.660881060019387e-05, 0.00013073345395149514]"
CREATOR,SIG_GHOST,3,49,1,1,0.10539951079449399,"[0.005793513621497273, 0.9828484021824136, 0.006684560131238814, 0.004673524064850254]"
CREATOR,SIG_GHOST,3,50,1,1,0.20025991085662,"[0.008453711104248297, 0.9608451717337866, 0.025100184834644865, 0.0056009323273201825]"
CREATOR,SIG_GHOST,3,51,1,1,0.01394395956591902,"[0.0006521134445664825, 0.998359854324536, 0.0005015651303040424, 0.00048646710059332585]"
CREATOR,SIG_GHOST,3,52,1,1,0.11880360970930695,"[0.005905911468115077, 0.9801226293390373, 0.005063922395239144, 0.008907536797608416]"
CREATOR,SIG_GHOST,3,53,1,1,0.012296153230903578,"[0.0007111592258560899, 0.998568597341288, 0.00036113532381765054, 0.0003591081090383363]"
CREATOR,SIG_GHOST,3,54,1,1,0.036830846160046976,"[0.0018788761973146683, 0.9950166726663406, 0.0016979239871377236, 0.0014065271492070357]"
CREATOR,SIG_GHOST,3,55,1,1,0.00040852980418401043,"[1.6948068362114558e-05, 0.9999669124141296, 8.383202998369339e-06, 7.756314510150723e-06]"
CREATOR,SIG_GHOST,3,56,1,1,0.0011315995080552082,"[3.2888778971570896e-05, 0.9998999193363336, 3.5580227141089664e-05, 3.161165755354344e-05]"
CREATOR,SIG_GHOST,3,57,1,1,0.0033299564111420312,"[0.00013098445118648168, 0.9996704876849125, 9.197923648983723e-05, 0.00010654862741105747]"
CREATOR,SIG_GHOST,3,58,1,1,0.7357932906301491,"[0.029687934008557643, 0.7757657976128343, 0.1394710542779323, 0.05507521410067577]"
CREATOR,SIG_GHOST,3,59,1,1,0.00323321197010042,"[9.932134075707655e-05, 0.9996813291929809, 0.00011957186157632105, 9.977760468583334e-05]"
CREATOR,SIG_GHOST,3,60,1,1,0.027615010016576215,"[0.0005081088485976873, 0.9962567022695253, 0.0026849300002319953, 0.0005502588816449162]"
CREATOR,SIG_GHOST,3,61,1,1,0.05234246665229543,"[0.002880425025617794, 0.9924900466853895, 0.0018771672852516703, 0.002752361003740913]"
CREATOR,SIG_GHOST,3,62,1,1,0.0014193293827934276,"[4.916964115457942e-05, 0.9998715735199408, 4.249592301917133e-05, 3.676091588538383e-05]"
CREATOR,SIG_GHOST,3,63,1,1,0.5308572745518828,"[0.03299226716846715, 0.8621985531043292, 0.08265508893525383, 0.022154090791950003]"
CREATOR,SIG_GHOST,3,64,1,1,0.10474149678306141,"[0.00590162816842594, 0.983005533783965, 0.005206122625999348, 0.005886715421609651]"
CREATOR,SIG_GHOST,3,65,1,1,0.014217556287357167,"[0.0005816886746014243, 0.9983238069784095, 0.00046997112204273526, 0.0006245332249462629]"
CREATOR,SIG_GHOST,3,66,1,1,0.4708192621144912,"[0.07657632867084399, 0.8812757103821578, 0.02111625112631127, 0.02103170982068716]"
CREATOR,SIG_GHOST,3,67,1,1,0.012384998732232925,"[0.0004218337624489412, 0.9985623191421913, 0.0006405931913418085, 0.0003752539040177621]"
CREATOR,SIG_GHOST,3,68,1,1,0.028987394159213704,"[0.0010681033421437217, 0.9962187737311865, 0.0012479005573384308, 0.0014652223693313717]"
CREATOR,SIG_GHOST,3,69,1,1,0.010779953910300004,"[0.00035034769805215784, 0.9987742877701541, 0.00040356367863520837, 0.0004718008531586269]"
CREATOR,SIG_GHOST,3,70,1,1,0.040531174670534825,"[0.0015841260799351674, 0.9944262366864026, 0.0016944092169223267, 0.0022952280167399665]"
CREATOR,SIG_GHOST,3,71,1,1,0.2674006874547118,"[0.007722501687479283, 0.942214215801984, 0.009174782380852307, 0.04088850012968446]"
CREATOR,SIG_GHOST,3,72,1,1,0.0044155126363955655,"[0.00014489010049184236, 0.9995492164411263, 0.00017548441316105623, 0.00013040904522103284]"
CREATOR,SIG_GHOST,3,73,1,1,0.0005653283129377774,"[1.6251620566269525e-05, 0.9999531471046712, 1.4618095176976919e-05, 1.5983179585503284e-05]"
CREATOR,SIG_GHOST,3,74,1,1,0.003078752880847146,"[9.644421663116751e-05, 0.9996981583145408, 9.19357279816945e-05, 0.00011346174084631977]"
CREATOR,SIG_GHOST,3,75,1,1,0.07085503705441201,"[0.0015092992333509514, 0.9889858811630463, 0.002895745039137969, 0.006609074564464844]"
CREATOR,SIG_GHOST,3,76,1,1,0.0010545315802041196,"[3.1708624360121115e-05, 0.9999073716243893, 2.899713920109074e-05, 3.192261204972149e-05]"
CREATOR,SIG_GHOST,3,77,1,1,0.08944403774301043,"[0.0019245086690056162, 0.9851285041942179, 0.002512316813277475, 0.01043467032349884]"
CREATOR,SIG_GHOST,3,78,1,1,0.04534722223688557,"[0.0016250630068212434, 0.9936467524087257, 0.002173797839206694, 0.0025543867452463348]"
CREATOR,SIG_GHOST,3,79,1,1,0.15871604267548817,"[0.008101539127117653, 0.9718847911970795, 0.01129948979012403, 0.00871417988567887]"
CREATOR,SIG_GHOST,3,80,1,1,0.02487590925601708,"[0.0011610648144518589, 0.996829725393407, 0.0010834495142143523, 0.0009257602779268615]"
CREATOR,SIG_GHOST,3,81,1,1,0.04529301094254917,"[0.0019498131202374627, 0.9936557124667167, 0.0017429525867219803, 0.0026515218263238557]"
CREATOR,SIG_GHOST,3,82,1,1,0.00013446720341322204,"[3.4308165025933925e-06, 0.9999901270869507, 2.861910726279668e-06, 3.580185820267204e-06]"
CREATOR,SIG_GHOST,3,83,1,1,0.012352522891756045,"[0.0005485144363072814, 0.9985703601190258, 0.0004020928090939727, 0.00047903263557291575]"
CREATOR,SIG_GHOST,3,84,1,1,0.010913420640738768,"[0.00016694864759532867, 0.9986981063238919, 0.0009736074398808309, 0.00016133758863224508]"
CREATOR,SIG_GHOST,3,85,1,1,0.000877654919075549,"[2.3162196993467026e-05, 0.9999241888785112, 2.2537279369755358e-05, 3.0111645125643275e-05]"
CREATOR,SIG_GHOST,3,86,1,1,0.8586214901322579,"[0.13572559914286425, 0.7206359749236293, 0.11428094067546193, 0.029357485258044443]"
CREATOR,SIG_GHOST,3,87,1,1,0.0123932777183323,"[0.0005359751855378398, 0.9985657753490782, 0.00043461188121823207, 0.00046363758416562167]"
CREATOR,SIG_GHOST,3,88,1,1,0.015543601771404717,"[0.0005711641263200067, 0.998146451738108, 0.0006062292681488725, 0.0006761548674231516]"
CREATOR,SIG_GHOST,3,89,1,1,0.012395066735023528,"[0.0006112480220955421, 0.9985628323601398, 0.0004145115483284994, 0.0004114080694362527]"
CREATOR,SIG_GHOST,3,90,1,1,0.0013946271433270662,"[4.232513194185387e-05, 0.9998738872796306, 5.1680093001889284e-05, 3.2107495425740853e-05]"
CREATOR,SIG_GHOST,3,91,1,1,0.149550237776907,"[0.008254052771831834, 0.973890029301203, 0.008164726619039506, 0.00969119130792549]"
CREATOR,SIG_GHOST,3,92,1,1,0.01030961392793547,"[0.0003332516824935858, 0.9988333751074828, 0.0003496317303830375, 0.0004837414796406115]"
CREATOR,SIG_GHOST,3,93,1,1,0.04331943157793501,"[0.001675143386000339, 0.993981934805722, 0.002380235034080474, 0.0019626867741972596]"
CREATOR,SIG_GHOST,3,94,1,1,0.5020637157464849,"[0.13406326337815774, 0.8459347480963137, 0.013098521904532184, 0.006903466620996227]"
CREATOR,SIG_GHOST,3,95,1,1,0.04364464909711831,"[0.0059497285985448045, 0.9932284883213466, 0.0004224004301030864, 0.00039938265000550314]"
CREATOR,SIG_GHOST,3,96,1,1,0.01132557529290867,"[0.0006152501021779997, 0.9986983014597779, 0.0003440841359914659, 0.00034236430205278795]"
CREATOR,SIG_GHOST,3,97,1,1,0.004212546928257497,"[0.00013681636057999552, 0.9995723081525765, 0.00016408580607606775, 0.00012678968076746967]"
CREATOR,SIG_GHOST,3,98,1,1,0.0038611983267958193,"[0.00012597955900404186, 0.9996120459100272, 0.0001281830421025404, 0.00013379148886621855]"
CREATOR,SIG_GHOST,3,99,1,1,0.27028890541810513,"[0.02927125521051926, 0.9433788154825923, 0.022007589767444123, 0.005342339539444421]"
CREATOR,SIG_GHOST,3,100,1,1,0.07951148444374545,"[0.002293559420977951, 0.9874414701361882, 0.007388067229184867, 0.002876903213648988]"
CREATOR,SIG_GHOST,3,101,1,1,0.013714502724442218,"[0.0007064842091054804, 0.9983871735094986, 0.0004729203456693992, 0.0004334219357264569]"
CREATOR,SIG_GHOST,3,102,1,1,0.3828174521319062,"[0.03126227808624696, 0.9149252741850052, 0.033058136316714955, 0.020754311412032933]"
CREATOR,SIG_GHOST,3,103,1,1,0.02835394062636562,"[0.0011126402799126773, 0.9963137593498779, 0.001452636056457822, 0.001120964313751623]"
CREATOR,SIG_GHOST,3,104,1,1,0.005762802741573233,"[0.0002889318770450331, 0.999390438085747, 0.00018204835852696306, 0.00013858167868089212]"
CREATOR,SIG_GHOST,3,105,1,1,0.0011886105590845212,"[3.837610139327142e-05, 0.9998943564656597, 3.539059772648006e-05, 3.187683522038578e-05]"
CREATOR,SIG_GHOST,3,106,1,1,0.011336483782996728,"[0.0005847025693077282, 0.9986988256135739, 0.00038000437895704926, 0.0003364674381612102]"
CREATOR,SIG_GHOST,3,107,1,1,0.013639436374205246,"[9.185381587841491e-05, 0.998256799404094, 0.0015172660462864729, 0.00013408073374122513]"
CREATOR,SIG_GHOST,3,108,1,1,0.0043915817970337865,"[0.00016461299590354056, 0.9995513135204671, 0.00017522271552035518, 0.0001088507681090643]"
CREATOR,SIG_GHOST,3,109,1,1,0.003846923248734181,"[0.00012911378333385114, 0.9996133748557973, 0.00011084500413322347, 0.00014666635673562929]"
CREATOR,SIG_GHOST,3,110,1,1,0.05442292130416393,"[0.005345998886331207, 0.9918579131510279, 0.0016052323190128006, 0.0011908556436281581]"
CREATOR,SIG_GHOST,3,111,1,1,0.006738856528390364,"[0.00024678479943344934, 0.9992777998297555, 0.00023062007331494085, 0.0002447952974960633]"
CREATOR,SIG_GHOST,3,112,1,1,0.2590221327602015,"[0.00715126096198543, 0.9461805968399525, 0.01378568534096684, 0.032882456857095226]"
CREATOR,SIG_GHOST,3,113,1,1,0.0045474733445408505,"[0.0001098605240311804, 0.9995332886263466, 0.00019000044675256272, 0.0001668504028696446]"
CREATOR,SIG_GHOST,3,114,1,1,0.0008148598729364864,"[2.4172479409346824e-05, 0.9999301462319801, 2.1011906333989158e-05, 2.4669382276644513e-05]"
CREATOR,SIG_GHOST,3,115,1,1,0.002622113864187348,"[7.884886205026734e-05, 0.9997471583950795, 7.249575077389595e-05, 0.00010149699209633682]"
CREATOR,SIG_GHOST,3,116,1,1,0.02953502074560996,"[0.001169732076103904, 0.9961333143171953, 0.0011039431694732735, 0.0015930104372274823]"
CREATOR,SIG_GHOST,3,117,1,1,0.0376845700604562,"[0.0015875870232220399, 0.994881444824902, 0.0015079809736439334, 0.002022987178232097]"
CREATOR,SIG_GHOST,3,118,1,1,0.021345115503809003,"[0.0005087866122810274, 0.9972768491351222, 0.0005411487808555831, 0.0016732154717410447]"
CREATOR,SIG_GHOST,3,119,1,1,0.017560291433406296,"[0.00043727646739650394, 0.9978227344616897, 0.0013322016372716182, 0.0004077874336420934]"
CREATOR,SIG_GHOST,3,120,1,1,0.007210442837996065,"[0.00011964907039506073, 0.9992002715111639, 0.0005205534888584855, 0.0001595259295827022]"
CREATOR,SIG_GHOST,3,121,1,1,0.029463679993497936,"[0.0023589482135688146, 0.9960583622601633, 0.000976958566412628, 0.0006057309598552781]"
CREATOR,SIG_GHOST,3,122,1,1,0.001976684114366336,"[0.00011926274115964335, 0.9998115216184899, 3.6970533382437434e-05, 3.22451069679994e-05]"
CREATOR,SIG_GHOST,3,123,1,1,0.01660678374413539,"[0.0006058136979228613, 0.9979997013007232, 0.0008013147192310572, 0.0005931702821228941]"
CREATOR,SIG_GHOST,3,124,1,1,0.000442133674992738,"[1.0725164512652294e-05, 0.9999641114345658, 1.4837926006077533e-05, 1.0325474915545975e-05]"
CREATOR,SIG_GHOST,3,125,1,1,0.33588319752580004,"[0.02315095075279139, 0.9284620941519006, 0.021533960727850784, 0.026852994367457122]"
CREATOR,SIG_GHOST,3,126,1,1,0.041232749027050125,"[0.0031097349056755327, 0.9941351484647897, 0.002325567889030993, 0.00042954874050394763]"
CREATOR,SIG_GHOST,3,127,1,1,0.04052825935970753,"[0.0016994214219117874, 0.9944364183402757, 0.0018283691962693693, 0.0020357910415431967]"
CREATOR,SIG_GHOST,3,128,1,1,0.038954073331841206,"[0.004751614282479411, 0.9942219126786602, 0.0005248212452682632, 0.0005016517935921072]"
CREATOR,SIG_GHOST,3,129,1,1,0.017758214176062697,"[0.0008504591079601709, 0.9978363466706952, 0.0008163906796624833, 0.0004968035416822883]"
CREATOR,SIG_GHOST,3,130,1,1,0.6037523093373542,"[0.04586726157500754, 0.8360204775590083, 0.09357178618792282, 0.024540474678061225]"
CREATOR,SIG_GHOST,3,131,1,1,0.26328768684160814,"[0.008711821123797328, 0.9447264938770275, 0.010991781888616476, 0.035569903110558784]"
CREATOR,SIG_GHOST,3,132,1,1,0.05233333984456725,"[0.002573778184254194, 0.9925109164764188, 0.002323507583439611, 0.0025917977558874102]"
CREATOR,SIG_GHOST,3,133,1,1,0.04371455540059224,"[0.0014929265266123834, 0.9938649175321196, 0.0031108945396537734, 0.0015312614016140236]"
CREATOR,SIG_GHOST,3,134,1,1,0.0008455911628992256,"[1.5855917573181068e-05, 0.9999258446006197, 1.0694804745738431e-05, 4.7604677061323145e-05]"
CREATOR,SIG_GHOST,3,135,1,1,0.14996144263061456,"[0.006253095092182347, 0.973643803161069, 0.011638572996850196, 0.00846452874989852]"
CREATOR,SIG_GHOST,3,136,1,1,0.038780506345443,"[0.0024991602583887542, 0.9946823443701373, 0.0014157093571763896, 0.0014027860142977408]"
CREATOR,SIG_GHOST,3,137,1,1,0.04768753842999515,"[0.0020701594701867426, 0.9932787283403526, 0.0024648184070745153, 0.0021862937823862528]"
CREATOR,SIG_GHOST,3,138,1,1,0.004884290892296439,"[0.0001917544913687891, 0.9994945989914237, 0.0001960790639955351, 0.00011756745321212222]"
CREATOR,SIG_GHOST,3,139,1,1,0.005125002812876561,"[0.0001333651742884108, 0.9994635521040598, 0.0002798955518883159, 0.00012318716976352892]"
CREATOR,SIG_GHOST,3,140,1,1,0.00037286801857316465,"[9.513069413666045e-06, 0.9999701816336758, 1.219531833226903e-05, 8.109978578137773e-06]"
CREATOR,SIG_GHOST,3,141,1,1,0.007832677044237672,"[0.0002474111639989005, 0.999144352647952, 0.00033314174691726205, 0.00027509444113204363]"
CREATOR,SIG_GHOST,3,142,1,1,0.033531229755804415,"[0.001366878502798846, 0.9955314356997086, 0.0014475954130395397, 0.001654090384453088]"
CREATOR,SIG_GHOST,3,143,1,1,0.14136013047150736,"[0.006798713702000158, 0.9755847225810902, 0.009470637671867604, 0.008145926045041932]"
CREATOR,SIG_GHOST,3,144,1,1,0.17282858593722839,"[0.019464921950049518, 0.9677271076263181, 0.005060711504218179, 0.007747258919414208]"
CREATOR,SIG_GHOST,3,145,1,1,0.029178390070512476,"[0.0028866249069790326, 0.9960030322492383, 0.00046722536723295264, 0.0006431174765497352]"
CREATOR,SIG_GHOST,3,146,1,1,0.0003210988465109196,"[7.709078820171818e-06, 0.9999746585173898, 1.0219404485101429e-05, 7.412999304935634e-06]"
CREATOR,SIG_GHOST,3,147,1,1,0.0011592605310045353,"[3.296887744662828e-05, 0.9998972382841737, 3.584292182339848e-05, 3.394991655613067e-05]"
CREATOR,SIG_GHOST,3,148,1,1,0.01203558103369473,"[0.00038681724627934915, 0.9986056966124801, 0.0006571670751521683, 0.00035031906608839027]"
CREATOR,SIG_GHOST,3,149,1,1,0.0027543641960054393,"[0.00016817064629653808, 0.9997279280106889, 3.732763624802909e-05, 6.657370676642909e-05]"
CREATOR,SIG_GHOST,3,150,1,1,1.0737688945183776,"[0.2777666483950918, 0.566547423522598, 0.08836949361108339, 0.06731643447122684]"
CREATOR,SIG_GHOST,3,151,1,1,0.9369993847592795,"[0.09366109364075266, 0.69571816551656, 0.139472592252569, 0.07114814859011848]"
CREATOR,SIG_GHOST,3,152,1,1,0.0002617272674028132,"[7.137874557029992e-06, 0.9999797147645003, 6.190831310916506e-06, 6.956529631725726e-06]"
CREATOR,SIG_GHOST,3,153,1,1,0.015393136170320128,"[0.0007287114509699498, 0.9981651047294429, 0.0005743768682165942, 0.0005318069513704967]"
CREATOR,SIG_GHOST,3,154,1,1,0.053259233351642156,"[0.0019417809130257107, 0.992281365601987, 0.0038579306607615656, 0.0019189228242256883]"
CREATOR,SIG_GHOST,3,155,1,1,0.01838460995145555,"[0.0006802451349716456, 0.9977559768646281, 0.0008438282963406586, 0.0007199497040596794]"
CREATOR,SIG_GHOST,3,156,1,1,0.052918235541761435,"[0.0017753046539849275, 0.992353398138136, 0.003654781885139905, 0.002216515322739242]"
CREATOR,SIG_GHOST,3,157,1,1,0.046944878023656336,"[0.002245150240007404, 0.9933741824817892, 0.00281042084958449, 0.0015702464286188385]"
CREATOR,SIG_GHOST,3,158,1,1,0.5210132951942575,"[0.036010046485141736, 0.8714096048632578, 0.03436058822334306, 0.05821976042825726]"
CREATOR,SIG_GHOST,3,159,1,1,0.09855859751564955,"[0.004302267418652243, 0.984103420153182, 0.004345210382113202, 0.0072491020460523446]"
CREATOR,SIG_GHOST,3,160,1,1,0.01435184705972429,"[0.0004214956938807326, 0.9983005683822047, 0.0005209182109935769, 0.0007570177129210017]"
CREATOR,SIG_GHOST,3,161,1,1,0.0014776435124397387,"[5.287178416641714e-05, 0.9998657074985491, 3.67462213997784e-05, 4.467449588492779e-05]"
CREATOR,SIG_GHOST,3,162,1,1,0.004682170454086977,"[0.0001144547405899514, 0.9995173081101749, 0.00021708201668146104, 0.00015115513255372552]"
CREATOR,SIG_GHOST,3,163,1,1,0.0004468807161365958,"[1.4929668795686042e-05, 0.9999636945969829, 1.0650340342769668e-05, 1.0725393878673688e-05]"
CREATOR,SIG_GHOST,3,164,1,1,0.0047427548188271945,"[0.00011684174910314342, 0.9995110442948532, 0.00017853474127861295, 0.00019357921476519883]"
CREATOR,SIG_GHOST,3,165,1,1,0.01348075022984908,"[0.00044556960299024627, 0.9984211272908872, 0.0005025397169288701, 0.0006307633891938342]"
CREATOR,SIG_GHOST,3,166,1,1,7.09577976584049e-05,"[1.397862091918808e-06, 0.9999950401742236, 1.7512731394719586e-06, 1.8106905448436519e-06]"
CREATOR,SIG_GHOST,3,167,1,1,0.047252281800279364,"[0.0031924488533178878, 0.9933038228275108, 0.0018605704433545325, 0.0016431578758169482]"
CREATOR,SIG_GHOST,3,168,1,1,0.290104760931272,"[0.008984262764119054, 0.9339261646273028, 0.05047513520812821, 0.006614437400449898]"
CREATOR,SIG_GHOST,3,169,1,1,0.0024530283911225756,"[7.971314597169479e-05, 0.9997653010500358, 6.918255681520503e-05, 8.580324717723872e-05]"
CREATOR,SIG_GHOST,3,170,1,1,0.03637623738543134,"[0.0013737296676137557, 0.9950843821682877, 0.0015705259904028439, 0.0019713621736957656]"
CREATOR,SIG_GHOST,3,171,1,1,0.027511366986388223,"[0.00048634645925796295, 0.9963418653105615, 0.0022617817365400117, 0.0009100064936403845]"
CREATOR,SIG_GHOST,3,172,1,1,0.15680654643013275,"[0.011663878404333347, 0.9722550142419403, 0.007531938503583472, 0.008549168850142877]"
CREATOR,SIG_GHOST,3,173,1,1,0.018550720785330918,"[0.0007512174354339469, 0.9977309145022197, 0.000892581763671793, 0.0006252862986746816]"
CREATOR,SIG_GHOST,3,174,1,1,0.032680768531624514,"[0.0004781496539636283, 0.9954290592191078, 0.0033354714728014417, 0.0007573196541272983]"
CREATOR,SIG_GHOST,3,175,1,1,0.4143953733308492,"[0.025764716896560205, 0.9046137216045906, 0.022657707118725456, 0.046963854380123723]"
CREATOR,SIG_GHOST,3,176,1,1,0.0050366771062858254,"[0.00012238907172553514, 0.9994769260710767, 0.00021302211624266073, 0.00018766274095515474]"
CREATOR,SIG_GHOST,3,177,1,1,0.02552019510102144,"[0.0003254244358817674, 0.9966620775343642, 0.0015459124915856532, 0.0014665855381682312]"
CREATOR,SIG_GHOST,3,178,1,1,0.148110635279408,"[0.007492954605219346, 0.9740407729327988, 0.011743751905179631, 0.006722520556802218]"
CREATOR,SIG_GHOST,3,179,1,1,0.03488927324552582,"[0.0037425177093048006, 0.9950374134160593, 0.0006657724819077635, 0.0005542963927279665]"
CREATOR,SIG_GHOST,3,180,1,1,0.5184632557568103,"[0.09904522829890977, 0.8597117165969052, 0.01716813530409168, 0.024074919800093304]"
CREATOR,SIG_GHOST,3,181,1,1,0.0036240307883044914,"[9.836757539840053e-05, 0.9996372076320833, 0.00010001948456880374, 0.00016440530794958094]"
CREATOR,SIG_GHOST,3,182,1,1,0.0117075256208721,"[0.00045883489773866415, 0.9986544517263349, 0.0005115570159901975, 0.0003751563599362144]"
CREATOR,SIG_GHOST,3,183,1,1,0.038515883590671735,"[0.0015187592894079416, 0.9947538827686766, 0.00188233314653269, 0.0018450247953829678]"
CREATOR,SIG_GHOST,3,184,1,1,0.0033776917281736793,"[0.0001116373122541202, 0.9996654775590785, 0.0001239358074164075, 9.894932125090541e-05]"
CREATOR,SIG_GHOST,3,185,1,1,0.3186694566481104,"[0.028386106928378976, 0.9328767756840683, 0.020240584553212666, 0.018496532834340062]"
CREATOR,SIG_GHOST,3,186,1,1,0.37515089972105503,"[0.03937976125167512, 0.9165648104059092, 0.023949849491326586, 0.020105578851089205]"
CREATOR,SIG_GHOST,3,187,1,1,0.004411020791057976,"[0.00017519579190953557, 0.9995497397796411, 0.0001312182417054129, 0.00014384618674372166]"
CREATOR,SIG_GHOST,3,188,1,1,0.02665239751207967,"[0.0005935721938041063, 0.9964181878354548, 0.0004676250758121814, 0.002520614894928876]"
CREATOR,SIG_GHOST,3,189,1,1,0.02067866250935257,"[0.00041552526307704873, 0.9973237494660617, 0.0003642927008293698, 0.001896432570031622]"
CREATOR,SIG_GHOST,3,190,1,1,0.007132447201739805,"[0.00026664782839900923, 0.9992302218340722, 0.00023361017805970756, 0.00026952015946916507]"
CREATOR,SIG_GHOST,3,191,1,1,0.3308717583181379,"[0.07903727989585675, 0.9124101478331741, 0.004268435503957655, 0.004284136767011451]"
CREATOR,SIG_GHOST,3,192,1,1,0.03962057179000709,"[0.001532399906609522, 0.9945596897619625, 0.0014854695077573753, 0.0024224408236705056]"
CREATOR,SIG_GHOST,3,193,1,1,0.034618324675544626,"[0.001777611393355958, 0.995360753444932, 0.0013164777678752737, 0.0015451573938366234]"
CREATOR,SIG_GHOST,3,194,1,1,0.1413912396100393,"[0.009843484742319702, 0.9755699293412141, 0.007409036038528926, 0.007177549877937253]"
CREATOR,SIG_GHOST,3,195,1,1,0.00847552624806678,"[0.00027946425185555295, 0.9990656092790017, 0.00031601461028811533, 0.00033891185885473376]"
CREATOR,SIG_GHOST,3,196,1,1,0.14514978720626043,"[0.005979375650391713, 0.9745053495837237, 0.0066944170067914565, 0.0128208577590932]"
CREATOR,SIG_GHOST,3,197,1,1,0.7591209145800687,"[0.044662693067873536, 0.7489310122109368, 0.025955968531243375, 0.18045032618994628]"
CREATOR,SIG_GHOST,3,198,1,1,0.08832148862086975,"[0.0006899625746330556, 0.9839467659076842, 0.000827457494632366, 0.014535814023050651]"
CREATOR,SIG_GHOST,3,199,1,1,0.004337211697050947,"[0.00013277628733018938, 0.9995575507852487, 0.00018813482152146006, 0.00012153810589976797]"
CREATOR,SIG_GHOST,4,0,1,1,0.534411744253568,"[0.028129426121360226, 0.8576415596299521, 0.020949109095924488, 0.09327990515276322]"
CREATOR,SIG_GHOST,4,1,1,1,0.017483876767963487,"[0.0010074695001456998, 0.9978696404179147, 0.0005390199339221814, 0.0005838701480174506]"
CREATOR,SIG_GHOST,4,2,1,1,0.0050799086163429985,"[0.00015087454006635365, 0.9994710388806628, 0.00013116925869272224, 0.0002469173205780145]"
CREATOR,SIG_GHOST,4,3,1,1,0.016347777504527154,"[0.00031244012344240895, 0.9979616440896699, 0.001417939927709839, 0.000307975859177907]"
CREATOR,SIG_GHOST,4,4,1,1,0.046861580471096696,"[0.001907022909701313, 0.9933739695911171, 0.003092218775360063, 0.0016267887238213738]"
CREATOR,SIG_GHOST,4,5,1,1,0.0517922296335555,"[0.0020457167617462953, 0.9925860980717619, 0.003023700574422579, 0.0023444845920692087]"
