half,arm,contamination,seed_rep,observer,artifact_index,eff_sample_count,creator_col_kl,col_change_rate,deep_per_genuine,generation,deep_per_artifact
starvation,starvation_only,0.6,2,6,300,51.72027294225282,0.3883577548745898,0.011335549185220551,1.9166666666666667,,
starvation,starvation_only,0.6,2,6,325,56.46741489009617,0.3800847973942396,0.0055534235118666845,1.9152542372881356,,
starvation,starvation_only,0.6,2,6,350,62.71290327315421,0.3665813270860073,0.004188068365596252,1.9015151515151516,,
starvation,starvation_only,0.6,2,6,375,68.45947581061506,0.36324451617181724,0.0072191613907088255,1.916083916083916,,
starvation,starvation_only,0.6,2,6,400,74.20746883265319,0.38308509993401363,0.003527704823623725,1.9285714285714286,,
starvation,starvation_only,0.6,2,7,25,3.249972889887511,0.3143394767197805,0.08434612151479044,1.625,,
starvation,starvation_only,0.6,2,7,50,6.7469981043296405,0.37626563176236344,0.042008474898435566,1.5,,
starvation,starvation_only,0.6,2,7,75,10.493765150958712,0.29193919577123856,0.0319324972866767,1.6153846153846154,,
starvation,starvation_only,0.6,2,7,100,15.489973265842725,0.394539599621234,0.020066930726616358,1.7714285714285714,,
starvation,starvation_only,0.6,2,7,125,22.48426544246909,0.4123022966106671,0.020449475825193818,1.836734693877551,,
starvation,starvation_only,0.6,2,7,150,25.982603127070703,0.3902859291661172,0.01563171594365609,1.8571428571428572,,
starvation,starvation_only,0.6,2,7,175,29.480164356195175,0.39650138314937866,0.011349029466199813,1.84375,,
starvation,starvation_only,0.6,2,7,200,33.47718333580912,0.32783752765154806,0.015042580608410547,1.8356164383561644,,
starvation,starvation_only,0.6,2,7,225,38.22454302647187,0.3234014595223242,0.013208173065751637,1.8433734939759037,,
starvation,starvation_only,0.6,2,7,250,41.722071307959276,0.3074856195503096,0.007216490611359776,1.835164835164835,,
starvation,starvation_only,0.6,2,7,275,47.971568097569616,0.34206176587430936,0.0073989523796692816,1.900990099009901,,
starvation,starvation_only,0.6,2,7,300,51.469836240241094,0.3590822513712205,0.004202068424322629,1.9074074074074074,,
starvation,starvation_only,0.6,2,7,325,56.466751460868146,0.34662376456463106,0.0058828448680970594,1.9152542372881356,,
starvation,starvation_only,0.6,2,7,350,61.962091431143975,0.3466531481406767,0.010141683781420486,1.878787878787879,,
starvation,starvation_only,0.6,2,7,375,68.71678678166187,0.35966930357986954,0.009799106587766507,1.9230769230769231,,
starvation,starvation_only,0.6,2,7,400,75.7144803456998,0.3769530765892796,0.005853560330067089,1.9675324675324675,,
starvation,control,0.0,0,0,25,37.49165856545457,0.1256144044963337,0.04161340803888775,6.0,,
starvation,control,0.0,0,0,50,74.98310193856389,0.0726263865914552,0.014483193373316307,6.0,,
starvation,control,0.0,0,0,75,112.47401191017708,0.053517658496903014,0.011234219658097759,6.0,,
starvation,control,0.0,0,0,100,149.96558959109205,0.04734881517363325,0.009366269355251288,6.0,,
starvation,control,0.0,0,0,125,187.4574049764134,0.04529066387015891,0.008950604353415232,6.0,,
starvation,control,0.0,0,0,150,224.9492050601775,0.048050048744172985,0.004723698440763793,6.0,,
starvation,control,0.0,0,0,175,262.44072159970415,0.037697774261398975,0.0033363617164944587,6.0,,
starvation,control,0.0,0,0,200,299.93231978930123,0.03323991667835146,0.002638298174817675,6.0,,
starvation,control,0.0,0,0,225,337.4239652756374,0.032287939656692737,0.003389056375642822,6.0,,
starvation,control,0.0,0,0,250,374.915322002265,0.030910143765150035,0.004189034945044237,6.0,,
starvation,control,0.0,0,0,275,412.40703794188914,0.028036246045575818,0.005167702317696343,6.0,,
starvation,control,0.0,0,0,300,449.89867524666795,0.026174974152024647,0.0026131082492151132,6.0,,
starvation,control,0.0,0,0,325,487.3900649291578,0.02385930064510588,0.0027818592880959813,6.0,,
starvation,control,0.0,0,0,350,524.881356044383,0.02119653956466343,0.002616910640264257,6.0,,
starvation,control,0.0,0,0,375,562.3728782792217,0.02095371196750168,0.002693057425732318,6.0,,
starvation,control,0.0,0,0,400,599.8639393963784,0.019226501641933125,0.0018889272960326223,6.0,,
starvation,control,0.0,0,1,25,37.49048852070082,0.1169733735919112,0.03741255592642215,6.0,,
starvation,control,0.0,0,1,50,74.98203281689548,0.09156210032684692,0.020116044442996753,6.0,,
starvation,control,0.0,0,1,75,112.47344426250595,0.07265856624306719,0.013280779662841294,6.0,,
starvation,control,0.0,0,1,100,149.96432624984675,0.05672077310100125,0.010707158131454238,6.0,,
starvation,control,0.0,0,1,125,187.4553729131498,0.04618893239647891,0.007717618327484713,6.0,,
starvation,control,0.0,0,1,150,224.94644793347666,0.03621258400013446,0.007129013538277678,6.0,,
starvation,control,0.0,0,1,175,262.43777016994693,0.030390221571223036,0.0036958204425450504,6.0,,
starvation,control,0.0,0,1,200,299.92880752067026,0.024761492219009345,0.006118292904358094,6.0,,
starvation,control,0.0,0,1,225,337.4199811034802,0.02598173218057543,0.0029792144544151062,6.0,,
starvation,control,0.0,0,1,250,374.9112570580606,0.028254612736526782,0.002746439770722554,6.0,,
starvation,control,0.0,0,1,275,412.40255961020523,0.027488100224514873,0.00228119847686408,6.0,,
starvation,control,0.0,0,1,300,449.89387782441906,0.029124249550996083,0.0014515824836133545,6.0,,
starvation,control,0.0,0,1,325,487.3850798907366,0.027993920662115312,0.002577562732984488,6.0,,
starvation,control,0.0,0,1,350,524.8764259494922,0.029759502497681632,0.0023778758253068864,6.0,,
starvation,control,0.0,0,1,375,562.3679327644833,0.02834318768843505,0.0027700726539122977,6.0,,
starvation,control,0.0,0,1,400,599.8594654454018,0.025757949724774208,0.002536563950373445,6.0,,
starvation,control,0.0,0,2,25,37.49053526050015,0.1109414680285124,0.035252226639894295,6.0,,
starvation,control,0.0,0,2,50,74.981851627378,0.09109264604905636,0.02018667517490954,6.0,,
starvation,control,0.0,0,2,75,112.47295493421564,0.07407815965232586,0.01147148543956645,6.0,,
starvation,control,0.0,0,2,100,149.96461413421122,0.07002201821253187,0.007053894353768551,6.0,,
starvation,control,0.0,0,2,125,187.45631177818856,0.07460131768661903,0.008549926885603737,6.0,,
starvation,control,0.0,0,2,150,224.94746452297173,0.07409224635469727,0.00595138624782585,6.0,,
starvation,control,0.0,0,2,175,262.43887704224295,0.06178180958179405,0.006662641905937181,6.0,,
starvation,control,0.0,0,2,200,299.92998315200066,0.0492922304850866,0.0042820657924303,6.0,,
starvation,control,0.0,0,2,225,337.42139700389095,0.049084725294220755,0.003557922893137294,6.0,,
starvation,control,0.0,0,2,250,374.9127918771121,0.05011046182626374,0.0022538841333939654,6.0,,
starvation,control,0.0,0,2,275,412.40416774521,0.05798931420080719,0.005050317612944551,6.0,,
starvation,control,0.0,0,2,300,449.89571161809477,0.06163702279104842,0.003163390983687174,6.0,,
starvation,control,0.0,0,2,325,487.3869768264302,0.05634763416052761,0.002868210536760092,6.0,,
starvation,control,0.0,0,2,350,524.8782178515058,0.0552282372469015,0.0018072699519748698,6.0,,
starvation,control,0.0,0,2,375,562.369938696765,0.056030617684302765,0.001810136186806441,6.0,,
starvation,control,0.0,0,2,400,599.8611783734824,0.05351172694286208,0.001426546918121946,6.0,,
starvation,control,0.0,0,3,25,37.48804318401262,0.14304975758632,0.03628963052462483,6.0,,
starvation,control,0.0,0,3,50,74.9802988044135,0.10664087042392897,0.026455954600954793,6.0,,
starvation,control,0.0,0,3,75,112.47162776776834,0.06457199217088076,0.0158614914784801,6.0,,
starvation,control,0.0,0,3,100,149.9630255112176,0.051212945275648666,0.008747501274158232,6.0,,
starvation,control,0.0,0,3,125,187.45472411180694,0.04821783843036921,0.004792568645019979,6.0,,
starvation,control,0.0,0,3,150,224.94590116359402,0.04226016770434775,0.00686645282713205,6.0,,
starvation,control,0.0,0,3,175,262.43736466432136,0.04060768739110586,0.0035044146456741578,6.0,,
starvation,control,0.0,0,3,200,299.92894978325165,0.032825090677723066,0.004374212826055701,6.0,,
starvation,control,0.0,0,3,225,337.42032107305016,0.03325654184326453,0.0034875833170425253,6.0,,
starvation,control,0.0,0,3,250,374.9120627402127,0.03708506031887239,0.004337274943746603,6.0,,
starvation,control,0.0,0,3,275,412.4037403234796,0.04111190227832679,0.0027055828367965155,6.0,,
starvation,control,0.0,0,3,300,449.8955700315638,0.04027130245213795,0.002078439488812097,6.0,,
starvation,control,0.0,0,3,325,487.386925586093,0.04186895622147842,0.0024455281039711357,6.0,,
starvation,control,0.0,0,3,350,524.8784487210969,0.04183449369081305,0.002284834354102868,6.0,,
starvation,control,0.0,0,3,375,562.3700666688829,0.04172887535090711,0.002535770061526003,6.0,,
starvation,control,0.0,0,3,400,599.8615619866213,0.03771529561488557,0.0019954907619408623,6.0,,
starvation,control,0.0,0,4,25,37.4886067921021,0.2199294055763178,0.05396883420671709,6.0,,
starvation,control,0.0,0,4,50,74.98068510215552,0.1672720220961872,0.024955486918953405,6.0,,
starvation,control,0.0,0,4,75,112.47159507362585,0.11706936688135561,0.016639065396388198,6.0,,
starvation,control,0.0,0,4,100,149.96296537449234,0.10925821253092088,0.006527703631236925,6.0,,
starvation,control,0.0,0,4,125,187.45440267915504,0.10248788236631207,0.007662034045294887,6.0,,
starvation,control,0.0,0,4,150,224.9457018104708,0.09521553375722158,0.006294548095000612,6.0,,
starvation,control,0.0,0,4,175,262.43719818578194,0.08155670603195661,0.006983819113741365,6.0,,
starvation,control,0.0,0,4,200,299.92828907841863,0.0681704885362517,0.006270972590498199,6.0,,
starvation,control,0.0,0,4,225,337.4199220078974,0.06972081048236473,0.00404804955959067,6.0,,
starvation,control,0.0,0,4,250,374.9115551194251,0.06710045649039682,0.0017080994770447438,6.0,,
starvation,control,0.0,0,4,275,412.40309536707355,0.06863391374945232,0.0023727164395686896,6.0,,
starvation,control,0.0,0,4,300,449.89468006137145,0.06928264533639712,0.002265905040970257,6.0,,
starvation,control,0.0,0,4,325,487.3861692717504,0.06998030037755645,0.002163748093578127,6.0,,
starvation,control,0.0,0,4,350,524.8775150025739,0.06658528377100544,0.0028309493851856903,6.0,,
starvation,control,0.0,0,4,375,562.369020497736,0.06791633303301353,0.0026536455001119315,6.0,,
starvation,control,0.0,0,4,400,599.8603428127249,0.06254292833865757,0.002312846318209092,6.0,,
starvation,control,0.0,0,5,25,37.49082953641417,0.21877007846333446,0.05150779025955001,6.0,,
starvation,control,0.0,0,5,50,74.98184414387342,0.14833096294620945,0.024417140448821897,6.0,,
starvation,control,0.0,0,5,75,112.47124379672528,0.10983353411560763,0.01678894551639464,6.0,,
starvation,control,0.0,0,5,100,149.9629097536577,0.09105283826252011,0.011631976577876653,6.0,,
starvation,control,0.0,0,5,125,187.45499454988254,0.08449727245256701,0.007604653208724694,6.0,,
starvation,control,0.0,0,5,150,224.9465110174262,0.06306496694948344,0.006305296607566224,6.0,,
starvation,control,0.0,0,5,175,262.4382306421048,0.061779512848419316,0.0036275794705427945,6.0,,
starvation,control,0.0,0,5,200,299.9299089283294,0.05512195511161916,0.00449190799943287,6.0,,
starvation,control,0.0,0,5,225,337.4215755504879,0.05351586882495032,0.0043688483715042,6.0,,
starvation,control,0.0,0,5,250,374.91429136396675,0.05714701678062551,0.004581329482678082,6.0,,
starvation,control,0.0,0,5,275,412.4060655640219,0.05633073094792028,0.002494971147807728,6.0,,
starvation,control,0.0,0,5,300,449.8976366331577,0.053669212103120686,0.0036025681719910017,6.0,,
starvation,control,0.0,0,5,325,487.38981711990067,0.05460032359389015,0.0029952177874530026,6.0,,
starvation,control,0.0,0,5,350,524.8814386088035,0.052125328441315316,0.0038990632415669916,6.0,,
starvation,control,0.0,0,5,375,562.373121134608,0.05231322300806533,0.0023369502427165742,6.0,,
starvation,control,0.0,0,5,400,599.8651496435123,0.05036216314362871,0.0029047685144480053,6.0,,
starvation,control,0.0,0,6,25,37.491262921869854,0.0979820482667884,0.024661054519455064,6.0,,
starvation,control,0.0,0,6,50,74.98252902771671,0.07678486772425806,0.020852395385811517,6.0,,
starvation,control,0.0,0,6,75,112.47336784265335,0.04972890441929246,0.014882614027452416,6.0,,
starvation,control,0.0,0,6,100,149.96445881082275,0.04636257290591663,0.008097277561248261,6.0,,
starvation,control,0.0,0,6,125,187.45561229535363,0.05020099317340766,0.009526921796269149,6.0,,
starvation,control,0.0,0,6,150,224.94713717256303,0.046804399509912706,0.006379291489049294,6.0,,
starvation,control,0.0,0,6,175,262.4382593699052,0.0357483763641568,0.007723026585109074,6.0,,
starvation,control,0.0,0,6,200,299.929182578752,0.02400304908098888,0.004277901840908859,6.0,,
starvation,control,0.0,0,6,225,337.42028275517845,0.024224883688026125,0.0033977440748886255,6.0,,
starvation,control,0.0,0,6,250,374.91115198152556,0.02097647311193417,0.0028399343486733225,6.0,,
starvation,control,0.0,0,6,275,412.40223620313145,0.019643903668616045,0.0027314881332214723,6.0,,
starvation,control,0.0,0,6,300,449.8932970651793,0.018364732332242673,0.0031933225224110152,6.0,,
starvation,control,0.0,0,6,325,487.3844829744502,0.017693414313573085,0.002196511952057227,6.0,,
starvation,control,0.0,0,6,350,524.875487310256,0.015593270672164558,0.0027068246206120848,6.0,,
starvation,control,0.0,0,6,375,562.3666593297445,0.015715153746536772,0.0015813478584359162,6.0,,
starvation,control,0.0,0,6,400,599.8575279074455,0.01309830118668271,0.0034310991446662186,6.0,,
starvation,control,0.0,0,7,25,37.49090557338738,0.09252913102019994,0.026568132024060036,6.0,,
starvation,control,0.0,0,7,50,74.98213586462751,0.09615006037695494,0.01591659576859288,6.0,,
starvation,control,0.0,0,7,75,112.47368925720517,0.0700379319832285,0.012657108246109243,6.0,,
starvation,control,0.0,0,7,100,149.96506333369925,0.05556277910035724,0.008988971300393998,6.0,,
starvation,control,0.0,0,7,125,187.4558406054075,0.05116225356872295,0.00617255952609817,6.0,,
starvation,control,0.0,0,7,150,224.94674232360438,0.04273562938199341,0.007564599321036942,6.0,,
starvation,control,0.0,0,7,175,262.43804665431014,0.039904471401327676,0.004970953611057654,6.0,,
starvation,control,0.0,0,7,200,299.9291296156032,0.03478235518341986,0.005190969370464031,6.0,,
starvation,control,0.0,0,7,225,337.42034173448315,0.03224435251380193,0.0032141659305073072,6.0,,
starvation,control,0.0,0,7,250,374.91144460169494,0.029510319186961537,0.0016627398492494627,6.0,,
starvation,control,0.0,0,7,275,412.4024766193567,0.026963088974770292,0.0029522711938049073,6.0,,
starvation,control,0.0,0,7,300,449.8936098300885,0.024823037103049443,0.0020748521771169304,6.0,,
starvation,control,0.0,0,7,325,487.3847185273913,0.02329003279314753,0.0021689500734971825,6.0,,
starvation,control,0.0,0,7,350,524.8759653740353,0.021917964551492974,0.003853174001449836,6.0,,
starvation,control,0.0,0,7,375,562.3670943535044,0.01972773789610642,0.0017626651233695909,6.0,,
starvation,control,0.0,0,7,400,599.8584283272618,0.020494167516997366,0.0034121280627434636,6.0,,
starvation,control,0.0,1,0,25,37.49109003586527,0.1461793644180815,0.04006193946523518,6.0,,
starvation,control,0.0,1,0,50,74.98200634352224,0.058005113356263203,0.02456942183710464,6.0,,
starvation,control,0.0,1,0,75,112.4732219028612,0.03773708746427997,0.020210226259867597,6.0,,
starvation,control,0.0,1,0,100,149.96454944182415,0.03764206903413629,0.0034854852428417666,6.0,,
starvation,control,0.0,1,0,125,187.4557484969889,0.038645116083430145,0.005298168790595509,6.0,,
starvation,control,0.0,1,0,150,224.9469091016859,0.035562520512598374,0.007584984869459046,6.0,,
starvation,control,0.0,1,0,175,262.4382942896105,0.03743958762758247,0.005070801924745393,6.0,,
starvation,control,0.0,1,0,200,299.9292315924091,0.02811313280271202,0.00453166765569031,6.0,,
starvation,control,0.0,1,0,225,337.4204865355653,0.027268235904500823,0.003293265288238199,6.0,,
starvation,control,0.0,1,0,250,374.91131215972797,0.02519031981449559,0.004933962055619775,6.0,,
starvation,control,0.0,1,0,275,412.40240990346393,0.02333663073770091,0.004351486279649415,6.0,,
starvation,control,0.0,1,0,300,449.89381606366493,0.02409689645856751,0.001816932582773408,6.0,,
starvation,control,0.0,1,0,325,487.38500779771294,0.027006322584114343,0.002456013921319589,6.0,,
starvation,control,0.0,1,0,350,524.8761703598417,0.026438383108280363,0.0023553614573970203,6.0,,
starvation,control,0.0,1,0,375,562.3670549182928,0.023603839561959758,0.0024944583600150683,6.0,,
starvation,control,0.0,1,0,400,599.8582210673644,0.023359929470169745,0.0013947998271388934,6.0,,
starvation,control,0.0,1,1,25,37.48996927951977,0.0626339745313379,0.027516341897353302,6.0,,
starvation,control,0.0,1,1,50,74.981746703068,0.062475617287213875,0.020688701663500283,6.0,,
starvation,control,0.0,1,1,75,112.47298200502041,0.035064177836678256,0.011765010538852821,6.0,,
starvation,control,0.0,1,1,100,149.96447107119852,0.04653024792694295,0.01205645918927515,6.0,,
starvation,control,0.0,1,1,125,187.45672546900863,0.061314481323229086,0.007124654158715105,6.0,,
starvation,control,0.0,1,1,150,224.94902256366106,0.0739466523251924,0.0061133227146243745,6.0,,
starvation,control,0.0,1,1,175,262.44141313399905,0.07443711477435479,0.005270749036935307,6.0,,
starvation,control,0.0,1,1,200,299.9336648983486,0.06441115881423345,0.004488857109023859,6.0,,
starvation,control,0.0,1,1,225,337.4258523065154,0.0610257356449293,0.003891332204489696,6.0,,
starvation,control,0.0,1,1,250,374.91767803808074,0.05314044084877906,0.0034366967100625378,6.0,,
starvation,control,0.0,1,1,275,412.4098522100586,0.0555256623145214,0.003534382030199827,6.0,,
starvation,control,0.0,1,1,300,449.90227014709177,0.05742165739157241,0.0020523854540198897,6.0,,
starvation,control,0.0,1,1,325,487.3945608569593,0.06331263557826383,0.00320794017598486,6.0,,
starvation,control,0.0,1,1,350,524.8863270678169,0.05936456504186846,0.0031629144496176063,6.0,,
starvation,control,0.0,1,1,375,562.3786685132604,0.06311752497508503,0.002189360100926701,6.0,,
starvation,control,0.0,1,1,400,599.8712688071357,0.0689974780406021,0.00196363922323861,6.0,,
starvation,control,0.0,1,2,25,37.490010851073514,0.05613294404130567,0.020050470896738525,6.0,,
starvation,control,0.0,1,2,50,74.98160867016415,0.0698298102821638,0.018041932739180967,6.0,,
starvation,control,0.0,1,2,75,112.47314175097718,0.09860855769680107,0.01629793221914673,6.0,,
starvation,control,0.0,1,2,100,149.96510008935522,0.10092731083677618,0.010675567609153037,6.0,,
starvation,control,0.0,1,2,125,187.45745048738704,0.10029438895898915,0.005837631546832003,6.0,,
starvation,control,0.0,1,2,150,224.9491262172046,0.09199574177816801,0.004312310489167152,6.0,,
starvation,control,0.0,1,2,175,262.44106643424954,0.08037152098120828,0.006053992520662866,6.0,,
starvation,control,0.0,1,2,200,299.9324420908956,0.06399503502894323,0.005715837526136411,6.0,,
starvation,control,0.0,1,2,225,337.4240452697898,0.06032931107170053,0.003645598268267582,6.0,,
starvation,control,0.0,1,2,250,374.915400474229,0.05969522442641495,0.005213162910121741,6.0,,
starvation,control,0.0,1,2,275,412.40682899904436,0.05997458688891076,0.0023768017369000627,6.0,,
starvation,control,0.0,1,2,300,449.89882727281423,0.06061186856646925,0.00201490490800746,6.0,,
starvation,control,0.0,1,2,325,487.3907663133186,0.061736185964127,0.0018346703394351966,6.0,,
starvation,control,0.0,1,2,350,524.8822650622466,0.06046959705839992,0.004446017691155662,6.0,,
starvation,control,0.0,1,2,375,562.3742261427201,0.0621224276541748,0.0028653492853616524,6.0,,
starvation,control,0.0,1,2,400,599.8664810048913,0.06309453166198198,0.0014236262823781709,6.0,,
starvation,control,0.0,1,3,25,37.491080228050805,0.10710762940254248,0.02724425827882345,6.0,,
starvation,control,0.0,1,3,50,74.9828885442611,0.08483487589081717,0.02694489560484162,6.0,,
starvation,control,0.0,1,3,75,112.4740145738799,0.11141256323437232,0.01835393052274505,6.0,,
starvation,control,0.0,1,3,100,149.96635267731304,0.1095389625136118,0.006330472554917468,6.0,,
starvation,control,0.0,1,3,125,187.45842055958553,0.13084925657804297,0.010311101382572603,6.0,,
starvation,control,0.0,1,3,150,224.95010270364335,0.1560561260830279,0.00733290423423922,6.0,,
starvation,control,0.0,1,3,175,262.4423853625808,0.15172909151950376,0.005449068657800633,6.0,,
starvation,control,0.0,1,3,200,299.934259444205,0.144168087406921,0.00417494701273321,6.0,,
starvation,control,0.0,1,3,225,337.42761873853897,0.14540667341324426,0.0019789704607324713,6.0,,
starvation,control,0.0,1,3,250,374.9195501152761,0.13837915056754024,0.0033305982847413084,6.0,,
starvation,control,0.0,1,3,275,412.41148531487784,0.14339309852282198,0.0037357856873177007,6.0,,
starvation,control,0.0,1,3,300,449.90386738852555,0.15167727368885517,0.0037603030969797567,6.0,,
starvation,control,0.0,1,3,325,487.3971102700266,0.15396197058674246,0.0020719208506723807,6.0,,
starvation,control,0.0,1,3,350,524.8887778140246,0.1512027375198347,0.00222488490389375,6.0,,
starvation,control,0.0,1,3,375,562.3811362504697,0.14755805071523537,0.0020754675276855065,6.0,,
starvation,control,0.0,1,3,400,599.8745261742978,0.15614568171744395,0.0027384424476692725,6.0,,
starvation,control,0.0,1,4,25,37.490958137350695,0.0521226951251923,0.02205330369848226,6.0,,
starvation,control,0.0,1,4,50,74.9828457742306,0.05362788500300353,0.02403098542667552,6.0,,
starvation,control,0.0,1,4,75,112.47458472658901,0.0516543286697196,0.007197789706925794,6.0,,
starvation,control,0.0,1,4,100,149.96638028942155,0.04864942640819224,0.007263805727668188,6.0,,
starvation,control,0.0,1,4,125,187.45836108612636,0.04536536744639846,0.0035852343905478355,6.0,,
starvation,control,0.0,1,4,150,224.95019985334704,0.04073311438137424,0.005740892974447259,6.0,,
starvation,control,0.0,1,4,175,262.44187599511963,0.03840976439228199,0.004301470880181224,6.0,,
starvation,control,0.0,1,4,200,299.9334516858154,0.033829610475190064,0.006948501311629739,6.0,,
starvation,control,0.0,1,4,225,337.4250746676586,0.031206724119550937,0.003101696638346176,6.0,,
starvation,control,0.0,1,4,250,374.9169429262018,0.032262490148853774,0.0028170899823457803,6.0,,
starvation,control,0.0,1,4,275,412.40886857075805,0.03092369926923246,0.00162598553978194,6.0,,
starvation,control,0.0,1,4,300,449.900538678795,0.031343946914740274,0.0016741653393895076,6.0,,
starvation,control,0.0,1,4,325,487.3925290677306,0.03104813114450211,0.002957332868590598,6.0,,
starvation,control,0.0,1,4,350,524.8843331556625,0.030379188789333687,0.0020331351573565923,6.0,,
starvation,control,0.0,1,4,375,562.3761383381712,0.02907495275350128,0.001458265820839109,6.0,,
starvation,control,0.0,1,4,400,599.8679048153358,0.03000350602169609,0.0012788325365376658,6.0,,
starvation,control,0.0,1,5,25,37.48961691222802,0.24745707665841296,0.052644168867522906,6.0,,
starvation,control,0.0,1,5,50,74.98150590859619,0.13150587436320077,0.030960100471810255,6.0,,
starvation,control,0.0,1,5,75,112.47348428875561,0.12388608458050976,0.015081078215264686,6.0,,
starvation,control,0.0,1,5,100,149.96562382962313,0.1247874000249859,0.006871775757730138,6.0,,
starvation,control,0.0,1,5,125,187.45685819421783,0.12273934060739,0.007286979071787641,6.0,,
starvation,control,0.0,1,5,150,224.94837109976962,0.1165608066480201,0.007015505652334455,6.0,,
starvation,control,0.0,1,5,175,262.4403014168563,0.1025334367214723,0.003497356947373693,6.0,,
starvation,control,0.0,1,5,200,299.9316437149473,0.09073492066502091,0.0034986542239814956,6.0,,
starvation,control,0.0,1,5,225,337.4234707389986,0.09614033119620115,0.004346040137183902,6.0,,
starvation,control,0.0,1,5,250,374.9148779658964,0.08365652714572837,0.003983412826772594,6.0,,
starvation,control,0.0,1,5,275,412.4068053829888,0.09449077081504453,0.0065721839139808915,6.0,,
starvation,control,0.0,1,5,300,449.89894418390827,0.10368137208949782,0.0033304021503850877,6.0,,
starvation,control,0.0,1,5,325,487.39171721986213,0.1162899927241543,0.003420376873004503,6.0,,
starvation,control,0.0,1,5,350,524.8837237600904,0.10917688239359598,0.0021633244602480696,6.0,,
starvation,control,0.0,1,5,375,562.375636083144,0.1033128011976927,0.002745580391390888,6.0,,
starvation,control,0.0,1,5,400,599.8685399797739,0.10793643216474597,0.0023547994607003887,6.0,,
starvation,control,0.0,1,6,25,37.49065440667052,0.05986304887316643,0.041736174218084274,6.0,,
starvation,control,0.0,1,6,50,74.98240605143859,0.10345157811366426,0.03144954802290671,6.0,,
starvation,control,0.0,1,6,75,112.47382053619452,0.05452013298504053,0.013817156744546057,6.0,,
starvation,control,0.0,1,6,100,149.96502022266873,0.04531648620639358,0.010406654625530112,6.0,,
starvation,control,0.0,1,6,125,187.45636964178297,0.036245009183862746,0.004496672174682772,6.0,,
starvation,control,0.0,1,6,150,224.9475305844976,0.029672695639538692,0.005447477691133224,6.0,,
starvation,control,0.0,1,6,175,262.43866502120864,0.026192019644577,0.004501990826898834,6.0,,
starvation,control,0.0,1,6,200,299.9297853887921,0.020910912244421067,0.004132661276030183,6.0,,
starvation,control,0.0,1,6,225,337.42109435263353,0.019248289226804487,0.003495495710791461,6.0,,
starvation,control,0.0,1,6,250,374.91234272150206,0.021230883478482766,0.003904035524017254,6.0,,
starvation,control,0.0,1,6,275,412.4039388585827,0.018407994896762245,0.0031763508413135055,6.0,,
starvation,control,0.0,1,6,300,449.89502643343184,0.020224114550377842,0.004406779266296792,6.0,,
starvation,control,0.0,1,6,325,487.38645076570384,0.0223972520187294,0.0026823136344859178,6.0,,
starvation,control,0.0,1,6,350,524.8776312396304,0.019337439098177367,0.004041126251896372,6.0,,
starvation,control,0.0,1,6,375,562.3686248383239,0.01653050975739393,0.002749238201168161,6.0,,
starvation,control,0.0,1,6,400,599.8605336646582,0.018194334050485844,0.001819198290061486,6.0,,
starvation,control,0.0,1,7,25,37.49149491450902,0.2469808263031918,0.060167076448787056,6.0,,
starvation,control,0.0,1,7,50,74.9807482895769,0.13151831852547322,0.027848457009379303,6.0,,
starvation,control,0.0,1,7,75,112.4723173638198,0.11019035071633537,0.018265192126804605,6.0,,
starvation,control,0.0,1,7,100,149.96503411608833,0.141087857128037,0.008683898135333294,6.0,,
starvation,control,0.0,1,7,125,187.45854975742282,0.16726789376417467,0.010923840107815668,6.0,,
starvation,control,0.0,1,7,150,224.95160732248456,0.19071866666241502,0.004821852785935643,6.0,,
starvation,control,0.0,1,7,175,262.4446645279986,0.18199990101713026,0.004647602180078153,6.0,,
starvation,control,0.0,1,7,200,299.9370945593486,0.15437215730621093,0.0053615388572742905,6.0,,
starvation,control,0.0,1,7,225,337.4300957961285,0.15314771873520658,0.0018015850114238333,6.0,,
starvation,control,0.0,1,7,250,374.9220010249094,0.138277503185539,0.003606925181951491,6.0,,
starvation,control,0.0,1,7,275,412.4140907327194,0.13646063128459013,0.002862648850953138,6.0,,
starvation,control,0.0,1,7,300,449.90742420064976,0.14012579597357305,0.0021505338276307526,6.0,,
starvation,control,0.0,1,7,325,487.40073250952304,0.14720508387660583,0.0040969131818014036,6.0,,
starvation,control,0.0,1,7,350,524.893374882974,0.1422822462096494,0.003254512088717405,6.0,,
starvation,control,0.0,1,7,375,562.3860727074638,0.14006262323424015,0.002361672763240306,6.0,,
starvation,control,0.0,1,7,400,599.8791773170758,0.1475094039300853,0.0027778365451706687,6.0,,
starvation,control,0.0,2,0,25,37.49356735266603,0.30352452986365996,0.06114975851934714,6.0,,
starvation,control,0.0,2,0,50,74.98278834170783,0.20846348612056617,0.025296632521434218,6.0,,
starvation,control,0.0,2,0,75,112.475166732194,0.1512969547770992,0.020048706329666183,6.0,,
starvation,control,0.0,2,0,100,149.96731888835114,0.13832982111712708,0.011764819401322391,6.0,,
starvation,control,0.0,2,0,125,187.45971699531407,0.14220276664280998,0.007792311618098342,6.0,,
starvation,control,0.0,2,0,150,224.95160431796322,0.13814564573384924,0.008113526505619676,6.0,,
starvation,control,0.0,2,0,175,262.44420795140854,0.12935160985287764,0.0060166672554693105,6.0,,
starvation,control,0.0,2,0,200,299.93548134973963,0.11482393461383186,0.00434462283775515,6.0,,
