omega,seed_rep,observer,foreign_goal,matches_foreign_goal,modal_goal,final_entropy,engaged_fraction,cum_deep
0.0,0,61,0,1,0,1.3616477989232878,1.0,24
0.0,0,62,0,1,0,1.3861080905874237,1.0,24
0.0,0,63,0,0,3,1.3342148921244945,1.0,24
0.0,0,64,0,1,0,1.3484687204570784,1.0,24
0.0,0,65,0,0,1,0.46224417309263505,1.0,24
0.0,0,66,0,0,1,1.3657689089853338,1.0,24
0.0,0,67,0,0,3,1.351237141529443,1.0,24
0.0,0,68,0,0,3,1.3720016165410442,1.0,24
0.0,0,69,0,0,2,1.3809465265816598,1.0,24
0.0,0,70,0,1,0,1.3601286649388424,1.0,24
0.0,0,71,0,0,3,1.3724462710007108,1.0,24
0.0,0,72,0,1,0,1.3758072492748492,1.0,24
0.0,0,73,0,0,2,1.369184458381086,1.0,24
0.0,0,74,0,0,2,1.3586844110448166,1.0,24
0.0,0,75,0,0,2,1.3793645726020463,1.0,24
0.0,0,76,0,0,2,1.3529756596886808,1.0,24
0.0,0,77,0,0,2,1.381797271957281,1.0,24
0.0,0,78,0,0,2,1.361131163624475,1.0,24
0.0,0,79,0,0,1,1.385394729891391,1.0,24
0.0,0,80,0,0,2,1.368308722140113,1.0,24
0.0,0,81,0,0,3,1.3810499170153916,1.0,24
0.0,0,82,0,0,1,0.8344308395535542,1.0,24
0.0,0,83,0,1,0,1.3862171918368846,1.0,24
0.0,0,84,0,1,0,1.370560487253575,1.0,24
0.0,0,85,0,0,3,1.3634851158936891,1.0,24
0.0,0,86,0,0,1,0.35743219769265533,1.0,24
0.0,0,87,0,0,2,1.383492339359098,1.0,24
0.0,0,88,0,0,2,1.3532326171612195,1.0,24
0.0,0,89,0,0,1,1.362708485584259,1.0,24
0.0,0,90,0,0,3,1.3665660786037945,1.0,24
0.0,0,91,0,0,2,1.365916577190944,1.0,24
0.0,0,92,0,0,2,1.3692298615322263,1.0,24
0.0,0,93,0,0,3,1.374400447877989,1.0,24
0.0,0,94,0,0,3,1.3633802771472128,1.0,24
0.0,0,95,0,0,2,0.25739875178381777,1.0,24
0.0,0,96,0,0,2,1.364253238125082,1.0,24
0.0,0,97,0,0,1,1.3694755803760186,1.0,24
0.0,0,98,0,0,1,1.373022799702741,1.0,24
0.0,0,99,0,0,1,0.28185903731898115,1.0,24
0.0,0,100,0,0,2,1.3792983884215753,1.0,24
0.0,0,101,0,0,1,0.4057109953851213,1.0,24
0.0,0,102,0,0,2,1.377348558504625,1.0,24
0.0,0,103,0,0,3,0.35509251856230967,1.0,24
0.0,0,104,0,0,1,1.3857488617145879,1.0,24
0.0,0,105,0,1,0,1.3670020240196759,1.0,24
0.0,0,106,0,0,3,1.3707825776535278,1.0,24
0.0,0,107,0,1,0,1.3733950069741863,1.0,24
0.0,0,108,0,0,2,1.367343468087733,1.0,24
0.0,0,109,0,0,2,1.3675237406327634,1.0,24
0.0,0,110,0,1,0,1.3726224344003095,1.0,24
0.0,0,111,0,0,2,1.371712287839252,1.0,24
0.0,0,112,0,1,0,1.3748440599188045,1.0,24
0.0,0,113,0,0,2,1.3612956631064395,1.0,24
0.0,0,114,0,0,2,1.3771203648885109,1.0,24
0.0,0,115,0,0,2,1.3546110232275375,1.0,24
0.0,0,116,0,0,2,1.3770182389086754,1.0,24
0.0,0,117,0,1,0,0.40924750859837633,1.0,24
0.0,0,118,0,0,1,1.3629190604839547,1.0,24
