true_beta,true_mu,seed_rep,observer,true_goal,recovered_mu,mu_posterior_entropy,goal_correct,goal_entropy,subgoal_entropy,realised_blocks
1.0,1,3,23,3,1.8805900984911446,1.0793014435248982,1,6.0984401047921365e-15,1.3715367510366194,6
1.0,1,3,24,3,1.5252906370478123,0.9081808382708767,1,3.319994474483154e-15,1.361792761358211,6
1.0,1,3,25,3,1.2910334868663835,0.6441362032083151,1,3.4147191934991793e-15,1.3683264962111834,6
1.0,1,3,26,3,1.1522795094996965,0.4006752038133065,1,1.982658430378592e-12,1.3822692565790704,6
1.0,1,3,27,3,1.4659482952768406,0.8641851994771454,1,3.873304835560877e-15,1.3717580362146968,6
1.0,1,3,28,3,1.6823974646643298,1.0167142228055914,1,3.1187234854273375e-15,1.3269346718354234,6
1.0,1,3,29,3,1.4586461559558823,0.8537543492642744,1,6.986382528156549e-15,1.371199720969443,6
1.0,1,3,30,3,1.3759217257565588,0.7548613004418646,1,3.264280873347946e-15,1.37433876164707,6
1.0,1,3,31,3,1.017681399823779,0.07663602937287173,1,3.2461829917697752e-15,1.3862711635532803,6
1.0,1,3,32,3,1.2792138973820473,0.6462111071983684,1,3.647357402157378e-15,1.3819200787957837,6
1.0,1,3,33,3,1.1215610581947684,0.3384387742823027,1,3.3492010654400987e-15,1.3851462699100272,6
1.0,1,3,34,3,2.3684477005914886,0.9330728414888574,1,2.3804327845188787e-15,1.081583157763755,6
1.0,1,3,35,3,2.227244941612229,1.047577739436702,1,4.35280836793703e-15,1.3069028890820813,6
1.0,1,3,36,3,1.2137072556705675,0.5296522978317008,1,3.435798266558719e-15,1.3836166669406476,6
1.0,1,3,37,3,1.2150218612822925,0.5211058370906619,1,3.380913120636459e-15,1.3836025477187925,6
1.0,1,3,38,3,2.237004617216968,1.0532589196071023,1,2.930120764542345e-15,1.2834692432555799,6
1.0,1,3,39,3,1.0569582212038215,0.18992735247231468,1,3.361955836533219e-15,1.3861147033851808,6
1.0,1,3,40,3,1.9729591406630977,1.097895618330413,1,1.3114357715144164e-13,1.3588236298063134,6
1.0,1,3,41,3,1.8551957377414983,1.0798711827047185,1,2.952886886871738e-15,1.2930233721491327,6
1.0,1,3,42,3,1.2453223531408109,0.5806273132129445,1,1.4470853672796136e-12,1.3701049603869242,6
1.0,1,3,43,3,1.6035457147416632,0.9764034736422704,1,3.4608817629706435e-15,1.351511325103486,6
1.0,1,3,44,3,1.3429255359850523,0.693481612039378,1,1.4906690016268508e-08,1.3769739799872687,6
1.0,1,3,45,3,1.308525774710586,0.6744768646868438,1,3.0984695451443226e-15,1.3805604462699024,6
1.0,1,3,46,3,1.3265463853304145,0.6964839945391658,1,3.690067153241837e-15,1.3816671557393265,6
1.0,1,3,47,3,1.3591623077516155,0.7607193854222427,1,3.276546680095657e-15,1.362927623653322,6
1.0,1,3,48,3,1.3779682445771197,0.7613814253987365,1,6.503041701802731e-15,1.3787982649610975,6
1.0,1,3,49,3,1.4914907737021728,0.8824321886472488,1,3.583137558947616e-15,1.374687020641447,6
1.0,1,3,50,3,1.6527377627140927,0.9954557739814729,1,3.0439217344928252e-15,1.3548285571173935,6
1.0,1,3,51,3,1.7066208098682334,1.0309583862972587,1,3.1281382883597277e-15,1.305179775375044,6
1.0,1,3,52,3,1.5981895417368892,0.9601630935877108,1,3.211544599031339e-15,1.340491647451139,6
1.0,1,3,53,3,2.005407431256043,1.0930751119809348,1,3.2854555015521698e-15,1.357509519439808,6
1.0,1,3,54,3,1.0606853688730888,0.18806531106702068,1,2.0417539420104013e-13,1.3862821894710229,6
1.0,1,3,55,3,1.5192858098662128,0.8890476168340076,1,3.0381602765896368e-15,1.3482205890703816,6
1.0,1,3,56,3,1.3568158572947404,0.748374542366007,1,3.49516534985299e-15,1.3786380505849563,6
1.0,1,3,57,3,1.8296545505689696,1.0744689921925525,1,7.881849936178763e-15,1.3524567969551353,6
1.0,1,3,58,3,1.0133696308180957,0.06205500911047303,1,3.326975425682276e-15,1.386278217799409,6
1.0,1,3,59,3,1.7727161618438976,1.058721831348955,1,3.0934584321193642e-15,1.3258150640795456,6
1.0,1,4,0,3,1.2873083740624955,0.6549100661054098,1,3.3696103292091834e-15,1.381261062365088,3
1.0,1,4,1,3,1.713855820808417,0.9945945721816952,1,3.2674919746996327e-15,1.3488456361202963,3
1.0,1,4,2,3,1.128623086437795,0.39014546227553026,1,7.27557396246698e-15,1.379947789060719,3
1.0,1,4,3,3,1.750494460945902,1.0468791480074806,1,3.0527154471188043e-15,1.3060435206413068,3
1.0,1,4,4,3,1.0387018651099096,0.14777474466529472,1,3.3418569728915373e-15,1.3861580000778702,3
1.0,1,4,5,3,1.2621113576468241,0.6119571696942987,1,1.299810839017619e-13,1.382210007663626,3
1.0,1,4,6,3,1.447199320120982,0.8303293005493758,1,3.274396781475678e-15,1.3643632194652406,3
1.0,1,4,7,3,2.1210752468202485,1.061881835145021,1,3.8042390001669654e-15,1.3279807432830673,3
1.0,1,4,8,3,1.4815044360694765,0.875860153701656,1,3.709960265248074e-15,1.3703412748116328,3
1.0,1,4,9,3,2.47759331269186,0.886845187809839,1,2.972164374110563e-15,1.2570602165696192,3
1.0,1,4,10,3,2.2379159718079835,1.039214493725685,1,3.617948590297258e-15,1.2626248603334556,3
1.0,1,4,11,3,1.7060340280117439,1.0228455632922466,1,1.4711312399063135e-13,1.3487813678111191,3
