content,label,theta,seed_rep,observer,source_goal,recovered_mu,recovered_mu_final,final_entropy,prior_drift,prior_mass_on_source_goal,value_divergence,theta_value,correct,confident,confidently_wrong
foreign,sig_creator,closed,11,11,2,2.191621173087187,1.999968920543746,0.2978556714478625,8.459261054293466e-10,0.3183002935096558,2.8484887223056083,2.52178686956678e-05,1,1,0
foreign,sig_creator,closed,11,12,2,1.8998007269350183,1.9032600824647266,0.765400723853223,1.0666919105810214e-09,0.21829804438961298,2.93070345448317,2.3158124331365567e-05,0,0,0
foreign,sig_creator,closed,11,13,2,2.125796094583011,1.9643904462032284,7.483260070784229e-05,1.2226066355128695e-10,0.3009820898995051,2.465320927230264,0.009260399983601222,0,1,0
foreign,sig_creator,closed,11,14,2,2.107184943283225,1.91042880420401,4.3310177277833955e-06,5.429251202981598e-10,0.25283895200943407,2.905286436741886,1.0363860551172404e-05,0,1,0
foreign,sig_creator,closed,11,15,2,2.081891905187552,1.9999999999937685,0.29758551778007075,8.436673318820809e-10,0.19171608157322978,2.9337218904596813,1.0862574625083451e-05,0,1,0
foreign,sig_creator,closed,11,16,2,2.083082133993489,2.1269299154320125,0.02770559851618025,6.798999797722027e-11,0.2781212094165445,3.1253827981493023,3.730082161998456e-06,0,1,0
foreign,sig_creator,closed,11,17,2,2.0316519757747633,1.9999999999830302,0.2975855178612875,1.2347793379713769e-09,0.19099459907760707,2.8777424290750755,1.3158210437511157e-05,0,1,0
foreign,sig_creator,closed,11,18,2,2.1726376925617457,1.8634300159647403,0.00011730800986939432,1.2408575698816114e-09,0.2471974652809663,2.864543788678029,2.259856747465154e-05,0,1,0
foreign,sig_creator,closed,11,19,2,2.0692994891927055,1.8486282087101065,0.0014538346459326823,5.727175908576464e-10,0.2823804756455329,2.8776076832607336,1.1519526363080676e-05,1,1,0
foreign,sig_creator,closed,11,20,2,2.152814754083248,2.0809832530064996,0.7374794893664687,4.331825495058401e-09,0.26369473785642594,2.617277863430059,4.494647569867441e-05,0,0,0
foreign,sig_creator,closed,11,21,2,2.113073369188157,1.9999997701378418,1.3862943611171235,9.382476663527821e-07,0.2010377416344028,2.504168617848957,0.004497481828376394,0,0,0
