true_provenance,declared_signal,within,between,within_sd,between_sd
CREATOR,SIG_CREATOR,7.060177278056233e-08,0.0,1.8639455262543636e-07,0.0
CREATOR,SIG_GHOST,0.09244409380104876,0.009095889907175716,0.010485197976889517,0.016500293872613633
GHOST,SIG_CREATOR,0.08959906095034906,1.3792851522317506,0.008090872002778164,0.004879801961072445
GHOST,SIG_GHOST,1.292643197505897,1.3783789469839058,0.007035524282313599,0.00595881903341807
