arm,observer,salience,social,depth,peak,tail,collapse,captured,sustained,recovered,single_stage_engagement
quiet_masterpiece,27,0.2,0.0,3,0.1,2.677637430632912e-05,0.09997322362569368,0,0,0.10805250552796708,0.0
quiet_masterpiece,28,0.2,0.0,3,0.1,0.0,0.1,0,0,0.0,0.0
quiet_masterpiece,29,0.2,0.0,3,0.1,1.8830188732910512e-08,0.09999998116981128,0,0,0.04562921615332649,0.0
quiet_masterpiece,30,0.2,0.0,3,0.1,0.0,0.1,0,0,0.0,0.25
quiet_masterpiece,31,0.2,0.0,3,0.1,0.0,0.1,0,0,0.0,0.08333333333333333
quiet_masterpiece,32,0.2,0.0,3,0.1,1.936311222919014e-06,0.09999806368877709,0,0,0.07959688555039834,0.08333333333333333
quiet_masterpiece,33,0.2,0.0,3,0.1,6.717949915165153e-08,0.09999993282050085,0,0,0.053239126759901945,0.0
quiet_masterpiece,34,0.2,0.0,3,0.1,4.366812129502903e-06,0.0999956331878705,0,0,0.08758786750090608,0.0
quiet_masterpiece,35,0.2,0.0,3,0.1,2.7285879099943283e-05,0.09997271412090006,0,0,0.10828544947504404,0.0
quiet_masterpiece,36,0.2,0.0,3,0.1,2.2904221358186084e-07,0.09999977095778642,0,0,0.06171980244946429,0.0
quiet_masterpiece,37,0.2,0.0,3,0.1,1.250014292364583e-12,0.09999999999874999,0,0,0.013957955176477688,0.0
quiet_masterpiece,38,0.2,0.0,3,0.1,2.639024452973146e-05,0.09997360975547027,0,0,0.10787328914431282,0.0
quiet_masterpiece,39,0.2,0.0,3,0.1,0.0,0.1,0,0,0.0,0.0
quiet_masterpiece,40,0.2,0.0,3,0.1,0.0,0.1,0,0,0.0,0.0
quiet_masterpiece,41,0.2,0.0,3,0.1,3.630356444717251e-07,0.09999963696435553,0,0,0.06522426547611859,0.0
quiet_masterpiece,42,0.2,0.0,3,0.1,1.6885923490473573e-10,0.09999999983114077,0,0,0.025609431260954052,0.0
quiet_masterpiece,43,0.2,0.0,3,0.1,1.161931641991503e-07,0.0999998838068358,0,0,0.05688006783181687,0.0
quiet_masterpiece,44,0.2,0.0,3,0.1,0.1,0.0,0,0,0.2637104721807513,0.25
quiet_masterpiece,45,0.2,0.0,3,0.1,0.00017435702831478106,0.09982564297168522,0,0,0.13334680064939008,0.5
quiet_masterpiece,46,0.2,0.0,3,0.1,5.571451816288137e-07,0.09999944285481838,0,0,0.06865086212672078,0.0
quiet_masterpiece,47,0.2,0.0,3,0.1,0.04875247561134449,0.05124752438865551,0,0,0.23464529815335555,0.0
quiet_masterpiece,48,0.2,0.0,3,0.1,0.0,0.1,0,0,0.0,0.0
quiet_masterpiece,49,0.2,0.0,3,0.1,8.5871830214607e-09,0.09999999141281699,0,0,0.041467871957625135,0.0
quiet_masterpiece,50,0.2,0.0,3,0.1,0.0,0.1,0,0,0.0,0.08333333333333333
quiet_masterpiece,51,0.2,0.0,3,0.1,5.4468834623743e-07,0.09999945531165377,0,0,0.06846581566434629,0.0
quiet_masterpiece,52,0.2,0.0,3,0.1,0.0,0.1,0,0,0.0,0.0
quiet_masterpiece,53,0.2,0.0,3,0.1,0.0,0.1,0,0,0.0,0.0
quiet_masterpiece,54,0.2,0.0,3,0.1,0.0,0.1,0,0,0.0,0.08333333333333333
quiet_masterpiece,55,0.2,0.0,3,0.1,0.0005838483417596315,0.09941615165824037,0,0,0.15198637127256065,0.0
quiet_masterpiece,56,0.2,0.0,3,0.1,0.0,0.1,0,0,0.0,0.08333333333333333
quiet_masterpiece,57,0.2,0.0,3,0.1,8.595425604395322e-06,0.0999914045743956,0,0,0.0947885418010721,0.08333333333333333
quiet_masterpiece,58,0.2,0.0,3,0.1,5.5614276226720676e-05,0.09994438572377329,0,0,0.11740254257394955,0.08333333333333333
quiet_masterpiece,59,0.2,0.0,3,0.1,6.1798686695103e-10,0.09999999938201314,0,0,0.030043346181601427,0.16666666666666666
quiet_masterpiece,60,0.2,0.0,3,0.1,2.329375562961878e-07,0.0999997670624437,0,0,0.06184490881205518,0.08333333333333333
quiet_masterpiece,61,0.2,0.0,3,0.1,4.530318485021175e-22,0.1,0,0,0.0009281975509654039,0.08333333333333333
quiet_masterpiece,62,0.2,0.0,3,0.1,1.8216544348207023e-07,0.09999981783455653,0,0,0.060044614098971216,0.0
quiet_masterpiece,63,0.2,0.0,3,0.1,0.0,0.1,0,0,0.0,0.0
quiet_masterpiece,64,0.2,0.0,3,0.1,1.2234559267695908e-11,0.09999999998776544,0,0,0.018518121190640224,0.0
quiet_masterpiece,65,0.2,0.0,3,0.1,0.0,0.1,0,0,0.0,0.0
quiet_masterpiece,66,0.2,0.0,3,0.1,0.05340099495667793,0.046599005043322074,0,0,0.23656286543827787,0.16666666666666666
quiet_masterpiece,67,0.2,0.0,3,0.1,3.31698862299753e-07,0.09999966830113771,0,0,0.06452293288403932,0.0
quiet_masterpiece,68,0.2,0.0,3,0.1,1.7137763947548676e-07,0.09999982862236052,0,0,0.0596053754245649,0.08333333333333333
quiet_masterpiece,69,0.2,0.0,3,0.1,1.5033498115100521e-05,0.0999849665018849,0,0,0.10112486498901574,0.0
quiet_masterpiece,70,0.2,0.0,3,0.1,8.768459278733382e-12,0.09999999999123155,0,0,0.017770061995426856,0.08333333333333333
quiet_masterpiece,71,0.2,0.0,3,0.1,3.8364264835052484e-08,0.09999996163573517,0,0,0.04974758133511803,0.08333333333333333
quiet_masterpiece,72,0.2,0.0,3,0.1,0.0,0.1,0,0,0.0,0.0
quiet_masterpiece,73,0.2,0.0,3,0.1,3.1426449223121723e-09,0.09999999685735508,0,0,0.036675477728653094,0.0
quiet_masterpiece,74,0.2,0.0,3,0.1,0.1,0.0,0,0,0.5492139264122933,0.4166666666666667
quiet_masterpiece,75,0.2,0.0,3,0.1,4.832911514991328e-07,0.0999995167088485,0,0,0.06749487194687664,0.0
quiet_masterpiece,76,0.2,0.0,3,0.1,5.564748925377347e-07,0.09999944352510746,0,0,0.06864099896634435,0.0
quiet_masterpiece,77,0.2,0.0,3,0.1,2.2671358592397105e-13,0.0999999999997733,0,0,0.011291507646674193,0.0
quiet_masterpiece,78,0.2,0.0,3,0.1,1.6817602395755226e-07,0.09999983182397605,0,0,0.05947030379813878,0.16666666666666666
quiet_masterpiece,79,0.2,0.0,3,0.1,0.0,0.1,0,0,0.0,0.16666666666666666
