regime,arm,observer,n_train,evasion,trained_at,evaded,fired,score
co_evolution,human_fast,13,512,0.75,0.75,0,0,-0.2551646280484426
co_evolution,human_fast,14,512,0.75,0.75,0,0,-0.22089739708844602
co_evolution,human_fast,15,512,0.75,0.75,0,0,-0.42842054394043066
no_evasion,machine,0,0,0.0,0.0,0,0,0.0
no_evasion,machine,1,0,0.0,0.0,0,0,0.0
no_evasion,machine,2,0,0.0,0.0,0,0,0.0
no_evasion,machine,3,0,0.0,0.0,0,0,0.0
no_evasion,machine,4,0,0.0,0.0,0,0,0.0
no_evasion,machine,5,0,0.0,0.0,0,0,0.0
no_evasion,machine,6,0,0.0,0.0,0,0,0.0
no_evasion,machine,7,0,0.0,0.0,0,0,0.0
no_evasion,machine,8,0,0.0,0.0,0,0,0.0
no_evasion,machine,9,0,0.0,0.0,0,0,0.0
no_evasion,machine,10,0,0.0,0.0,0,0,0.0
no_evasion,machine,11,0,0.0,0.0,0,0,0.0
no_evasion,machine,12,0,0.0,0.0,0,0,0.0
no_evasion,machine,13,0,0.0,0.0,0,0,0.0
no_evasion,machine,14,0,0.0,0.0,0,0,0.0
no_evasion,machine,15,0,0.0,0.0,0,0,0.0
no_evasion,human_careful,0,0,0.0,0.0,0,0,0.0
no_evasion,human_careful,1,0,0.0,0.0,0,0,0.0
no_evasion,human_careful,2,0,0.0,0.0,0,0,0.0
no_evasion,human_careful,3,0,0.0,0.0,0,0,0.0
no_evasion,human_careful,4,0,0.0,0.0,0,0,0.0
no_evasion,human_careful,5,0,0.0,0.0,0,0,0.0
no_evasion,human_careful,6,0,0.0,0.0,0,0,0.0
no_evasion,human_careful,7,0,0.0,0.0,0,0,0.0
no_evasion,human_careful,8,0,0.0,0.0,0,0,0.0
no_evasion,human_careful,9,0,0.0,0.0,0,0,0.0
no_evasion,human_careful,10,0,0.0,0.0,0,0,0.0
no_evasion,human_careful,11,0,0.0,0.0,0,0,0.0
no_evasion,human_careful,12,0,0.0,0.0,0,0,0.0
no_evasion,human_careful,13,0,0.0,0.0,0,0,0.0
no_evasion,human_careful,14,0,0.0,0.0,0,0,0.0
no_evasion,human_careful,15,0,0.0,0.0,0,0,0.0
no_evasion,human_fast,0,0,0.0,0.0,0,0,0.0
no_evasion,human_fast,1,0,0.0,0.0,0,0,0.0
no_evasion,human_fast,2,0,0.0,0.0,0,0,0.0
no_evasion,human_fast,3,0,0.0,0.0,0,0,0.0
no_evasion,human_fast,4,0,0.0,0.0,0,0,0.0
