mu,beta,i,settled_at,n_steps,real_gain,sham_at,sham_gain
2,0.1,6,20,24,0.24211759781590558,3,-0.005795826838499218
2,0.1,9,6,24,-0.14755391193840217,7,-0.10814733233688756
2,0.1,11,11,24,0.0649864902942443,10,0.033741397734076806
2,0.1,12,19,24,0.2600540412051615,9,0.14076572576812985
2,0.1,17,10,24,0.011267252282256557,9,-0.007832197786246997
2,0.1,20,6,24,-0.0541037125082835,11,0.024716507039796776
2,0.1,21,9,24,0.037416490938875224,6,0.03453227444617735
2,0.1,22,11,24,-0.056610271415312496,16,-0.03077422606867586
2,0.1,25,3,24,-0.09447669867072861,4,0.03723275054230335
2,0.1,27,4,24,0.14436459586991401,14,0.011361230561584224
2,0.1,33,7,24,0.12062104123677564,6,0.13657128115754058
2,0.1,34,3,24,-0.11248514601418313,5,-0.09931134491633964
2,0.1,37,4,24,-0.13774421521490599,2,-0.13161486200677652
2,0.1,39,19,24,-0.511750228800423,8,-0.08851984394081991
2,0.1,43,2,24,0.025446120557336638,21,-0.14160415736735565
2,0.1,52,2,24,0.060851031961108415,4,0.08674082607520983
2,0.1,53,11,24,0.2214259965241181,7,0.25503857332333535
2,0.1,55,5,24,0.06668804295044062,2,-0.08588788774287903
2,0.1,56,12,24,0.057568059565964,10,0.06725887742376058
2,0.1,59,12,24,0.16260528482608083,6,0.1410274947331429
2,0.1,60,2,24,0.019894484215804864,3,0.09254819871823328
2,0.1,61,4,24,0.08507884173274993,2,0.059912708252297886
2,0.1,62,11,24,0.20988862281593335,4,0.21852302625846165
2,0.1,63,4,24,-0.19680481133186678,5,-0.15834060001325478
2,0.1,65,4,24,-0.08297674995796878,10,-0.1542749543520432
2,0.1,66,8,24,0.00266915889770436,16,0.013702497136982128
2,0.1,68,4,24,-0.06871712363448745,2,0.004539250576829357
2,0.1,72,5,24,0.23063420345922614,2,0.2739237645315096
2,0.1,74,9,24,-0.028049688004502915,2,-0.22453391430260727
2,0.1,75,9,24,-0.4155527227874696,12,-0.32326999019443625
