arm,content,declared_signal,n,within_observer,within_observer_sd,between_observer,between_observer_sd,engaged_fraction,engaged_fraction_sd,accuracy
D_effort_heuristic@0.2,human_directed,SIG_CREATOR,4000,1.3670535651378555,0.012770639374581784,1.3807225822437763,0.0040519022966054585,0.0714285714285714,2.775904571323773e-17,0.24775
D_effort_heuristic@0.4,human_directed,SIG_CREATOR,4000,1.3670535651378555,0.012770639374581784,1.3807225822437763,0.0040519022966054585,0.0714285714285714,2.775904571323773e-17,0.24775
E_no_tom_classifier@0.6,human_directed,SIG_CREATOR,4000,0.00012569880555812285,0.00324555926824047,0.0,0.0,0.0,0.0,1.0
E_no_tom_classifier@0.8,human_directed,SIG_CREATOR,4000,0.00012569880555812285,0.00324555926824047,0.0,0.0,0.0,0.0,1.0
E_no_tom_classifier@0.95,human_directed,SIG_CREATOR,4000,0.00012569880555812285,0.00324555926824047,0.0,0.0,0.0,0.0,1.0
E_no_tom_classifier@0.99,human_directed,SIG_CREATOR,4000,5.603483058036457e-05,0.0009856562054830589,0.0,0.0,5.357142857142857e-05,0.0019556627696264094,1.0
A_active_inference,human_directed,SIG_GHOST,4000,0.9843498365638463,0.13905610821636796,0.003147906594716675,0.009443719784150024,0.0,0.0,0.9995
B_bayesian_always_deep,human_directed,SIG_GHOST,4000,0.2094704921537098,0.08239176552603754,0.0,0.0,1.0,0.0,1.0
C_label_truster,human_directed,SIG_GHOST,4000,1.3669728409870041,0.013057806752951694,1.378215558145744,0.007107871570413268,0.0,0.0,0.258
D_effort_heuristic@0.01,human_directed,SIG_GHOST,4000,1.3669728409870041,0.013057806752951694,1.378215558145744,0.007107871570413268,0.9996071428571429,0.015399670408377626,0.258
D_effort_heuristic@0.02,human_directed,SIG_GHOST,4000,1.3669728409870041,0.013057806752951694,1.378215558145744,0.007107871570413268,0.9847857142857143,0.08745277884518124,0.258
D_effort_heuristic@0.05,human_directed,SIG_GHOST,4000,1.3669728409870041,0.013057806752951694,1.378215558145744,0.007107871570413268,0.40725,0.16465372107859416,0.258
D_effort_heuristic@0.1,human_directed,SIG_GHOST,4000,1.3669728409870041,0.013057806752951694,1.378215558145744,0.007107871570413268,0.08080357142857142,0.02412255597090614,0.258
D_effort_heuristic@0.2,human_directed,SIG_GHOST,4000,1.3669728409870041,0.013057806752951694,1.378215558145744,0.007107871570413268,0.0714285714285714,2.775904571323773e-17,0.258
D_effort_heuristic@0.4,human_directed,SIG_GHOST,4000,1.3669728409870041,0.013057806752951694,1.378215558145744,0.007107871570413268,0.0714285714285714,2.775904571323773e-17,0.258
E_no_tom_classifier@0.6,human_directed,SIG_GHOST,4000,0.0003256286174727322,0.00818231942000575,0.0,0.0,0.0,0.0,1.0
E_no_tom_classifier@0.8,human_directed,SIG_GHOST,4000,0.0003256286174727322,0.00818231942000575,0.0,0.0,0.0,0.0,1.0
E_no_tom_classifier@0.95,human_directed,SIG_GHOST,4000,0.00017886917985401323,0.0029361938601944614,0.0,0.0,3.571428571428571e-05,0.0015969917011627143,1.0
E_no_tom_classifier@0.99,human_directed,SIG_GHOST,4000,0.00013000801556218306,0.0019816216006020427,0.0,0.0,8.928571428571427e-05,0.0029871106771168117,1.0
A_active_inference,human_directed,UNSIGNED,4000,0.0030570458760076696,0.026036160636830105,0.0,0.0,0.0,0.0,1.0
B_bayesian_always_deep,human_directed,UNSIGNED,4000,3.222330504654138e-08,6.085281755637806e-07,0.0,0.0,1.0,0.0,1.0
C_label_truster,human_directed,UNSIGNED,4000,1.3668647099615956,0.013222089388239636,1.3778749461659632,0.007069245837061006,1.0,0.0,0.26
D_effort_heuristic@0.01,human_directed,UNSIGNED,4000,1.3668647099615956,0.013222089388239636,1.3778749461659632,0.007069245837061006,0.9996071428571429,0.017566908712789858,0.26
D_effort_heuristic@0.02,human_directed,UNSIGNED,4000,1.3668647099615956,0.013222089388239636,1.3778749461659632,0.007069245837061006,0.9863571428571429,0.08004568077932954,0.26
D_effort_heuristic@0.05,human_directed,UNSIGNED,4000,1.3668647099615956,0.013222089388239636,1.3778749461659632,0.007069245837061006,0.4056607142857142,0.16556509009890563,0.26
D_effort_heuristic@0.1,human_directed,UNSIGNED,4000,1.3668647099615956,0.013222089388239636,1.3778749461659632,0.007069245837061006,0.0806785714285714,0.023985320711149345,0.26
D_effort_heuristic@0.2,human_directed,UNSIGNED,4000,1.3668647099615956,0.013222089388239636,1.3778749461659632,0.007069245837061006,0.0714285714285714,2.775904571323773e-17,0.26
D_effort_heuristic@0.4,human_directed,UNSIGNED,4000,1.3668647099615956,0.013222089388239636,1.3778749461659632,0.007069245837061006,0.0714285714285714,2.775904571323773e-17,0.26
E_no_tom_classifier@0.6,human_directed,UNSIGNED,4000,0.00023400862990352223,0.006110818608642232,0.0,0.0,0.0,0.0,1.0
E_no_tom_classifier@0.8,human_directed,UNSIGNED,4000,0.00023400862990352223,0.006110818608642232,0.0,0.0,0.0,0.0,1.0
E_no_tom_classifier@0.95,human_directed,UNSIGNED,4000,0.0001692660462099492,0.0034583088766131833,0.0,0.0,1.7857142857142855e-05,0.0011293848786315642,1.0
E_no_tom_classifier@0.99,human_directed,UNSIGNED,4000,8.302672778215475e-05,0.0011643947945649533,0.0,0.0,0.00010714285714285712,0.0035702673781199366,1.0
