true_provenance,declared_signal,within,between,within_sd,between_sd
CREATOR,SIG_CREATOR,2.625344188303196e-07,0.0,4.60157217814493e-07,0.0
CREATOR,SIG_GHOST,0.08855052351016145,0.01101641679481403,0.01256458272504623,0.018011097202808038
GHOST,SIG_CREATOR,0.08971237240057005,1.3777531702972667,0.007265106237544196,0.006895035624049526
GHOST,SIG_GHOST,1.2964473673348782,1.3746764611968683,0.007776495367760034,0.008221043808042072
