label,true_mu,recovered_mu,goal_uptake,process_uptake,process_accuracy,goal_accuracy
false,1,1.4846294493926615,1.407158745145551,-0.07699418864072757,0.20520833333333335,1.0
false,2,2.2782674628906023,1.407158745145551,0.23424905255553555,0.4229166666666667,1.0
false,3,2.3786393099572187,1.407158745145551,0.19804573064559053,0.40625,1.0
honest,1,1.9997576276064237,1.3637179749706374,-0.008951335448779796,0.23020833333333335,1.0
honest,2,2.1003023855466973,1.3718871513079154,0.03537608150469844,0.3875,1.0
honest,3,2.0991056018434624,1.370849367818069,0.02503195077115309,0.31875,1.0
unsigned,1,1.5534681736804725,1.4071587447727736,-0.06458285499170584,0.21770833333333334,1.0
unsigned,2,2.2803720339257425,1.407158744317379,0.21739548872854625,0.428125,1.0
unsigned,3,2.3800952037650704,1.4071587451427974,0.17958284861894033,0.3875,1.0
